	ENSAMXT00000040275	ENSPFOT00000014182	ENSDART00000171258	ENSKMAT00000007690	ENSDART00000125584	ENSELUT00000011706	ENSPNYT00000006488	ENSAPOT00000005761	ENSEEET00000035701	ENSPLAT00000022591	ENSNBRT00000023335	ENSELUT00000003600	ENSHHUT00000047888	ENSPNAT00000017823	ENSOMET00000009694	ENSHHUT00000047873	ENSPNAT00000021178	ENSHBUT00000016653	ENSAMXT00000034564	ENSDCDT00000032969	ENSGAFT00000028805	ENSELUT00000010929	ENSIPUT00000029448	ENSAMXT00000037541	ENSPNAT00000021151	ENSHHUT00000069767	ENSIPUT00000029433	ENSAOCT00000019271	ENSMZET00005012480	ENSHHUT00000011477	ENSELUT00000010918	ENSAPET00000015333	ENSONIT00000019793	ENSPRNT00000029944	ENSSDUT00000005047	ENSSPAT00000005384	ENSHHUT00000011460	ENSHHUT00000011464	ENSPNAT00000021180	ENSPNAT00000021184	ENSCHAT00000001037	ENSACIT00000021987	ENSPNAT00000021137	ENSXMAT00000040015	ENSACLT00000009365	ENSDART00000173691	ENSAPET00000015340	ENSGWIT00000006549	ENSEEET00000039594	ENSDART00000173774	ENSIPUT00000029421	ENSPMET00000009459	ENSPRET00000006355	ENSEEET00000035699	ENSELUT00000011717	ENSGWIT00000006550	ENSGWIT00000006552	ENSEEET00000035697
ENSAMXT00000040275	1.0	0.2912537699267557	0.4219269102990033	0.329009943795936	0.4149377593360997	0.3153000845308538	0.34915839447561503	0.33893195521102504	0.5980823012385138	0.2873811581676751	0.3559395248380129	0.2809523809523809	0.2824760244115083	0.6338141025641025	0.3619854721549637	0.3723356009070296	0.5944612009871127	0.35111876075731496	0.8764131551901336	0.3224539135690541	0.3076590220683686	0.2953947368421053	0.5255681818181818	0.9975538160469668	0.6165997993981945	0.3024638912489379	0.5252357182473655	0.3425247738043946	0.3559102674719585	0.2515970515970516	0.3029917250159134	0.2819825853985265	0.35395189003436434	0.3608562691131498	0.3393760539629005	0.334907685702018	0.2569778633301252	0.27550357374918777	0.6112091791703442	0.6444981862152358	0.34498207885304666	0.3174946004319654	0.649809885931559	0.3075268817204302	0.3559102674719585	0.40749697702539295	0.3402150537634409	0.3486286919831223	0.6158705092775365	0.3974833456698741	0.5201086956521739	0.2912537699267557	0.2902568283734204	0.5980823012385138	0.3197335553705245	0.39226519337016574	0.5606557377049181	0.5980823012385138
ENSPFOT00000014182	0.2912537699267557	1.0	0.31827880512091045	0.5907738095238095	0.3231578947368421	0.42057761732851984	0.5940874035989717	0.6138292561158263	0.37071410157257023	0.9934370442391832	0.597175866495507	0.33433634236041465	0.4454474097331239	0.3876418663303909	0.5500603136308806	0.4669098488796248	0.3743988161302256	0.5935417734495131	0.2969996202050893	0.3947459384721742	0.9157766990291262	0.4567783094098883	0.4044493070751276	0.2912537699267557	0.3389758781210326	0.359327731092437	0.41364452423698383	0.6258776328986961	0.59	0.4443269908386187	0.4480609418282549	0.6234996841440303	0.5943754750443375	0.6045636910732196	0.614004914004914	0.6265790803436079	0.4526206178410275	0.463275039745628	0.425273390036452	0.4300423985463355	0.42097902097902096	0.5760250569476082	0.37802907915993533	0.9008725157537568	0.5893360676749552	0.2451612903225806	0.6221163490471414	0.6779220779220779	0.34961636828644505	0.3412447257383966	0.4414893617021276	0.9913336543090996	0.9574579831932774	0.3765551562068013	0.4196290571870169	0.6490384615384616	0.5910240202275601	0.3765551562068013
ENSDART00000171258	0.4219269102990033	0.31827880512091045	1.0	0.3307832422586521	0.9468446601941748	0.3758342114506499	0.3651304037156127	0.3771836007130125	0.4663722826086957	0.3159971305595408	0.3702644746247319	0.2546693589096416	0.4107997265892003	0.454635761589404	0.32175502742230355	0.3564213564213564	0.4454693434617472	0.3615960099750624	0.3803921568627451	0.3331552230830884	0.33118510562119585	0.3245064997592681	0.4358676726639582	0.4207188160676533	0.4155455904334828	0.2822539520652728	0.4366837024417944	0.3543447293447293	0.3655837200999643	0.3433333333333333	0.340797378481704	0.3402061855670103	0.3729114824031283	0.38871025366202216	0.3583073187651752	0.35729461756373937	0.3450895279435703	0.3393364928909952	0.4366515837104072	0.4622986822840409	0.3540098624448482	0.3127522195318806	0.4663496708119971	0.3242857142857143	0.364739471805853	1.0	0.34779516358463725	0.2924528301886793	0.4605919521117392	0.9354029476324868	0.4842309558466764	0.3206541059367223	0.3167848699763593	0.4724292101341281	0.374346462181945	0.34253819036427724	0.4885245901639344	0.4724292101341281
ENSKMAT00000007690	0.329009943795936	0.5907738095238095	0.3307832422586521	1.0	0.3388370423546303	0.4534359246484478	0.6002621231979031	0.642584584075299	0.40452989202001577	0.589679980153808	0.5984293193717277	0.3776941498460487	0.4526273885350318	0.4088311688311688	0.5873476494486359	0.4830418653948066	0.4239170677526842	0.5957669192579044	0.30789673500379644	0.3772455089820359	0.5846953937592868	0.4507180156657964	0.3808128890516295	0.329009943795936	0.3867403314917127	0.37568870523415976	0.3871665465032443	0.6440807977499361	0.5960784313725489	0.4867724867724868	0.4394727714186609	0.6582360570687419	0.6010844306738962	0.6348759907951931	0.6230287859824781	0.6567087303631213	0.4913134120917304	0.5084525357607282	0.4621951219512195	0.4681238615664845	0.3974175035868006	0.5892226148409894	0.421180931744312	0.5853718804052385	0.5953998954521693	0.3232125367286973	0.6397340833546408	0.7038961038961039	0.3958714397700549	0.33668607728957123	0.3740601503759399	0.5889935547843331	0.59267070920116	0.4046162402669633	0.457885069535555	0.6550480769230769	0.6131479140328698	0.4046162402669633
ENSDART00000125584	0.4149377593360997	0.3231578947368421	0.9468446601941748	0.3388370423546303	1.0	0.37642980935875214	0.3653981677237491	0.3773253773253773	0.4575360859348775	0.3209483368719037	0.3704617553753966	0.2478119529882471	0.4043970686209194	0.4563582870219025	0.3107861060329067	0.3543447293447293	0.4385169378500934	0.3619114546732256	0.37682356179466	0.3334214701216287	0.33592370187212994	0.32387706855791965	0.4477105709440361	0.4137522228808536	0.40448113207547176	0.2621334681496461	0.44825677919203105	0.359073359073359	0.3658450704225352	0.35527747551686617	0.33975387907972177	0.3508180943214629	0.3746933052926744	0.3903988704553477	0.3621751025991793	0.3650959860383944	0.35672514619883033	0.3496275605214152	0.4123303167420814	0.4463050600655261	0.34669750706759195	0.3096466851925368	0.4751619870410368	0.32910500352360816	0.36501231960577263	0.9272727272727272	0.35261128636522954	0.3089622641509434	0.4610581662832731	1.0	0.4944201843765162	0.32549982462293925	0.3222049689440993	0.4625	0.3749570003439973	0.3413631022326675	0.4540983606557377	0.4625
ENSELUT00000011706	0.3153000845308538	0.42057761732851984	0.3758342114506499	0.4534359246484478	0.37642980935875214	1.0	0.4528051050252593	0.4601402233186185	0.3985941161155949	0.41822916666666665	0.4507042253521128	0.3698630136986301	0.6521739130434783	0.3781281281281281	0.4385093167701864	0.6589688506981739	0.3745467730239304	0.4514588859416446	0.2879019908116386	0.3848591549295775	0.4205729166666667	0.6026101141924959	0.3830791575889615	0.3153000845308538	0.3343047460449625	0.3722986247544205	0.3830791575889615	0.4674110620618022	0.44798301486199577	0.6008692502716407	0.5998581057112451	0.4574328749181402	0.45136698212408	0.4822916666666667	0.5017829852266938	0.4713157894736841	0.6008692502716407	0.6093023255813953	0.3492647058823529	0.41656804733727815	0.39624608967674657	0.4554455445544554	0.3736054421768708	0.40260416666666665	0.4497214115149908	0.30747398297067163	0.4629966242534407	0.46103896103896097	0.38123393316195375	0.39753466872110943	0.35856196783349104	0.4172253739040743	0.4126321647189761	0.4013908205841447	1.0	0.4605757196495619	0.4712950600801068	0.4013908205841447
ENSPNYT00000006488	0.34915839447561503	0.5940874035989717	0.3651304037156127	0.6002621231979031	0.3653981677237491	0.4528051050252593	1.0	0.6858611825192802	0.38064008394543547	0.5928020565552701	0.9768934531450578	0.34569983136593585	0.4744645799011532	0.43878346763711984	0.5699873896595208	0.5191387559808612	0.4301634472511144	0.9823167606355716	0.33899613899613895	0.41620305980528505	0.590955806783145	0.4747043363994744	0.3589933382679497	0.34915839447561503	0.3846153846153846	0.3779286926994907	0.3690346083788707	0.6827763496143959	0.9766666666666668	0.4590942293644996	0.4573476702508961	0.666557484441533	0.9255754475703324	0.6766066838046273	0.6724879777271576	0.6997402597402598	0.4674577490111471	0.4914809960681521	0.43014705882352944	0.4585365853658536	0.4367735117999296	0.7121980316134805	0.4263201548244402	0.5881899871630295	0.9725711356062549	0.32713754646840143	0.6848329048843188	0.6402597402597403	0.3654346694429984	0.3710191082802548	0.4378909740840036	0.5948586118251928	0.5902950096498484	0.38428934727324093	0.4571503680336488	0.6117788461538461	0.6349100599600267	0.38428934727324093
ENSAPOT00000005761	0.33893195521102504	0.6138292561158263	0.3771836007130125	0.642584584075299	0.3773253773253773	0.4601402233186185	0.6858611825192802	1.0	0.40804150453955895	0.6159420289855072	0.6811296534017972	0.3751642575558476	0.5146942017474185	0.429047131147541	0.6147959183673469	0.5209580838323353	0.4166974510528261	0.6781137878011276	0.35797213622291024	0.39152892561983466	0.6077650572424091	0.4915308405241291	0.3757752645020065	0.33893195521102504	0.3766949152542373	0.3891820580474934	0.3854166666666667	0.9462972045120156	0.6805128205128205	0.5054673721340388	0.4842178286507111	0.9351969504447268	0.6972384089181657	0.7332664828277764	0.7378378378378379	0.8437735849056603	0.512856150104239	0.5284578696343403	0.41248470012239896	0.45012165450121655	0.4157068062827225	0.6871042026482441	0.4176390773405698	0.5993533946779408	0.6798256857216098	0.3392029657089898	0.9412052915237628	0.5909090909090909	0.3794079794079793	0.3806009488666315	0.4661319073083778	0.6175149700598802	0.6210666666666667	0.3996660172557751	0.4644233239147187	0.5805288461538461	0.6042983565107459	0.3996660172557751
ENSEEET00000035701	0.5980823012385138	0.37071410157257023	0.4663722826086957	0.40452989202001577	0.4575360859348775	0.3985941161155949	0.38064008394543547	0.40804150453955895	1.0	0.37270612561385374	0.3869531045323553	0.3170970905524681	0.4117647058823529	0.5756146014402781	0.4042288557213931	0.4381028938906753	0.634965034965035	0.3825836820083681	0.5830618892508144	0.4006232686980609	0.367283950617284	0.3661599471249174	0.5621854780733285	0.595685177786656	0.6192933703850735	0.3512980611238909	0.5688495575221238	0.4123926060921633	0.3825222396650968	0.42149669845928095	0.3787769784172662	0.4012612014603385	0.3848147188390775	0.42909375816139983	0.4199847831600304	0.3963987473903967	0.4304803178042616	0.42490118577075103	0.6674757281553398	0.6824288017195056	0.4335924298749578	0.3800837320574162	0.5910761154855643	0.3824588477366255	0.3818990321736856	0.4483394833948339	0.4109232769830949	0.3948051948051948	0.8193277310924371	0.4404296875	0.7160603371783496	0.37387271321824267	0.368406517536592	1.0	0.4026309001805519	0.5071599045346062	0.4128738621586476	1.0
ENSPLAT00000022591	0.2873811581676751	0.9934370442391832	0.3159971305595408	0.589679980153808	0.3209483368719037	0.41822916666666665	0.5928020565552701	0.6159420289855072	0.37270612561385374	1.0	0.5958921694480103	0.3407035175879397	0.4408130729374253	0.3894978332908489	0.5478099938309685	0.4700052164840898	0.3738872403560831	0.5922603792926704	0.29317575295463216	0.3954372623574145	0.9118932038834952	0.4605557329926542	0.4054844606946984	0.2873811581676751	0.3382852292020373	0.3627484001347254	0.4146868250539957	0.6267570281124498	0.5887179487179487	0.4451885794853718	0.44890890197436784	0.6246046805819102	0.5931086901444135	0.6061746987951807	0.6174447174447174	0.6301162203132895	0.4534722222222223	0.4664546899841018	0.425273390036452	0.4279635258358663	0.4241681260945709	0.5662061024755325	0.3776638791475586	0.9020843431895298	0.5880543450397334	0.2458410351201479	0.6229919678714859	0.6779220779220779	0.3515384615384616	0.3376	0.44266666666666665	0.9846938775510204	0.9566701680672268	0.3761772853185595	0.4229778464708913	0.6490384615384616	0.5910240202275601	0.3761772853185595
