	ENSAMXT00000010873	ENSPLAT00000022559	ENSEEET00000024161	ENSCHAT00000035868	ENSHHUT00000020049	ENSCHAT00000035784	ENSCVAT00000020604	ENSXCOT00000011951	ENSPFOT00000000113	ENSXMAT00000042306	ENSHHUT00000058392	ENSDCDT00000039811	ENSCHAT00000035892	ENSPNAT00000022921	ENSPRET00000027115	ENSEEET00000024158	ENSEEET00000024157	ENSELUT00000034877	ENSIPUT00000014631	ENSDART00000158046	ENSDART00000180030	ENSCVAT00000030617	ENSDCDT00000039808
ENSAMXT00000010873	1.0	0.4068646355572696	0.656188605108055	0.6284470246734397	0.6237364935517602	0.6083855421686747	0.5334393497658804	0.5113433596737191	0.5020526855969893	0.5197310210582198	0.6252054320560505	0.5711166253101737	0.6287934186471663	0.7501980459466596	0.5132719872588922	0.6525713230541963	0.6562080986859747	0.5965191271313721	0.6654923375022018	0.6044197922169396	0.6044197922169396	0.5346841267032384	0.5745729882021483
ENSPLAT00000022559	0.4068646355572696	1.0	0.5038676980528141	0.5704316360816748	0.5588235294117647	0.5704316360816748	0.7101910828025477	0.0	0.9968334388853703	0.8870923540696081	0.4434984520123839	0.5812875068194218	0.5726767275615567	0.5220684251762863	0.8761304466977254	0.5143181173802098	0.5038676980528141	0.5557687037544533	0.5108868826340945	0.5294599018003273	0.5294599018003273	0.7101910828025477	0.5812875068194218
ENSEEET00000024161	0.656188605108055	0.5038676980528141	1.0	0.6275426058273776	0.6393028086336133	0.6258295964125561	0.5360796239977882	0.512399408769913	0.5654212454212454	0.5407102033167807	0.6185535858178888	0.6466709210806212	0.6272408057660321	0.7009902805794975	0.5401604530438886	1.0	1.0	0.6363550697323784	0.708877407233443	0.6513813193008833	0.6513813193008833	0.5384259687413299	0.6379439954895696
ENSCHAT00000035868	0.6284470246734397	0.5704316360816748	0.6275426058273776	1.0	0.7274723487312947	1.0	0.5927944046844502	0.5764390896921018	0.6060197663971248	0.5984200667806825	0.7037805648290174	0.6976511289147851	1.0	0.6627454161934123	0.5940223145207264	0.624957670165933	0.6242894884316708	0.6612719583604424	0.6450592244036994	0.6453026123641084	0.6453026123641084	0.5940223145207264	0.6874087295148467
ENSHHUT00000020049	0.6237364935517602	0.5588235294117647	0.6393028086336133	0.7274723487312947	1.0	0.7192410062677084	0.5953975884624478	0.5660616829546897	0.589225113122172	0.5930397727272727	0.9298017830866442	0.6944247787610619	0.7282038675843986	0.6615966585231303	0.5913825757575758	0.6405371380612673	0.6438946528332004	0.8064465284892427	0.6352588383838383	0.6705808180313657	0.6705808180313657	0.5965909090909091	0.6787768933722121
ENSCHAT00000035784	0.6083855421686747	0.5704316360816748	0.6258295964125561	1.0	0.7192410062677084	1.0	0.5825534472396325	0.5600351854566779	0.5873901520435207	0.5907136715391229	0.6954815240283362	0.6980126030053321	1.0	0.6446861351374497	0.5875322441960447	0.6283461679501283	0.6289902845246357	0.6447153773503906	0.6275300171526587	0.6387770831549199	0.6387770831549199	0.5838349097162511	0.687676629271217
ENSCVAT00000020604	0.5334393497658804	0.7101910828025477	0.5360796239977882	0.5927944046844502	0.5953975884624478	0.5825534472396325	1.0	0.8118735543562067	0.8016182632567548	0.8086642599277978	0.5720732448147184	0.5834382305340766	0.5961160275319567	0.5323529411764706	0.7910950661853189	0.5257346696110073	0.5261024643320363	0.5508175697338891	0.5183401557107312	0.5315004809233729	0.5315004809233729	1.0	0.5671689644116704
ENSXCOT00000011951	0.5113433596737191	0.0	0.512399408769913	0.5764390896921018	0.5660616829546897	0.5600351854566779	0.8118735543562067	1.0	0.9655810510732792	0.9969859782466256	0.5573832721751234	0.5856131316382363	0.5764390896921018	0.5020376974019358	0.9622195985832348	0.5107095046854083	0.5107095046854083	0.5385424888187319	0.4861129393181519	0.5239410681399632	0.5239410681399632	0.8118735543562067	0.5578795053933175
ENSPFOT00000000113	0.5020526855969893	0.9968334388853703	0.5654212454212454	0.6060197663971248	0.589225113122172	0.5873901520435207	0.8016182632567548	0.9655810510732792	1.0	0.9752504419563937	0.5465785907859079	0.6182875894988067	0.6078044336471303	0.5344266930581083	0.9761975602499257	0.5673600000000001	0.5654212454212454	0.5699196667658435	0.5247875354107648	0.5891265597147951	0.5891265597147951	0.8016182632567548	0.6176733115144303
ENSXMAT00000042306	0.5197310210582198	0.8870923540696081	0.5407102033167807	0.5984200667806825	0.5930397727272727	0.5907136715391229	0.8086642599277978	0.9969859782466256	0.9752504419563937	1.0	0.5638797149313401	0.6165831942125766	0.5993271518831542	0.5326753164053172	0.9673031221830696	0.5344436693407744	0.5359336099585063	0.5692004596946314	0.5254918032786885	0.5520439993432934	0.5520439993432934	0.8086642599277978	0.5948120177310786
