	ENSNPET00000001432	ENSCPUT00000019272	ENSACLT00000012896	ENSDORT00000027843	ENSDART00000170215	ENSEBUT00000026737	ENSNGAT00000004992	ENSCCNT00000033689	ENSRNOT00000072628	ENSDART00000115182	ENSNSUT00000028495	ENSNSUT00000028496
ENSNPET00000001432	1.0	0.8443017656500803	0.4818258664412512	0.6719038817005545	0.4612354892205639	0.37600160256410253	0.6706976744186046	0.6833362475957335	0.638089970501475	0.4619047619047619	0.6585684918706783	0.6569669837716844
ENSCPUT00000019272	0.8443017656500803	1.0	0.44565217391304346	0.6571693305536253	0.4339958469296945	0.32188940092165896	0.6520317608594115	0.6629603891591382	0.6347000231642345	0.4350014806040865	0.6550023485204322	0.6550023485204322
ENSACLT00000012896	0.4818258664412512	0.44565217391304346	1.0	0.4616447823082239	0.5496880893660235	0.3954467189592501	0.4951230840687413	0.4806060606060606	0.4619776204612925	0.5496880893660235	0.4374564864237642	0.4368374558303887
ENSDORT00000027843	0.6719038817005545	0.6571693305536253	0.4616447823082239	1.0	0.4316048278945015	0.3545019573727708	0.8390442674569365	0.8745380635624538	0.8021978021978022	0.4323660714285714	0.5923495218451154	0.5923495218451154
ENSDART00000170215	0.4612354892205639	0.4339958469296945	0.5496880893660235	0.4316048278945015	1.0	0.3816083395383469	0.4507550146495381	0.4544921875	0.4449124362669031	1.0	0.4476665156320798	0.4365045200172191
ENSEBUT00000026737	0.37600160256410253	0.32188940092165896	0.3954467189592501	0.3545019573727708	0.3816083395383469	1.0	0.37233115468409583	0.3848900582597257	0.34587929915639193	0.3816083395383469	0.32127985974139817	0.3237139272271017
ENSNGAT00000004992	0.6706976744186046	0.6520317608594115	0.4951230840687413	0.8390442674569365	0.4507550146495381	0.37233115468409583	1.0	0.8839851024208566	0.8215989315016218	0.4514967364393427	0.6067585425712667	0.6067585425712667
ENSCCNT00000033689	0.6833362475957335	0.6629603891591382	0.4806060606060606	0.8745380635624538	0.4544921875	0.3848900582597257	0.8839851024208566	1.0	0.8044444444444444	0.4551307062036676	0.6096006000375024	0.6150936599423631
ENSRNOT00000072628	0.638089970501475	0.6347000231642345	0.4619776204612925	0.8021978021978022	0.4449124362669031	0.34587929915639193	0.8215989315016218	0.8044444444444444	1.0	0.44564976754483066	0.5954841178721776	0.5954841178721776
ENSDART00000115182	0.4619047619047619	0.4350014806040865	0.5496880893660235	0.4323660714285714	1.0	0.3816083395383469	0.4514967364393427	0.4551307062036676	0.44564976754483066	1.0	0.44841628959276014	0.4372312983662941
ENSNSUT00000028495	0.6585684918706783	0.6550023485204322	0.4374564864237642	0.5923495218451154	0.4476665156320798	0.32127985974139817	0.6067585425712667	0.6096006000375024	0.5954841178721776	0.44841628959276014	1.0	1.0
ENSNSUT00000028496	0.6569669837716844	0.6550023485204322	0.4368374558303887	0.5923495218451154	0.4365045200172191	0.3237139272271017	0.6067585425712667	0.6150936599423631	0.5954841178721776	0.4372312983662941	1.0	1.0
