,ENSCHAT00000019288,ENSCVAT00000004685,ENSDCDT00000053812,ENSPFOT00000004547,ENSCVAT00000004077,ENSCVAT00000004392,ENSGAFT00000026050,ENSCVAT00000004612,ENSKMAT00000025471,ENSEEET00000032308,ENSXMAT00000012399,ENSCVAT00000004708,ENSDCDT00000053853,ENSKMAT00000025442,ENSDCDT00000055787,ENSCHAT00000019507,ENSEEET00000032279,ENSCVAT00000004272,ENSEEET00000032404,ENSDCDT00000055721
ENSCHAT00000019288,1.0,0.754529699070427,0.8354171157577064,0.7731448763250883,0.7599112426035503,0.7589412320781471,0.7739605355884426,0.7589412320781471,0.7787265186630885,0.7899945024738868,0.7712603062426384,0.7589412320781471,0.8371479928100659,0.7779740871613663,0.8360734429377175,1.0,0.7888037407455514,0.7599112426035503,0.7869796279893712,0.8344485214763652
ENSCVAT00000004685,0.754529699070427,1.0,0.7433751743375174,0.9203987501859843,0.9908592321755028,0.9908592321755028,0.912764717311055,0.98776350860189,0.8670466800184872,0.7488169364881694,0.9284116331096197,0.9874409350907735,0.7439044896586514,0.8651108175546749,0.7439044896586514,0.7571085988352175,0.7477443609022556,0.9900833002776676,0.7492218763895064,0.7433751743375174
ENSDCDT00000053812,0.8354171157577064,0.7433751743375174,1.0,0.7646042170756999,0.7526162790697675,0.7455447078878041,0.7695090439276486,0.7455447078878041,0.7759530088707743,0.7746014293567894,0.7608019357068787,0.7455447078878041,1.0,0.7769328263624842,0.9977231875374476,0.8371479928100659,0.77984153786206,0.7526162790697675,0.7775317390020667,0.9979521448588058
ENSPFOT00000004547,0.7731448763250883,0.9203987501859843,0.7646042170756999,1.0,0.9296426068675543,0.9276893319446511,0.9749127762086726,0.9276893319446511,0.8953271028037383,0.7722130418202618,0.9802250255710876,0.9276893319446511,0.7587141750580945,0.8940553929295204,0.7574347039048358,0.7729915433403806,0.7784077201447527,0.9296426068675543,0.769165846110564,0.763470635744779
ENSCVAT00000004077,0.7599112426035503,0.9908592321755028,0.7526162790697675,0.9296426068675543,1.0,1.0,0.912764717311055,1.0,0.878554846198491,0.7512531328320802,0.9372102823430257,1.0,0.7439044896586514,0.8762129193235376,0.7439044896586514,0.7571085988352175,0.7575865762227776,1.0,0.7492218763895064,0.7526162790697675
ENSCVAT00000004392,0.7589412320781471,0.9908592321755028,0.7455447078878041,0.9276893319446511,1.0,1.0,0.912764717311055,1.0,0.8745955938992451,0.7512531328320802,0.9357196122296794,1.0,0.7439044896586514,0.8723029502421841,0.7439044896586514,0.7571085988352175,0.7512531328320802,1.0,0.7492218763895064,0.7455447078878041
ENSGAFT00000026050,0.7739605355884426,0.912764717311055,0.7695090439276486,0.9749127762086726,0.912764717311055,0.912764717311055,1.0,0.912764717311055,0.882088520055325,0.7774036662925552,0.9800631334108656,0.896519285042333,0.7695090439276486,0.8809367834916476,0.7695090439276486,0.7739605355884426,0.7774036662925552,0.912764717311055,0.7764243614931238,0.7695090439276486
ENSCVAT00000004612,0.7589412320781471,0.98776350860189,0.7455447078878041,0.9276893319446511,1.0,1.0,0.912764717311055,1.0,0.8745955938992451,0.7455368060650526,0.9357196122296794,1.0,0.7439044896586514,0.8723029502421841,0.7439044896586514,0.7571085988352175,0.7512531328320802,1.0,0.7492218763895064,0.7455447078878041
ENSKMAT00000025471,0.7787265186630885,0.8670466800184872,0.7759530088707743,0.8953271028037383,0.878554846198491,0.8745955938992451,0.882088520055325,0.8745955938992451,1.0,0.7571182624817905,0.8899532710280373,0.8745955938992451,0.7741935483870968,1.0,0.772880897661214,0.7837241379310345,0.7618510158013544,0.878554846198491,0.753128220226704,0.7747899159663866
ENSEEET00000032308,0.7899945024738868,0.7488169364881694,0.7746014293567894,0.7722130418202618,0.7512531328320802,0.7512531328320802,0.7774036662925552,0.7455368060650526,0.7571182624817905,1.0,0.7658573789246218,0.7455368060650526,0.7775317390020667,0.7564509978390747,0.7747268969589607,0.7869796279893712,1.0,0.7512531328320802,1.0,0.7719901044529962
ENSXMAT00000012399,0.7712603062426384,0.9284116331096197,0.7608019357068787,0.9802250255710876,0.9372102823430257,0.9357196122296794,0.9800631334108656,0.9357196122296794,0.8899532710280373,0.7658573789246218,1.0,0.9357196122296794,0.7544539116963594,0.8888763791938753,0.7531678303594518,0.770877378435518,0.7723763570566948,0.9372102823430257,0.7621325080883388,0.7596630898811584
ENSCVAT00000004708,0.7589412320781471,0.9874409350907735,0.7455447078878041,0.9276893319446511,1.0,1.0,0.896519285042333,1.0,0.8745955938992451,0.7455368060650526,0.9357196122296794,1.0,0.7439044896586514,0.8723029502421841,0.7439044896586514,0.7571085988352175,0.7512531328320802,1.0,0.7492218763895064,0.7455447078878041
ENSDCDT00000053853,0.8371479928100659,0.7439044896586514,1.0,0.7587141750580945,0.7439044896586514,0.7439044896586514,0.7695090439276486,0.7439044896586514,0.7741935483870968,0.7775317390020667,0.7544539116963594,0.7439044896586514,1.0,0.7753679318357862,0.9978747203579418,0.8371479928100659,0.7775317390020667,0.7439044896586514,0.7775317390020667,0.9977231875374476
ENSKMAT00000025442,0.7779740871613663,0.8651108175546749,0.7769328263624842,0.8940553929295204,0.8762129193235376,0.8723029502421841,0.8809367834916476,0.8723029502421841,1.0,0.7564509978390747,0.8888763791938753,0.8723029502421841,0.7753679318357862,1.0,0.774114300491337,0.781316067653277,0.7610373944511459,0.8762129193235376,0.7525671683781122,0.7758163147571248
ENSDCDT00000055787,0.8360734429377175,0.7439044896586514,0.9977231875374476,0.7574347039048358,0.7439044896586514,0.7439044896586514,0.7695090439276486,0.7439044896586514,0.772880897661214,0.7747268969589607,0.7531678303594518,0.7439044896586514,0.9978747203579418,0.774114300491337,1.0,0.8360734429377175,0.7747268969589607,0.7439044896586514,0.7747268969589607,1.0
ENSCHAT00000019507,1.0,0.7571085988352175,0.8371479928100659,0.7729915433403806,0.7571085988352175,0.7571085988352175,0.7739605355884426,0.7571085988352175,0.7837241379310345,0.7869796279893712,0.770877378435518,0.7571085988352175,0.8371479928100659,0.781316067653277,0.8360734429377175,1.0,0.7869796279893712,0.7571085988352175,0.7869796279893712,0.8360734429377175
ENSEEET00000032279,0.7888037407455514,0.7477443609022556,0.77984153786206,0.7784077201447527,0.7575865762227776,0.7512531328320802,0.7774036662925552,0.7512531328320802,0.7618510158013544,1.0,0.7723763570566948,0.7512531328320802,0.7775317390020667,0.7610373944511459,0.7747268969589607,0.7869796279893712,1.0,0.7575865762227776,1.0,0.777373684894142
ENSCVAT00000004272,0.7599112426035503,0.9900833002776676,0.7526162790697675,0.9296426068675543,1.0,1.0,0.912764717311055,1.0,0.878554846198491,0.7512531328320802,0.9372102823430257,1.0,0.7439044896586514,0.8762129193235376,0.7439044896586514,0.7571085988352175,0.7575865762227776,1.0,0.7492218763895064,0.7526162790697675
ENSEEET00000032404,0.7869796279893712,0.7492218763895064,0.7775317390020667,0.769165846110564,0.7492218763895064,0.7492218763895064,0.7764243614931238,0.7492218763895064,0.753128220226704,1.0,0.7621325080883388,0.7492218763895064,0.7775317390020667,0.7525671683781122,0.7747268969589607,0.7869796279893712,1.0,0.7492218763895064,1.0,0.7747268969589607
ENSDCDT00000055721,0.8344485214763652,0.7433751743375174,0.9979521448588058,0.763470635744779,0.7526162790697675,0.7455447078878041,0.7695090439276486,0.7455447078878041,0.7747899159663866,0.7719901044529962,0.7596630898811584,0.7455447078878041,0.9977231875374476,0.7758163147571248,1.0,0.8360734429377175,0.777373684894142,0.7526162790697675,0.7747268969589607,1.0
