	ENSPFOT00000013815	ENSPRET00000005658	ENSXMAT00000018250	ENSEBUT00000002856	ENSCHAT00000009156	ENSDCDT00000009682	ENSFHET00000009476	ENSTRUT00000016541	ENSLBET00000023132	ENSEBUT00000025570	ENSCHAT00000009222	ENSPMET00000012714	ENSPMAT00000001519	ENSGAFT00000011037	ENSDCDT00000009649	ENSGAFT00000011031	ENSPLAT00000011697	ENSPLAT00000011690	ENSXMAT00000038357	ENSEBUT00000025555	ENSDCDT00000009653	ENSTRUT00000016540
ENSPFOT00000013815	1.0	0.97803179139132	0.9592945577625368	0.6464874241110148	0.7214400134895878	0.7364358683314416	0.8952965588794743	0.8042939012915918	0.8250645764674446	0.6022058823529411	0.7469335054874112	0.9935417446649196	0.5974523612261806	0.957042957042957	0.7044060234244284	0.9625901843769484	0.9980035492457852	0.9983977212034894	0.9534909534909536	0.6022058823529411	0.6802933879840363	0.8037063691975531
ENSPRET00000005658	0.97803179139132	1.0	0.9596104012152624	0.6430673359875367	0.7242137301318904	0.7325673984757138	0.8880124815810002	0.7978048362202024	0.8241444017514074	0.6099889827396254	0.7486232588273405	0.9782261848897232	0.5997099347353154	0.9597188127650078	0.7002981181293088	0.9641676347064604	0.9791921664626684	0.9790272199910754	0.9561481812095516	0.6099889827396254	0.6775346620450606	0.7975105979976549
ENSXMAT00000018250	0.9592945577625368	0.9596104012152624	1.0	0.6428571428571429	0.7068543967624991	0.7336219665033611	0.8798201625453916	0.7907792318877769	0.8412927688002166	0.6051167964404894	0.7348827200344308	0.9578809434668664	0.5897861739671995	0.9802734812822236	0.7058823529411765	0.9790190980005379	0.9535270629991128	0.95931992166637	1.0	0.6051167964404894	0.6830970556161395	0.7894926232457719
ENSEBUT00000002856	0.6464874241110148	0.6430673359875367	0.6428571428571429	1.0	0.6368789596532177	0.652488528062125	0.6500424088210348	0.6330028566627458	0.6508972267536705	0.6272845953002611	0.6219492742064126	0.6419388464211258	0.6416681268617487	0.6304082131508189	0.652488528062125	0.6410658307210031	0.636849781234808	0.6464874241110148	0.6276960784313725	0.6272845953002611	0.6563885955649419	0.6330028566627458
ENSCHAT00000009156	0.7214400134895878	0.7242137301318904	0.7068543967624991	0.6368789596532177	1.0	0.7767052767052767	0.7341708119045611	0.7155172413793104	0.6908355113396847	0.5715113583681039	1.0	0.7226905670423285	0.5693345060099677	0.6845770110164207	0.7310880376930459	0.7119885502609867	0.6979698073919833	0.7213557035663097	0.6806871421134826	0.5715113583681039	0.7041289023162135	0.7086551264980027
ENSDCDT00000009682	0.7364358683314416	0.7325673984757138	0.7336219665033611	0.652488528062125	0.7767052767052767	1.0	0.7223012140435305	0.7209402631011429	0.7184687250769055	0.6462875872880148	0.7579430068784802	0.7263980757666867	0.6307111390811831	0.7115094908104851	1.0	0.7343963553530751	0.7146080938769369	0.7355109447657934	0.7092497740283218	0.6462875872880148	1.0	0.7158701120512234
ENSFHET00000009476	0.8952965588794743	0.8880124815810002	0.8798201625453916	0.6500424088210348	0.7341708119045611	0.7223012140435305	1.0	0.8361987853904713	0.8118623551789729	0.6017050912584054	0.7640413169786959	0.8961877900100081	0.5814374874169519	0.8747055043906619	0.6944419421673723	0.8861317655196265	0.8844506318269437	0.8968528445443541	0.8664596273291926	0.6017050912584054	0.6675343606830487	0.8348326736236056
ENSTRUT00000016541	0.8042939012915918	0.7978048362202024	0.7907792318877769	0.6330028566627458	0.7155172413793104	0.7209402631011429	0.8361987853904713	1.0	0.7845351124796852	0.5776412195698416	0.7403130059363194	0.8046163556036426	0.5785436796493675	0.7932023366967604	0.6856404774630322	0.79967496364725	0.7989378651088688	0.8048071165854076	0.7854487519915029	0.5776412195698416	0.6671146490230538	1.0
ENSLBET00000023132	0.8250645764674446	0.8241444017514074	0.8412927688002166	0.6508972267536705	0.6908355113396847	0.7184687250769055	0.8118623551789729	0.7845351124796852	1.0	0.6055045871559633	0.7225091456853884	0.8212280044926994	0.559995848038198	0.8315400134498991	0.6864621446664789	0.8358289249529275	0.8149955634427685	0.824105394338615	0.8337463392656004	0.6055045871559633	0.6595419847328244	0.7817560273479669
ENSEBUT00000025570	0.6022058823529411	0.6099889827396254	0.6051167964404894	0.6272845953002611	0.5715113583681039	0.6462875872880148	0.6017050912584054	0.5776412195698416	0.6055045871559633	1.0	0.6235946853555263	0.6086613136764513	0.5614556256962495	0.5957844637089921	0.6143298332303891	0.6077150603894503	0.5893638505553686	0.6022058823529411	0.591479972844535	1.0	0.6135331516802907	0.5866615950297959
