,ENSMVIT00005024259,ENSDNVT00000021994,ENSLCOT00000019073,ENSDNVT00000021988,ENSCPGT00000010074,ENSARWT00000029040,ENSAHAT00000022589,ENSNPET00000020294,ENSNPET00000020295,ENSAOWT00000027677,ENSCPUT00000018025
ENSMVIT00005024259,1.0,0.8784550953932061,0.9918232428670842,0.8784550953932061,0.9049651567944251,0.8699860400186133,0.8682177757096324,0.8674928503336511,0.8687761749651001,0.868869241507678,0.8979060027919963
ENSDNVT00000021994,0.8784550953932061,1.0,0.8779399460816213,1.0,0.9103499906419614,0.9671452479520831,0.96335770280983,0.8873031496062992,0.8929660943083761,0.9656478463842156,0.908812729498164
ENSLCOT00000019073,0.9918232428670842,0.8779399460816213,1.0,0.8779399460816213,0.909446764091858,0.8730129218183509,0.8710607046574323,0.8667089812757854,0.8680858975550804,0.8717114437110719,0.9003439620712095
ENSDNVT00000021988,0.8784550953932061,1.0,0.8779399460816213,1.0,0.9103499906419614,0.9671452479520831,0.96335770280983,0.8873031496062992,0.8929660943083761,0.9656478463842156,0.908812729498164
ENSCPGT00000010074,0.9049651567944251,0.9103499906419614,0.909446764091858,0.9103499906419614,1.0,0.909133445629796,0.9053902302077484,0.8616479082607772,0.863852390271177,0.9072618379187722,0.9786021304429079
ENSARWT00000029040,0.8699860400186133,0.9671452479520831,0.8730129218183509,0.9671452479520831,0.909133445629796,1.0,0.9937340040596594,0.881496062992126,0.885470234463523,0.9952330508474576,0.9036544850498339
ENSAHAT00000022589,0.8682177757096324,0.96335770280983,0.8710607046574323,0.96335770280983,0.9053902302077484,0.9937340040596594,1.0,0.8815944881889763,0.8855573956245097,0.9962051010502162,0.9004196537856268
ENSNPET00000020294,0.8674928503336511,0.8873031496062992,0.8667089812757854,0.8873031496062992,0.8616479082607772,0.881496062992126,0.8815944881889763,1.0,1.0,0.8816929133858268,0.8609251968503937
ENSNPET00000020295,0.8687761749651001,0.8929660943083761,0.8680858975550804,0.8929660943083761,0.863852390271177,0.885470234463523,0.8855573956245097,1.0,1.0,0.8856445567854964,0.8624596879630436
ENSAOWT00000027677,0.868869241507678,0.9656478463842156,0.8717114437110719,0.9656478463842156,0.9072618379187722,0.9952330508474576,0.9962051010502162,0.8816929133858268,0.8856445567854964,1.0,0.9021682112257388
ENSCPUT00000018025,0.8979060027919963,0.908812729498164,0.9003439620712095,0.908812729498164,0.9786021304429079,0.9036544850498339,0.9004196537856268,0.8609251968503937,0.8624596879630436,0.9021682112257388,1.0
