	ENSCSET00000010788	ENSGAFT00000026303	ENSMAMT00000012260	ENSHCOT00000006720	ENSMAMT00000012247	ENSPRET00000025042	ENSBSLT00000030173	ENSCVAT00000001326	ENSPFOT00000000132	ENSXMAT00000001593	ENSCVAT00000001322	ENSPLAT00000016826	ENSCSET00000010781	ENSLBET00000011453	ENSKMAT00000019382	ENSPMET00000033367	ENSHCOT00000006712	ENSXMAT00000028505	ENSXCOT00000021608	ENSFHET00000008658	ENSBSLT00000030145
ENSCSET00000010788	1.0	0.7896452998250358	0.8152959473058274	0.7759414792739096	0.812078751330259	0.8140586262213796	0.7602040816326531	0.7701554736335952	0.8101972729910066	0.7937539632213063	0.7792869269949066	0.8056651412340224	1.0	0.7795813375909172	0.8057083632304871	0.8105599071656513	0.7705539872971066	0.7989597467209407	0.8055603079555176	0.7848939224756739	0.7602040816326531
ENSGAFT00000026303	0.7896452998250358	1.0	0.8263181613339342	0.7525248011439807	0.8234625142157291	0.9399938137952366	0.7372561611945091	0.8740922008209662	0.9483426270136308	0.9621165168887512	0.8740922008209662	0.9509477756286266	0.7808144936512852	0.7458141754142448	0.8482984191262363	0.9487357921595916	0.7453767123287671	0.9634522585238509	0.966246290801187	0.8796951551442569	0.7372561611945091
ENSMAMT00000012260	0.8152959473058274	0.8263181613339342	1.0	0.7816049013747759	1.0	0.8239134323019138	0.7810690723037566	0.8131636763090443	0.8350441845934125	0.8212846009137329	0.8131636763090443	0.8354974478373779	0.8041064504758548	0.7869282952804727	0.8369041242635243	0.8333630210188814	0.7770432255721031	0.8258994126284875	0.8445442594215601	0.8277443135844647	0.7813193463788581
ENSHCOT00000006720	0.7759414792739096	0.7525248011439807	0.7816049013747759	1.0	0.7763186853495708	0.7808878587983598	0.7198149785728862	0.7470423552786056	0.7705689180793468	0.7583348190408272	0.7470423552786056	0.7725976109823498	0.7766714082503556	0.7656146546016332	0.771620411817368	0.7759829590840508	1.0	0.7591599642537981	0.7733417164413706	0.7595231693107466	0.7198149785728862
ENSMAMT00000012247	0.812078751330259	0.8234625142157291	1.0	0.7763186853495708	1.0	0.8215120810600156	0.7721643404757225	0.8100558659217877	0.8323824343015215	0.8190492713393477	0.8100558659217877	0.8328130419701699	0.8013341315316856	0.7876118766870294	0.8359577781623119	0.8307599413439144	0.7722702166831894	0.8234615043068999	0.8410708594496972	0.8237904629307344	0.7724178557402801
ENSPRET00000025042	0.8140586262213796	0.9399938137952366	0.8239134323019138	0.7808878587983598	0.8215120810600156	1.0	0.7488007675087943	0.8704051306116064	0.9649434686766692	0.9469176761052388	0.8725016234937586	0.9688221709006928	0.8011525327262379	0.7533062494597632	0.8525467090472131	0.9675744862404893	0.770005978307285	0.9534657902599344	0.9591767595494198	0.8873720136518771	0.7488007675087943
ENSBSLT00000030173	0.7602040816326531	0.7372561611945091	0.7810690723037566	0.7198149785728862	0.7721643404757225	0.7488007675087943	1.0	0.7264425408113787	0.7522665818355336	0.7426447073872722	0.7264425408113787	0.7535976974736169	0.7506532583735847	0.7361083581103403	0.7531347336474723	0.7528232861460156	0.716789183512733	0.7473149135033205	0.7490720843914828	0.7461613059641183	1.0
ENSCVAT00000001326	0.7701554736335952	0.8740922008209662	0.8131636763090443	0.7470423552786056	0.8100558659217877	0.8704051306116064	0.7264425408113787	1.0	0.878969957081545	0.8740792979156872	1.0	0.8837154706941075	0.7638845553822153	0.7365845131969936	0.8331892146843801	0.8776098473044562	0.7416118989968868	0.8769907963185274	0.8880428652002256	0.8754830731179472	0.7264425408113787
ENSPFOT00000000132	0.8101972729910066	0.9483426270136308	0.8350441845934125	0.7705689180793468	0.8323824343015215	0.9649434686766692	0.7522665818355336	0.878969957081545	1.0	0.9588130747237462	0.882492795389049	0.9955425760836152	0.7990092002830856	0.7540024100533654	0.8592506759366549	0.9926320959932636	0.7637353291376084	0.964903090623363	0.968837803320562	0.8961199567166487	0.7522665818355336
ENSXMAT00000001593	0.7937539632213063	0.9621165168887512	0.8212846009137329	0.7583348190408272	0.8190492713393477	0.9469176761052388	0.7426447073872722	0.8740792979156872	0.9588130747237462	1.0	0.8740792979156872	0.9614018835880808	0.7857694088593918	0.7530469357766445	0.8487179487179487	0.9601141799105076	0.7504483730463746	1.0	0.9889957462548548	0.8854328265591064	0.7426447073872722
