,ENSHHUT00000007081,ENSHCOT00000017866,ENSNMET00000006763,ENSPKIT00000030348,ENSACIT00000011449,ENSXCOT00000017248,ENSTRUT00000057475,ENSEEET00000008919,ENSHHUT00000092753,ENSGAGT00000020210,ENSHHUT00000092757,ENSPNAT00000010967
ENSHHUT00000007081,1.0,0.41464855286473723,0.45033112582781465,0.5924040720438528,0.44984423676012464,0.503585657370518,0.5327763496143959,0.5517241379310345,0.5039113428943938,0.4976939203354298,0.46344827586206905,0.6141781681304893
ENSHCOT00000017866,0.41464855286473723,1.0,0.5098549646708813,0.5510927347903131,0.7527289985761747,0.704331450094162,0.5973967684021544,0.4873006497341996,0.5958673714560307,0.5512820512820513,0.696969696969697,0.5333727111636148
ENSNMET00000006763,0.45033112582781465,0.5098549646708813,1.0,0.5309050772626932,0.5646958011996572,0.5706521739130435,0.5240217929668153,0.47902869757174393,0.48853211009174313,0.5949227373068433,0.5644796380090498,0.5386313465783664
ENSPKIT00000030348,0.5924040720438528,0.5510927347903131,0.5309050772626932,1.0,0.5245398773006135,0.6047904191616766,0.5072727272727273,0.6467041800643086,0.5052307692307693,0.6047928513403736,0.5358910891089109,0.6521212121212121
ENSACIT00000011449,0.44984423676012464,0.7527289985761747,0.5646958011996572,0.5245398773006135,1.0,0.7595861229458308,0.7075991189427313,0.4866043613707165,0.7001723147616312,0.5170990566037735,0.7208976157082749,0.5327102803738317
ENSXCOT00000017248,0.503585657370518,0.704331450094162,0.5706521739130435,0.6047904191616766,0.7595861229458308,1.0,0.6664378860672615,0.5450199203187251,0.7526959022286125,0.5957446808510638,0.7066276803118908,0.5354581673306773
ENSTRUT00000057475,0.5327763496143959,0.5973967684021544,0.5240217929668153,0.5072727272727273,0.7075991189427313,0.6664378860672615,1.0,0.4640102827763496,0.6869103773584906,0.49125874125874125,0.7186206896551725,0.5614805520702635
ENSEEET00000008919,0.5517241379310345,0.4873006497341996,0.47902869757174393,0.6467041800643086,0.4866043613707165,0.5450199203187251,0.4640102827763496,1.0,0.5084745762711864,0.5523964256701869,0.489851150202977,0.7835633626097867
ENSHHUT00000092753,0.5039113428943938,0.5958673714560307,0.48853211009174313,0.5052307692307693,0.7001723147616312,0.7526959022286125,0.6869103773584906,0.5084745762711864,1.0,0.5345132743362832,1.0,0.5791481246026701
ENSGAGT00000020210,0.4976939203354298,0.5512820512820513,0.5949227373068433,0.6047928513403736,0.5170990566037735,0.5957446808510638,0.49125874125874125,0.5523964256701869,0.5345132743362832,1.0,0.5847058823529412,0.5862470862470862
ENSHHUT00000092757,0.46344827586206905,0.696969696969697,0.5644796380090498,0.5358910891089109,0.7208976157082749,0.7066276803118908,0.7186206896551725,0.489851150202977,1.0,0.5847058823529412,1.0,0.5525238744884038
ENSPNAT00000010967,0.6141781681304893,0.5333727111636148,0.5386313465783664,0.6521212121212121,0.5327102803738317,0.5354581673306773,0.5614805520702635,0.7835633626097867,0.5791481246026701,0.5862470862470862,0.5525238744884038,1.0
