,ENSCJPT00005008176,ENSCABT00000032104,ENSHHUT00000017566,ENSGALT00000067344,ENSGALT00000105416,ENSLCOT00000001764,ENSLCOT00000001765,ENSLCOT00000001760,ENSLCOT00000001761,ENSSCAT00000025799,ENSGAGT00000023554
ENSCJPT00005008176,1.0,0.6274787535410765,0.0,0.6586402266288952,0.0,0.791476407914764,0.6784702549575071,0.791476407914764,0.791476407914764,0.6147308781869688,0.7474674384949349
ENSCABT00000032104,0.6274787535410765,1.0,0.16732283464566933,0.9255450431921021,0.32608695652173914,0.8559610705596107,0.8559610705596107,0.8559610705596107,0.8559610705596107,0.8168637924456315,1.0
ENSHHUT00000017566,0.0,0.16732283464566933,1.0,0.20502901353965186,0.7637397346809854,0.1469534050179211,0.1469534050179211,0.1469534050179211,0.1469534050179211,0.18011257035647277,0.0
ENSGALT00000067344,0.6586402266288952,0.9255450431921021,0.20502901353965186,1.0,0.3452574525745258,0.867639902676399,0.867639902676399,0.867639902676399,0.867639902676399,0.8358806404657934,0.8908794788273615
ENSGALT00000105416,0.0,0.32608695652173914,0.7637397346809854,0.3452574525745258,1.0,0.6500970873786408,0.6500970873786408,0.6500970873786408,0.6500970873786408,0.37668918918918926,0.0
ENSLCOT00000001764,0.791476407914764,0.8559610705596107,0.1469534050179211,0.867639902676399,0.6500970873786408,1.0,1.0,1.0,1.0,0.9133819951338199,0.9521812080536913
ENSLCOT00000001765,0.6784702549575071,0.8559610705596107,0.1469534050179211,0.867639902676399,0.6500970873786408,1.0,1.0,1.0,1.0,0.9133819951338199,0.9070146818923328
ENSLCOT00000001760,0.791476407914764,0.8559610705596107,0.1469534050179211,0.867639902676399,0.6500970873786408,1.0,1.0,1.0,1.0,0.9133819951338199,0.9521812080536913
ENSLCOT00000001761,0.791476407914764,0.8559610705596107,0.1469534050179211,0.867639902676399,0.6500970873786408,1.0,1.0,1.0,1.0,0.9133819951338199,0.9521812080536913
ENSSCAT00000025799,0.6147308781869688,0.8168637924456315,0.18011257035647277,0.8358806404657934,0.37668918918918926,0.9133819951338199,0.9133819951338199,0.9133819951338199,0.9133819951338199,1.0,0.9367720465890182
ENSGAGT00000023554,0.7474674384949349,1.0,0.0,0.8908794788273615,0.0,0.9521812080536913,0.9070146818923328,0.9521812080536913,0.9521812080536913,0.9367720465890182,1.0
