	ENSSMRT00000017614	ENSACAT00000029539	ENSSPUT00000010543	ENSPVIT00000022269	ENSLCOT00000000065	ENSLCOT00000000063	ENSMVIT00005028636	ENSMVIT00005028638	ENSPMJT00000023781	ENSPMJT00000023780	ENSCCET00000024858	ENSCCET00000024860
ENSSMRT00000017614	1.0	0.7742065086380072	0.7740451909618077	0.7998027613412229	0.7367135003054368	0.7105581058226624	0.7367135003054368	0.7367135003054368	0.690419447092469	0.7194041867954911	0.7194041867954911	0.7194041867954911
ENSACAT00000029539	0.7742065086380072	1.0	0.6441385709866997	0.8320610687022901	0.6959064327485379	0.6766672691125971	0.692271218587008	0.692271218587008	0.6573214285714286	0.6811048336472065	0.6821608040201005	0.6821608040201005
ENSSPUT00000010543	0.7740451909618077	0.6441385709866997	1.0	0.7596790371113341	0.6876055905390877	0.6682539682539682	0.6908309015512211	0.6908309015512211	0.672310405643739	0.6911380740285671	0.6911380740285671	0.6911380740285671
ENSPVIT00000022269	0.7998027613412229	0.8320610687022901	0.7596790371113341	1.0	0.7289070480081716	0.7007033713315547	0.7289070480081716	0.7289070480081716	0.6854066985645934	0.715670436187399	0.715670436187399	0.715670436187399
ENSLCOT00000000065	0.7367135003054368	0.6959064327485379	0.6876055905390877	0.7289070480081716	1.0	1.0	0.9959177264876746	0.9959177264876746	0.9465042372881356	0.9529210689869484	0.9541355721393034	0.9541355721393034
ENSLCOT00000000063	0.7105581058226624	0.6766672691125971	0.6682539682539682	0.7007033713315547	1.0	1.0	0.995354654279078	0.995354654279078	0.9465042372881356	0.9465042372881356	0.9478798586572438	0.9478798586572438
ENSMVIT00005028636	0.7367135003054368	0.692271218587008	0.6908309015512211	0.7289070480081716	0.9959177264876746	0.995354654279078	1.0	1.0	0.9465042372881356	0.9529210689869484	0.9528385570668244	0.9541355721393034
ENSMVIT00005028638	0.7367135003054368	0.692271218587008	0.6908309015512211	0.7289070480081716	0.9959177264876746	0.995354654279078	1.0	1.0	0.9465042372881356	0.9529210689869484	0.9541355721393034	0.9541355721393034
ENSPMJT00000023781	0.690419447092469	0.6573214285714286	0.672310405643739	0.6854066985645934	0.9465042372881356	0.9465042372881356	0.9465042372881356	0.9465042372881356	1.0	1.0	0.9964689265536724	0.9964689265536724
ENSPMJT00000023780	0.7194041867954911	0.6811048336472065	0.6911380740285671	0.715670436187399	0.9529210689869484	0.9465042372881356	0.9529210689869484	0.9529210689869484	1.0	1.0	0.9968924798011188	0.9968924798011188
ENSCCET00000024858	0.7194041867954911	0.6821608040201005	0.6911380740285671	0.715670436187399	0.9541355721393034	0.9478798586572438	0.9528385570668244	0.9541355721393034	0.9964689265536724	0.9968924798011188	1.0	1.0
ENSCCET00000024860	0.7194041867954911	0.6821608040201005	0.6911380740285671	0.715670436187399	0.9541355721393034	0.9478798586572438	0.9541355721393034	0.9541355721393034	0.9964689265536724	0.9968924798011188	1.0	1.0
