,ENSSSCT00000083027,ENSEBUT00000006494,ENSCHIT00000024705,ENSTTRT00000009051,ENSEBUT00000006554,ENSEBUT00000006466,ENSVPAT00000010230,ENSCHIT00000024688,ENSSSCT00000029915,ENSEBUT00000006526,ENSOART00000007119
ENSSSCT00000083027,1.0,0.4513417394115745,0.9054105423213381,0.9227224151749933,0.4470680124969959,0.4435066535239034,0.9177930133855697,0.8882010196649672,1.0,0.43559848223525355,0.907812403196828
ENSEBUT00000006494,0.4513417394115745,1.0,0.4606691067873885,0.45207613628666254,1.0,1.0,0.4475400118553645,0.45751142839251047,0.44155195777761924,1.0,0.45669735111779075
ENSCHIT00000024705,0.9054105423213381,0.4606691067873885,1.0,0.917009420193711,0.4582736389684814,0.4543451652386781,0.9043961009618489,1.0,0.9087082528291471,0.4488118879682257,0.9922580645161291
ENSTTRT00000009051,0.9227224151749933,0.45207613628666254,0.917009420193711,1.0,0.44567808305106005,0.4454603992273021,0.9410141428078648,0.9161444537760838,0.9244109468754573,0.43884579134343515,0.9180221631780183
ENSEBUT00000006554,0.4470680124969959,1.0,0.4582736389684814,0.44567808305106005,1.0,1.0,0.4459723750152793,0.4553883834849546,0.43763157894736837,1.0,0.4548052250991369
ENSEBUT00000006466,0.4435066535239034,1.0,0.4543451652386781,0.4454603992273021,1.0,1.0,0.4426959247648903,0.4514818355640535,0.4334595618068704,1.0,0.45088432122370936
ENSVPAT00000010230,0.9177930133855697,0.4475400118553645,0.9043961009618489,0.9410141428078648,0.4459723750152793,0.4426959247648903,1.0,0.9043155510820332,0.9190520379755871,0.4402760099149192,0.906108026249369
ENSCHIT00000024688,0.8882010196649672,0.45751142839251047,1.0,0.9161444537760838,0.4553883834849546,0.4514818355640535,0.9043155510820332,1.0,0.9085050681345237,0.4457630508700581,0.9924460431654676
ENSSSCT00000029915,1.0,0.44155195777761924,0.9087082528291471,0.9244109468754573,0.43763157894736837,0.4334595618068704,0.9190520379755871,0.9085050681345237,1.0,0.42333920772354605,0.9109270854372854
ENSEBUT00000006526,0.43559848223525355,1.0,0.4488118879682257,0.43884579134343515,1.0,1.0,0.4402760099149192,0.4457630508700581,0.42333920772354605,1.0,0.4450963397559837
ENSOART00000007119,0.907812403196828,0.45669735111779075,0.9922580645161291,0.9180221631780183,0.4548052250991369,0.45088432122370936,0.906108026249369,0.9924460431654676,0.9109270854372854,0.4450963397559837,1.0
