,ENST00000662363,ENST00000378092,ENST00000378097,ENST00000668559,ENST00000352527,ENSPANT00000026409,ENST00000653262,ENSCATT00000052285,ENST00000164247,ENSPTRT00000108660,ENSNLET00000035379,ENSPPAT00000030668,ENSPPAT00000030664,ENST00000668706,ENSPANT00000056465,ENSMLET00000040199,ENSMMUT00000064634,ENSMLET00000040191,ENST00000666163,ENSRROT00000067473,ENST00000658883,ENSRBIT00000041179,ENSPANT00000057435,ENSMMUT00000060761,ENSMNET00000005937,ENST00000652845,ENST00000671676,ENSPPAT00000030671,ENSRBIT00000041193,ENSPTRT00000106924,ENSRBIT00000041194,ENSMFAT00000034830,ENSMLET00000040180,ENSRROT00000067488,ENST00000472700,ENSRROT00000067484,ENSTGET00000022007,ENSCATT00000052279,ENST00000666299,ENSMNET00000005945,ENSNLET00000045043,ENSMNET00000005940,ENST00000378111,ENSMFAT00000034828,ENSRBIT00000041183,ENSMNET00000005948,ENSRROT00000067491,ENST00000341524,ENSMLET00000040176,ENSRBIT00000041184,ENSMNET00000005953,ENSPTRT00000099106,ENSMMUT00000023658,ENST00000669250,ENSMFAT00000034814,ENSCATT00000052281,ENST00000662147,ENSTGET00000021998,ENST00000389632,ENSTGET00000021993,ENSNLET00000013176,ENST00000656198,ENST00000458166,ENSMMUT00000047625,ENSMMUT00000047626,ENSCATT00000052280,ENST00000445501,ENSRROT00000067454,ENSRROT00000067457,ENST00000655548,ENST00000655703,ENSMFAT00000034808,ENST00000602612,ENST00000462676,ENST00000428161,ENST00000378083,ENSPTRT00000097098,ENST00000663169,ENSMMUT00000061811
ENST00000662363,1.0,1.0,1.0,1.0,1.0,0.97511138423721,1.0,0.9872468117029257,1.0,0.9937010293439853,0.9785513361462729,0.9898601935781226,0.9898601935781226,1.0,0.97511138423721,0.9712705484713474,0.9746504839453065,0.9693954187007134,1.0,0.98989898989899,1.0,0.9697342141650023,0.9721286943509165,0.9746504839453065,0.9718850821938854,1.0,1.0,0.9898601935781226,0.9917541229385307,0.9937010293439853,0.9688821241332657,0.9746504839453065,0.9712705484713474,0.9697342141650023,1.0,0.9667229729729729,0.97511138423721,0.9729605162083269,1.0,1.0,0.9782328281199613,0.9718850821938854,1.0,0.9746504839453065,0.9697342141650023,0.9718850821938854,0.9688821241332657,1.0,0.9712705484713474,0.9697342141650023,0.9713467048710601,0.9937010293439853,0.9746504839453065,1.0,0.9746504839453065,0.9729605162083269,1.0,0.97511138423721,1.0,0.97511138423721,0.9782328281199613,1.0,1.0,0.9746504839453065,0.9709251101321585,0.9729605162083269,1.0,0.9697342141650023,0.9697342141650023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940528249081686,1.0,0.9746504839453065
ENST00000378092,1.0,1.0,1.0,1.0,1.0,0.9735720375106565,1.0,0.9822097378277154,1.0,0.9937010293439853,0.9794974564513642,0.9890593918726911,0.9885057471264368,1.0,0.97511138423721,0.9712705484713474,0.975095785440613,0.9706122448979592,1.0,0.9835978835978836,1.0,0.9705801860974275,0.9718470301057771,0.975095785440613,0.9726327312534209,1.0,1.0,0.9898601935781226,0.985480093676815,0.9943897099069513,0.9699046483909416,0.9741403807899972,0.9720853858784894,0.9697342141650023,1.0,0.9680011906533711,0.97511138423721,0.9735905856595511,1.0,0.9888830068819481,0.9782328281199613,0.9715828360329639,1.0,0.975095785440613,0.9694515487354362,0.9718850821938854,0.9699046483909416,1.0,0.9710144927536232,0.9697342141650023,0.9722222222222222,0.9941744813867576,0.9741403807899972,1.0,0.9746504839453065,0.9729605162083269,1.0,0.9745666382495027,1.0,0.9755062944718117,0.9783093151091963,1.0,1.0,0.9746504839453065,0.9706640876853643,0.9725774367718102,1.0,0.9705801860974275,0.9694515487354362,1.0,1.0,0.9887339055793991,1.0,1.0,1.0,1.0,0.994556516170349,1.0,0.975095785440613
ENST00000378097,1.0,1.0,1.0,1.0,1.0,0.9735720375106565,1.0,0.9822097378277154,1.0,0.9937010293439853,0.9794974564513642,0.9890593918726911,0.9885057471264368,1.0,0.97511138423721,0.9712705484713474,0.975095785440613,0.9706122448979592,1.0,0.9835978835978836,1.0,0.9705801860974275,0.9718470301057771,0.975095785440613,0.9726327312534209,1.0,1.0,0.9898601935781226,0.985480093676815,0.9943897099069513,0.9699046483909416,0.9741403807899972,0.9720853858784894,0.9697342141650023,1.0,0.9680011906533711,0.97511138423721,0.9735905856595511,1.0,0.9888830068819481,0.9782328281199613,0.9715828360329639,1.0,0.975095785440613,0.9694515487354362,0.9718850821938854,0.9699046483909416,1.0,0.9710144927536232,0.9697342141650023,0.9722222222222222,0.9941744813867576,0.9741403807899972,1.0,0.9746504839453065,0.9729605162083269,1.0,0.9745666382495027,1.0,0.9755062944718117,0.9783093151091963,1.0,1.0,0.9746504839453065,0.9706640876853643,0.9725774367718102,1.0,0.9705801860974275,0.9694515487354362,1.0,1.0,0.9887339055793991,1.0,1.0,1.0,1.0,0.994556516170349,1.0,0.975095785440613
ENST00000668559,1.0,1.0,1.0,1.0,1.0,0.9732281027545652,1.0,0.9822097378277154,1.0,0.9941007921793359,0.9718236368379859,0.9890126895697926,0.9884135472370766,1.0,0.9748862295634586,0.9706725096915557,0.9748960190136661,0.967556336902669,1.0,0.9835978835978836,1.0,0.9699940582293524,0.960404150737302,0.9748960190136661,0.9722222222222222,1.0,1.0,0.989887072307433,0.985480093676815,0.9948009506833037,0.9646182495344506,0.9738471061590839,0.9716280451574569,0.9689870217427945,1.0,0.9671170437896793,0.9748862295634586,0.9732620320855615,1.0,0.9888830068819481,0.9783380681818182,0.9710615908387497,1.0,0.9748960190136661,0.9687403280718044,0.9713467048710601,0.9646182495344506,1.0,0.9704425874342308,0.9689870217427945,0.9633899163921966,0.9945837202104612,0.9738471061590839,1.0,0.9743805831788303,0.972526546435193,1.0,0.9743113587124729,1.0,0.9753416518122401,0.9784125953578965,1.0,1.0,0.9743805831788303,0.9699715707178393,0.9721448467966574,1.0,0.9699940582293524,0.9687403280718044,1.0,1.0,0.9887339055793991,1.0,1.0,1.0,1.0,0.9950617283950617,1.0,0.9748960190136661
ENST00000352527,1.0,1.0,1.0,1.0,1.0,0.9735720375106565,1.0,0.9796355841371919,1.0,0.9937010293439853,0.9786070451986488,0.9890593918726911,0.9890593918726911,1.0,0.97511138423721,0.9712705484713474,0.9741403807899972,0.9692570452604612,1.0,0.9808641975308642,1.0,0.9694515487354362,0.9705531914893617,0.9741403807899972,0.9715828360329639,1.0,1.0,0.9898601935781226,0.9833780160857909,0.9941744813867576,0.9686432784849426,0.9741403807899972,0.9710144927536232,0.9697342141650023,1.0,0.9666614979066522,0.97511138423721,0.9725774367718102,1.0,0.9870290302655961,0.9782328281199613,0.9715828360329639,1.0,0.9741403807899972,0.9694515487354362,0.9718850821938854,0.9686432784849426,1.0,0.9710144927536232,0.9697342141650023,0.9710615908387497,0.9941744813867576,0.9741403807899972,1.0,0.9746504839453065,0.9729605162083269,1.0,0.9745666382495027,1.0,0.9745666382495027,0.9783093151091963,1.0,1.0,0.9746504839453065,0.9706640876853643,0.9725774367718102,1.0,0.9694515487354362,0.9694515487354362,1.0,1.0,0.9887339055793991,1.0,1.0,1.0,1.0,0.994556516170349,1.0,0.9741403807899972
ENSPANT00000026409,0.97511138423721,0.9735720375106565,0.9735720375106565,0.9732281027545652,0.9735720375106565,1.0,0.9732281027545652,0.9930332261521972,0.9735720375106565,0.9735547355473555,0.9741032652404696,0.9670126546281814,0.9670126546281814,0.9844707805476093,1.0,0.9961544377788033,0.9960187686620219,0.9965811965811966,0.9735720375106565,0.9876619370758791,0.971830985915493,0.982368832646097,1.0,0.9960187686620219,0.993459405659036,0.9762648344784509,0.9735720375106565,0.9701584371635134,0.9892818863879957,0.9721313806341533,0.9807363678732328,0.9960187686620219,0.9955922081615243,0.9840024611598216,0.9796355841371919,0.9807572936064556,1.0,0.9955922081615243,0.9796355841371919,0.9895126465144972,0.976125181480884,0.993459405659036,0.9768929968005687,0.9960187686620219,0.982368832646097,0.9938471004460853,0.9807363678732328,0.9735720375106565,0.9955922081615243,0.9840024611598216,0.9928759485829333,0.9721313806341533,0.9960187686620219,0.9735720375106565,0.9966159052453468,0.9961544377788033,0.9898710865561694,0.9990048336650554,0.973457199734572,0.9990048336650554,0.9760808200861685,0.9796355841371919,0.9728461280590011,0.9966159052453468,0.9954831424423294,0.9955922081615243,0.9824965453707969,0.982368832646097,0.982368832646097,0.9825889477668432,0.9647058823529412,0.9908896034297964,0.9732281027545652,0.9796355841371919,0.9735720375106565,0.97511138423721,0.9695610381288049,0.9796355841371919,0.9960187686620219
ENST00000653262,1.0,1.0,1.0,1.0,1.0,0.9732281027545652,1.0,0.9796355841371919,1.0,0.9941007921793359,0.9778129952456418,0.9890126895697926,0.9890126895697926,1.0,0.9748862295634586,0.9706725096915557,0.9738471061590839,0.9692570452604612,1.0,0.9808641975308642,1.0,0.9687403280718044,0.971007206301324,0.9738471061590839,0.9710615908387497,1.0,1.0,0.989887072307433,0.9833780160857909,0.9945837202104612,0.9686432784849426,0.9738471061590839,0.9704425874342308,0.9689870217427945,1.0,0.9656053124467904,0.9748862295634586,0.9721448467966574,1.0,0.9870290302655961,0.9783380681818182,0.9710615908387497,1.0,0.9738471061590839,0.9687403280718044,0.9713467048710601,0.9686432784849426,1.0,0.9704425874342308,0.9689870217427945,0.9713936056294936,0.9945837202104612,0.9738471061590839,1.0,0.9743805831788303,0.972526546435193,1.0,0.9743113587124729,1.0,0.9743113587124729,0.9784125953578965,1.0,1.0,0.9743805831788303,0.9699715707178393,0.9721448467966574,1.0,0.9687403280718044,0.9687403280718044,1.0,1.0,0.9887339055793991,1.0,1.0,1.0,1.0,0.9950617283950617,1.0,0.9738471061590839
ENSCATT00000052285,0.9872468117029257,0.9822097378277154,0.9822097378277154,0.9822097378277154,0.9796355841371919,0.9930332261521972,0.9796355841371919,1.0,0.9822097378277154,0.9872468117029257,0.9778012684989429,0.9662379421221865,0.9672284644194756,0.9822097378277154,0.9947526236881559,0.9947526236881559,0.9920411985018727,0.9967243799719232,0.9796355841371919,0.9748283752860412,0.980246913580247,0.9906367041198502,0.9939138576779026,0.9920411985018727,0.9920411985018727,0.9800249687890137,0.9822097378277154,0.9767441860465116,0.9766949152542372,0.9822097378277154,0.9906367041198502,0.9908896034297964,0.9967243799719232,0.9947526236881559,0.9822097378277154,0.9925213675213675,0.9947526236881559,1.0,0.9796355841371919,0.9748283752860412,0.9669724770642202,0.9908896034297964,0.9822097378277154,0.9920411985018727,0.9892818863879957,0.9872468117029257,0.9906367041198502,0.9822097378277154,0.9962506695232994,0.9947526236881559,0.9920411985018727,0.9796355841371919,0.9908896034297964,0.9796355841371919,0.9872468117029257,1.0,0.9784810126582278,0.9962506695232994,0.9784810126582278,0.9967243799719232,0.9741060419235512,0.9822097378277154,0.9784810126582278,0.9872468117029257,0.9918938835666913,1.0,0.9822097378277154,0.9906367041198502,0.9892818863879957,0.9822097378277154,0.9797297297297297,0.9765985497692815,0.9822097378277154,0.9796355841371919,0.9822097378277154,0.9872468117029257,0.976418570375829,0.9796355841371919,0.9920411985018727
ENST00000164247,1.0,1.0,1.0,1.0,1.0,0.9735720375106565,1.0,0.9822097378277154,1.0,0.9937010293439853,0.9794974564513642,0.9890593918726911,0.9885057471264368,1.0,0.97511138423721,0.9712705484713474,0.975095785440613,0.9706122448979592,1.0,0.9835978835978836,1.0,0.9705801860974275,0.9718470301057771,0.975095785440613,0.9726327312534209,1.0,1.0,0.9898601935781226,0.985480093676815,0.9943897099069513,0.9699046483909416,0.9741403807899972,0.9720853858784894,0.9697342141650023,1.0,0.9680011906533711,0.97511138423721,0.9735905856595511,1.0,0.9888830068819481,0.9782328281199613,0.9715828360329639,1.0,0.975095785440613,0.9694515487354362,0.9718850821938854,0.9699046483909416,1.0,0.9710144927536232,0.9697342141650023,0.9722222222222222,0.9941744813867576,0.9741403807899972,1.0,0.9746504839453065,0.9729605162083269,1.0,0.9745666382495027,1.0,0.9755062944718117,0.9783093151091963,1.0,1.0,0.9746504839453065,0.9706640876853643,0.9725774367718102,1.0,0.9705801860974275,0.9694515487354362,1.0,1.0,0.9887339055793991,1.0,1.0,1.0,1.0,0.994556516170349,1.0,0.975095785440613
ENSPTRT00000108660,0.9937010293439853,0.9937010293439853,0.9937010293439853,0.9941007921793359,0.9937010293439853,0.9735547355473555,0.9941007921793359,0.9872468117029257,0.9937010293439853,1.0,0.9751978891820581,0.9961562115621156,0.9961562115621156,0.9963389121338913,0.9740118457633264,0.9688142149159917,0.9730934809348093,0.9674873144145837,0.9937010293439853,0.98989898989899,1.0,0.9681734317343174,0.9702302939524433,0.9742381863683204,0.9703259532595326,1.0,0.9937010293439853,0.995648495104557,0.9917541229385307,1.0,0.9661418655832064,0.9730934809348093,0.9697109471094711,0.9674845884201619,1.0,0.966024340770791,0.9740118457633264,0.9714022140221402,1.0,1.0,0.9815512048192772,0.9703259532595326,0.9969311705392372,0.9730934809348093,0.9681734317343174,0.9706273419557597,0.9661418655832064,0.9939688143571639,0.9697109471094711,0.9674845884201619,0.9686181879534335,1.0,0.9730934809348093,0.9937010293439853,0.9725613441315122,0.9714734679076514,1.0,0.9735547355473555,0.9976775049767751,0.9735547355473555,0.9762864978222294,1.0,0.9931277237680187,0.9736492203553729,0.9701992593898783,0.9714022140221402,1.0,0.9681734317343174,0.9681734317343174,0.9966824644549763,1.0,1.0,0.9941007921793359,1.0,0.9937010293439853,0.9950471128291858,1.0,1.0,0.9730934809348093
ENSNLET00000035379,0.9785513361462729,0.9794974564513642,0.9794974564513642,0.9718236368379859,0.9786070451986488,0.9741032652404696,0.9778129952456418,0.9778012684989429,0.9794974564513642,0.9751978891820581,1.0,0.9692777867138491,0.969477416371204,0.9801539084649655,0.9739665787159191,0.9695690413368514,0.9757977493448435,0.9725822532402791,0.9786070451986488,0.9797979797979798,0.9897884755652808,0.9707106520733775,0.9617339734538266,0.9757977493448435,0.973022969014953,0.9844903988183161,0.9794974564513642,0.9708003518029903,0.9809725158562368,0.9761060582703869,0.9685353118988733,0.9747466623773524,0.9724063511638662,0.9678100263852243,0.9815010570824524,0.9725377182573317,0.9739665787159191,0.9741020502543548,0.9784217016029593,0.9788359788359788,1.0,0.9718513752613801,0.9798941798941799,0.9757977493448435,0.9694386359980698,0.9702726473175022,0.9685353118988733,0.9794974564513642,0.9712079781244973,0.9678100263852243,0.9628661087866108,0.9750683609457937,0.9747466623773524,0.9786070451986488,0.973438874230431,0.9715039577836412,0.9806807727690893,0.9752292102300145,0.9764432647644327,0.9762602127331587,1.0,0.9815010570824524,0.9773654916512059,0.973438874230431,0.9748968363136176,0.9729773202509249,0.9840691852526172,0.9707106520733775,0.9694386359980698,0.9786036036036037,0.9864734299516909,0.9833538840937115,0.9718236368379859,0.9784217016029593,0.9794974564513642,0.9785513361462729,0.9754182314783203,0.9784217016029593,0.9757977493448435
ENSPPAT00000030668,0.9898601935781226,0.9890593918726911,0.9890593918726911,0.9890126895697926,0.9890593918726911,0.9670126546281814,0.9890126895697926,0.9662379421221865,0.9890593918726911,0.9961562115621156,0.9692777867138491,1.0,1.0,0.9868906185989349,0.9701584371635134,0.9667590027700831,0.9682697780307342,0.9615318857924432,0.9890593918726911,0.9654320987654321,0.9918093819806404,0.9631631346892334,0.9626916524701874,0.9682697780307342,0.9662585421412301,0.9843260188087775,0.9890593918726911,1.0,0.9699731903485255,0.9948812739940281,0.9606837606837607,0.9682697780307342,0.9650021340162185,0.9649230769230769,0.9865591397849462,0.9608817137534927,0.9701584371635134,0.9665670792431356,0.9865591397849462,0.9715873996294009,0.972253589288595,0.9662585421412301,0.9886120996441281,0.9682697780307342,0.9631631346892334,0.9673745767928593,0.9606837606837607,0.9890593918726911,0.9650021340162185,0.9649230769230769,0.9641749379652605,0.9948812739940281,0.9682697780307342,0.9890593918726911,0.9701446598953524,0.9684518313327177,0.987072945521699,0.9678703440432187,0.9893828798938288,0.9678703440432187,0.9707324320309018,0.9865591397849462,0.9889373114314448,0.9701446598953524,0.9651275427833387,0.9665670792431356,0.9884526558891455,0.9631631346892334,0.9631631346892334,0.9878741947707464,0.9855643044619422,0.9753218884120172,0.9890126895697926,0.9865591397849462,0.9890593918726911,0.9898601935781226,0.9942326177507209,0.9865591397849462,0.9682697780307342
