	ENSAPOT00000007225	ENSXMAT00000032453	ENSSPAT00000003310	ENSAOCT00000000219	ENSXCOT00000006077	ENSGAFT00000017381	ENSPMET00000004941	ENSAPET00000003062	ENSFHET00000010448	ENSPRET00000006460	ENSPLAT00000004508	ENSCVAT00000001547	ENSKMAT00000010542	ENSPFOT00000020419
ENSAPOT00000007225	1.0	0.5314711359404097	0.8230399624985351	0.8821923349175852	0.5041248606465998	0.5285520054384772	0.5299261083743843	0.8849334409035902	0.4844070111541088	0.5228934638317021	0.5368421052631579	0.5040110016044006	0.609761435762749	0.5290808864889189
ENSXMAT00000032453	0.5314711359404097	1.0	0.5373591206344789	0.5323578396383536	0.9978575254418852	0.9581227436823104	0.919171126663922	0.5362875876102193	0.6932424422050978	0.9109878181160296	0.9259731068648266	0.6937833899951432	0.5458840203141608	0.9272705343143168
ENSSPAT00000003310	0.8230399624985351	0.5373591206344789	1.0	0.8368895732512098	0.502258726899384	0.5308489634748272	0.5109241587142139	0.8335348649738009	0.46285338593030895	0.5246724623484755	0.5222006472491909	0.5081716637272193	0.5857928403097296	0.5192849271458307
ENSAOCT00000000219	0.8821923349175852	0.5323578396383536	0.8368895732512098	1.0	0.5014364640883978	0.5322122734221446	0.5292211688467539	0.990823057069114	0.4815232086525463	0.5320464157900444	0.5397629044208446	0.5111403797607288	0.6066673655519447	0.5289014206702093
ENSXCOT00000006077	0.5041248606465998	0.9978575254418852	0.502258726899384	0.5014364640883978	1.0	0.9363712725745486	0.9067258883248732	0.4868235767451217	0.7307743041815064	0.9077834179357022	0.9115495455553092	0.6418103448275863	0.5267373890452479	0.9130710659898476
ENSGAFT00000017381	0.5285520054384772	0.9581227436823104	0.5308489634748272	0.5322122734221446	0.9363712725745486	1.0	0.9139167862266858	0.5292972751485351	0.6892182644035382	0.9080533333333334	0.9178334561532792	0.6916080129940444	0.5572675358258808	0.9198933333333332
ENSPMET00000004941	0.5299261083743843	0.919171126663922	0.5109241587142139	0.5292211688467539	0.9067258883248732	0.9139167862266858	1.0	0.5275635208711433	0.703443258971872	0.9615104419621175	0.9805114200595828	0.676071688060063	0.5469766321368345	0.9915387404810829
ENSAPET00000003062	0.8849334409035902	0.5362875876102193	0.8335348649738009	0.990823057069114	0.4868235767451217	0.5292972751485351	0.5275635208711433	1.0	0.4831004957187923	0.5308905852417303	0.5374664957464165	0.5156756756756756	0.5928571428571429	0.5287531806615776
ENSFHET00000010448	0.4844070111541088	0.6932424422050978	0.46285338593030895	0.4815232086525463	0.7307743041815064	0.6892182644035382	0.703443258971872	0.4831004957187923	1.0	0.7001200480192077	0.6942025379447624	0.6797560975609757	0.5429641770077265	0.7043478260869566
ENSPRET00000006460	0.5228934638317021	0.9109878181160296	0.5246724623484755	0.5320464157900444	0.9077834179357022	0.9080533333333334	0.9615104419621175	0.5308905852417303	0.7001200480192077	1.0	0.9646226415094341	0.6748997941718123	0.5306994127068874	0.9560095114569824
ENSPLAT00000004508	0.5368421052631579	0.9259731068648266	0.5222006472491909	0.5397629044208446	0.9115495455553092	0.9178334561532792	0.9805114200595828	0.5374664957464165	0.6942025379447624	0.9646226415094341	1.0	0.6805744707193265	0.555431131019037	0.9892005958291956
ENSCVAT00000001547	0.5040110016044006	0.6937833899951432	0.5081716637272193	0.5111403797607288	0.6418103448275863	0.6916080129940444	0.676071688060063	0.5156756756756756	0.6797560975609757	0.6748997941718123	0.6805744707193265	1.0	0.5311259661583455	0.683132921676958
ENSKMAT00000010542	0.609761435762749	0.5458840203141608	0.5857928403097296	0.6066673655519447	0.5267373890452479	0.5572675358258808	0.5469766321368345	0.5928571428571429	0.5429641770077265	0.5306994127068874	0.555431131019037	0.5311259661583455	1.0	0.5430859583555793
ENSPFOT00000020419	0.5290808864889189	0.9272705343143168	0.5192849271458307	0.5289014206702093	0.9130710659898476	0.9198933333333332	0.9915387404810829	0.5287531806615776	0.7043478260869566	0.9560095114569824	0.9892005958291956	0.683132921676958	0.5430859583555793	1.0
