	ENSHHUT00000017061	ENSHHUT00000017054	ENSGAGT00000030426	ENSCHAT00000027677	ENSHHUT00000017050	ENSGAGT00000030425	ENSELUT00000015840	ENSDCDT00000041462	ENSSFOT00015001003	ENSPSIT00000016369
ENSHHUT00000017061	1.0	1.0	0.4004286827747468	0.3656936261381896	1.0	0.4004286827747468	0.7184493491794001	0.3807561803199224	0.4487353821049769	0.3835949177877429
ENSHHUT00000017054	1.0	1.0	0.4004286827747468	0.3656936261381896	1.0	0.4004286827747468	0.7169972884258599	0.3808011724474841	0.4507487292210468	0.3835949177877429
ENSGAGT00000030426	0.4004286827747468	0.4004286827747468	1.0	0.4828370946330362	0.3949204077982471	1.0	0.3841150965707529	0.4545290182607124	0.4984917043740573	0.8022193966015491
ENSCHAT00000027677	0.3656936261381896	0.3656936261381896	0.4828370946330362	1.0	0.3656936261381896	0.4828370946330362	0.3586736756975333	0.4703630526055816	0.4254820218863992	0.4919459359377894
ENSHHUT00000017050	1.0	1.0	0.3949204077982471	0.3656936261381896	1.0	0.3949204077982471	0.7169972884258599	0.3808011724474841	0.4507487292210468	0.3811405015458605
ENSGAGT00000030425	0.4004286827747468	0.4004286827747468	1.0	0.4828370946330362	0.3949204077982471	1.0	0.3841150965707529	0.4545290182607124	0.4984917043740573	0.8022193966015491
ENSELUT00000015840	0.7184493491794001	0.7169972884258599	0.3841150965707529	0.3586736756975333	0.7169972884258599	0.3841150965707529	1.0	0.367984382625671	0.4420131291028446	0.3651303362296941
ENSDCDT00000041462	0.3807561803199224	0.3808011724474841	0.4545290182607124	0.4703630526055816	0.3808011724474841	0.4545290182607124	0.367984382625671	1.0	0.4419154228855722	0.4773841961852861
ENSSFOT00015001003	0.4487353821049769	0.4507487292210468	0.4984917043740573	0.4254820218863992	0.4507487292210468	0.4984917043740573	0.4420131291028446	0.4419154228855722	1.0	0.5090218423551757
ENSPSIT00000016369	0.3835949177877429	0.3835949177877429	0.8022193966015491	0.4919459359377894	0.3811405015458605	0.8022193966015491	0.3651303362296941	0.4773841961852861	0.5090218423551757	1.0
