,ENSCINT00000005339,ENSCSAVT00000005718,ENSCSAVT00000010536,ENSCINT00000031357,ENSCINT00000002067,ENSCINT00000022066,ENSCINT00000012522,ENSCINT00000030621,ENSCINT00000024036,ENSCINT00000002693,ENSCINT00000035423,ENSCINT00000035406,ENSCINT00000005021,ENSCSAVT00000015416,ENSCSAVT00000011858,ENSCINT00000031816,ENSXETT00000066053,ENSCINT00000037049,ENSACAT00000001146,ENSCSAVT00000010526,ENSCSAVT00000008387,ENSCSAVT00000010483,ENSCSAVT00000010482,ENSCSAVT00000001819,ENSPSIT00000008733,ENSCSAVT00000017200,ENSCINT00000022226,ENSCINT00000030527,ENSCINT00000034689,ENSCINT00000002184,ENSCINT00000028760
ENSCINT00000005339,1.0,0.029250457038391242,0.4659863945578231,0.4408602150537635,0.0,0.15698529411764706,0.2728323699421965,0.0,0.2847124824684433,0.41755319148936176,0.2634032634032635,0.16059184409960303,0.22858903265557606,0.0,0.20771965464702902,0.0,0.1518578352180937,0.0,0.0,0.377521613832853,0.0,0.0,0.0,0.0,0.1991084695393759,0.16414141414141414,0.12134146341463414,0.41555555555555557,0.3140900195694716,0.13636363636363635,0.0
ENSCSAVT00000005718,0.029250457038391242,1.0,0.0,0.0,0.0,0.0,0.14189189189189189,0.0,0.16221033868092694,0.0,0.0,0.10769230769230775,0.010195412064570974,0.0,0.0,0.0,0.055225148683092584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032206119162640934,0.004518072289156572,0.03299725022914757,0.0,0.020390824129141838,0.36458333333333326,0.0
ENSCSAVT00000010536,0.4659863945578231,0.0,1.0,0.22587131367292224,0.0,0.19628339140534257,0.1651376146788991,0.0,0.21329639889196672,0.10498687664041995,0.2594202898550725,0.21333333333333337,0.5034770514603616,0.11053540587219346,0.1494719740048741,0.2222222222222222,0.0,0.0,0.0,0.9592901878914405,0.08382352941176474,0.04909560723514217,0.04909560723514217,0.3114754098360656,0.0,0.0,0.3877551020408163,0.11217948717948723,0.4061196105702365,0.0,0.0
ENSCINT00000031357,0.4408602150537635,0.0,0.22587131367292224,1.0,0.0971428571428572,0.24041811846689898,0.2678008821676119,0.0,0.22359154929577463,0.13328197226502314,0.29320987654320985,0.42805755395683454,0.3530571992110454,0.052991452991453025,0.42090395480225995,0.21218274111675128,0.0,0.20833333333333337,0.0,0.38160469667318986,0.0469897209985316,0.18592195868400918,0.18592195868400918,0.20665083135391926,0.0,0.0,0.46014492753623193,0.20471596998928188,0.2248520710059172,0.0,0.0
ENSCINT00000002067,0.0,0.0,0.0,0.0971428571428572,1.0,0.0,0.022012578616352196,-0.025547445255474477,0.0,0.15551537070524413,0.10043668122270744,0.0,0.0,0.015576323987538943,0.017899761336515496,0.04290429042904287,0.0,0.06801909307875897,0.0,0.0,0.0,0.06712172923777016,0.06712172923777016,0.0,0.0,0.11635220125786161,0.0,0.0,0.0,0.0,0.10377358490566035
ENSCINT00000022066,0.15698529411764706,0.0,0.19628339140534257,0.24041811846689898,0.0,1.0,0.2626221498371335,0.0,0.5148936170212766,0.3194444444444444,0.3282710280373832,0.398981324278438,0.10504201680672265,0.6471438900939985,0.19789081885856086,0.12244897959183676,0.25,0.0,0.0,0.24783861671469742,0.3903769841269842,0.3172651254303984,0.3172651254303984,0.13531353135313529,0.38749999999999996,0.0,0.2287581699346405,0.44213649851632053,0.23839662447257381,0.0,0.0
ENSCINT00000012522,0.2728323699421965,0.14189189189189189,0.1651376146788991,0.2678008821676119,0.022012578616352196,0.2626221498371335,1.0,0.1641967990515708,0.278170008472183,0.20752089136490248,0.21825876662636035,0.3472622478386167,0.20543093270365997,0.16000000000000003,0.23623492396434187,0.08077260755048288,0.07407407407407407,0.13347022587268997,0.0,0.29378531073446323,0.17579250720461093,0.16090682886369922,0.16090682886369922,0.08252427184466016,0.1010526315789474,0.052182639237330686,0.28768171384850805,0.23188405797101452,0.21272493573264784,0.36458333333333326,0.09466192170818499
ENSCINT00000030621,0.0,0.0,0.0,0.0,-0.025547445255474477,0.0,0.1641967990515708,1.0,0.0,0.0,0.08695652173913038,0.0,0.0,0.17433570965651324,0.1504339440694311,0.255783212161269,-0.08800000000000008,0.14084507042253525,0.0,0.0,0.0,0.23821989528795817,0.23821989528795817,0.0,0.0,0.11760752688172049,0.0,0.0,0.0,0.0,0.1086387434554974
ENSCINT00000024036,0.2847124824684433,0.16221033868092694,0.21329639889196672,0.22359154929577463,0.0,0.5148936170212766,0.278170008472183,0.0,1.0,0.0,0.2340740740740741,0.29861111111111116,0.1652211621856028,0.0,0.30891719745222934,0.0,-0.013358778625954137,0.0,0.0,0.19537275064267345,0.0,0.0,0.0,0.0,0.008488964346349714,0.14052953156822812,0.2616207322089674,0.47530864197530864,0.20217391304347831,0.02083333333333337,0.0
ENSCINT00000002693,0.41755319148936176,0.0,0.10498687664041995,0.13328197226502314,0.15551537070524413,0.3194444444444444,0.20752089136490248,0.0,0.0,1.0,0.14616755793226388,0.0,0.0,0.30462916874066703,0.19713656387665202,0.25196850393700787,0.0,0.06996587030716728,0.0,0.0,0.25049019607843137,0.6217672413793104,0.6217672413793104,0.3148148148148149,0.0,0.0,0.0,0.058430717863105164,0.0,0.0,0.0
