,ENSGAFT00000019936,ENSPNYT00000032832,ENSCVAT00000012078,ENSPRET00000006144,ENSACIT00000027726,ENSXMAT00000037623,ENSNBRT00000025770,ENSXMAT00000030886,ENSAPOT00000009026,ENSXMAT00000030810,ENSACLT00000017832,ENSXCOT00000018788,ENSMZET00005019192,ENSPFOT00000031773,ENSKMAT00000003799,ENSORLT00000034759,ENSSPAT00000005104,ENSPRNT00000007772,ENSPFOT00000025488,ENSHBUT00000004700
ENSGAFT00000019936,1.0,0.581824990637873,0.6962131543060947,0.9168438962143769,0.5629987908101572,0.935445629917017,0.5897565922920892,0.9365097329108194,0.5381037567084078,0.935445629917017,0.5870285423037717,0.93346114807714,0.5846557540922154,0.9173394384865646,0.6289495281083299,0.5801009869176038,0.49826614651061985,0.5664217071791973,0.9210408921933085,0.5844640856467074
ENSPNYT00000032832,0.581824990637873,1.0,0.5744066306668341,0.5778766687857597,0.8024005053695514,0.5771635817908954,0.9818805093046034,0.5724183877415057,0.5795454545454546,0.5771635817908954,0.9888059701492538,0.5773051451859399,0.9912900188323918,0.5891269494242821,0.5998314065510597,0.5612763793541825,0.5362962962962963,0.6343034351145038,0.639884705458476,0.987907959614933
ENSCVAT00000012078,0.6962131543060947,0.5744066306668341,1.0,0.6756239935587761,0.5715654569409511,0.7075205895101864,0.589512916077625,0.7016956715751896,0.5335887917614657,0.7075205895101864,0.5797435897435897,0.7131401076870203,0.5820238843494657,0.7066283799952142,0.5808061781879826,0.5242718446601942,0.4772505157997611,0.5427560223769837,0.6863349478937326,0.5818409517845962
ENSPRET00000006144,0.9168438962143769,0.5778766687857597,0.6756239935587761,1.0,0.568653474903475,0.9367324561403508,0.5885632780082988,0.9374421831637373,0.5492906066536204,0.9367324561403508,0.5821864450792003,0.938011291623459,0.5774468626702304,0.9483735830458354,0.6253126563281641,0.5950374531835206,0.49475890985324944,0.5729855072463768,0.9534347625633933,0.5772790668188158
ENSACIT00000027726,0.5629987908101572,0.8024005053695514,0.5715654569409511,0.568653474903475,1.0,0.5707862437720258,0.8031625553447186,0.5689108659819957,0.5847874170557876,0.5707862437720258,0.8004907024793388,0.5684601113172542,0.8050386124825928,0.5919507304497279,0.5901889449595118,0.567913632939995,0.5305757406372275,0.6461520076481836,0.640443411407116,0.7999747761382268
ENSXMAT00000037623,0.935445629917017,0.5771635817908954,0.7075205895101864,0.9367324561403508,0.5707862437720258,1.0,0.5894521772442856,1.0,0.5396348786932501,1.0,0.5807441503644035,0.9963911131160482,0.5784854563691073,0.942914371557336,0.6450170357751278,0.5906363957181509,0.5037577605925281,0.5773383339015797,0.9411676196208245,0.5783162628028978
ENSNBRT00000025770,0.5897565922920892,0.9818805093046034,0.589512916077625,0.5885632780082988,0.8031625553447186,0.5894521772442856,1.0,0.5836038961038961,0.5822372704779268,0.5894521772442856,0.9804361370716511,0.5880604729293191,0.9831047992164544,0.6045914514423804,0.6148723640399556,0.5632669217574878,0.5436592909826314,0.6407659048795553,0.6415603091856912,0.9848225214198286
ENSXMAT00000030886,0.9365097329108194,0.5724183877415057,0.7016956715751896,0.9374421831637373,0.5689108659819957,1.0,0.5836038961038961,1.0,0.5452577975811584,1.0,0.5761255115961801,0.9985964912280701,0.5738142952571811,0.9444728761514841,0.6559322033898305,0.5942209490596587,0.5036420395421436,0.5721482547679021,0.9410967158782766,0.5729485303896795
ENSAPOT00000009026,0.5381037567084078,0.5795454545454546,0.5335887917614657,0.5492906066536204,0.5847874170557876,0.5396348786932501,0.5822372704779268,0.5452577975811584,1.0,0.5396348786932501,0.5731861998985287,0.5410639862711449,0.5780469530469531,0.5730352679811164,0.5097271785426499,0.509794319294809,0.722742344450946,0.66248984801021,0.5937234944868532,0.576048951048951
ENSXMAT00000030810,0.935445629917017,0.5771635817908954,0.7075205895101864,0.9367324561403508,0.5707862437720258,1.0,0.5894521772442856,1.0,0.5396348786932501,1.0,0.5807441503644035,0.9963911131160482,0.5784854563691073,0.942914371557336,0.6450170357751278,0.5906363957181509,0.5037577605925281,0.5773383339015797,0.9411676196208245,0.5783162628028978
ENSACLT00000017832,0.5870285423037717,0.9888059701492538,0.5797435897435897,0.5821864450792003,0.8004907024793388,0.5807441503644035,0.9804361370716511,0.5761255115961801,0.5731861998985287,0.5807441503644035,1.0,0.5809561026442621,0.994578313253012,0.5915657376331533,0.6061908856405847,0.5658834220433597,0.5390128308866027,0.6371348927402739,0.6404047705095771,0.9865546218487395
ENSXCOT00000018788,0.93346114807714,0.5773051451859399,0.7131401076870203,0.938011291623459,0.5684601113172542,0.9963911131160482,0.5880604729293191,0.9985964912280701,0.5410639862711449,0.9963911131160482,0.5809561026442621,1.0,0.5786516853932584,0.9424632109240355,0.6602172437202987,0.5932680538555691,0.5036658520328816,0.5745492371705964,0.9401008827238335,0.5784787585856016
ENSMZET00005019192,0.5846557540922154,0.9912900188323918,0.5820238843494657,0.5774468626702304,0.8050386124825928,0.5784854563691073,0.9831047992164544,0.5738142952571811,0.5780469530469531,0.5784854563691073,0.994578313253012,0.5786516853932584,1.0,0.5899490167516388,0.6041465766634523,0.5665563756681089,0.5401709401709401,0.6376431297709924,0.6382978723404256,0.9890819441183376
ENSPFOT00000031773,0.9173394384865646,0.5891269494242821,0.7066283799952142,0.9483735830458354,0.5919507304497279,0.942914371557336,0.6045914514423804,0.9444728761514841,0.5730352679811164,0.942914371557336,0.5915657376331533,0.9424632109240355,0.5899490167516388,1.0,0.6477558348294434,0.6163844033083892,0.5188750950088675,0.5927108273476989,1.0,0.5905328880499492
ENSKMAT00000003799,0.6289495281083299,0.5998314065510597,0.5808061781879826,0.6253126563281641,0.5901889449595118,0.6450170357751278,0.6148723640399556,0.6559322033898305,0.5097271785426499,0.6450170357751278,0.6061908856405847,0.6602172437202987,0.6041465766634523,0.6477558348294434,1.0,0.5612455245741564,0.48343955699508934,0.5683850314604261,0.6704745166959578,0.605572904155657
ENSORLT00000034759,0.5801009869176038,0.5612763793541825,0.5242718446601942,0.5950374531835206,0.567913632939995,0.5906363957181509,0.5632669217574878,0.5942209490596587,0.509794319294809,0.5906363957181509,0.5658834220433597,0.5932680538555691,0.5665563756681089,0.6163844033083892,0.5612455245741564,1.0,0.4793550495696699,0.547911547911548,0.6401156255018468,0.5604716024340771
ENSSPAT00000005104,0.49826614651061985,0.5362962962962963,0.4772505157997611,0.49475890985324944,0.5305757406372275,0.5037577605925281,0.5436592909826314,0.5036420395421436,0.722742344450946,0.5037577605925281,0.5390128308866027,0.5036658520328816,0.5401709401709401,0.5188750950088675,0.48343955699508934,0.4793550495696699,1.0,0.6118877387685412,0.5593274111675127,0.5373219373219373
ENSPRNT00000007772,0.5664217071791973,0.6343034351145038,0.5427560223769837,0.5729855072463768,0.6461520076481836,0.5773383339015797,0.6407659048795553,0.5721482547679021,0.66248984801021,0.5773383339015797,0.6371348927402739,0.5745492371705964,0.6376431297709924,0.5927108273476989,0.5683850314604261,0.547911547911548,0.6118877387685412,1.0,0.63042060645582,0.6334685114503816
ENSPFOT00000025488,0.9210408921933085,0.639884705458476,0.6863349478937326,0.9534347625633933,0.640443411407116,0.9411676196208245,0.6415603091856912,0.9410967158782766,0.5937234944868532,0.9411676196208245,0.6404047705095771,0.9401008827238335,0.6382978723404256,1.0,0.6704745166959578,0.6401156255018468,0.5593274111675127,0.63042060645582,1.0,0.6415841584158416
ENSHBUT00000004700,0.5844640856467074,0.987907959614933,0.5818409517845962,0.5772790668188158,0.7999747761382268,0.5783162628028978,0.9848225214198286,0.5729485303896795,0.576048951048951,0.5783162628028978,0.9865546218487395,0.5784787585856016,0.9890819441183376,0.5905328880499492,0.605572904155657,0.5604716024340771,0.5373219373219373,0.6334685114503816,0.6415841584158416,1.0
