,ENSRBIT00000033008,ENSTGET00000020090,ENSCATT00000021136,ENSMNET00000070005,ENSRBIT00000045583,ENSPANT00000055485,ENSRROT00000034756,ENSRROT00000034757,ENSMFAT00000022165,ENSPTET00000027929,ENSPANT00000038461,ENSMLET00000027679
ENSRBIT00000033008,1.0,0.9622641509433962,0.9542048293089093,0.9471830985915493,1.0,0.945979381443299,0.9919747081712063,0.9937083641746854,0.9622641509433962,0.9475890985324947,0.9319805658759646,0.9575530586766542
ENSTGET00000020090,0.9622641509433962,1.0,0.0,0.0,0.0,0.16972477064220182,0.9636627906976745,0.9831223628691983,0.9565763052208835,0.9733606557377049,0.0,0.0
ENSCATT00000021136,0.9542048293089093,0.0,1.0,0.9678217821782178,0.9690113133300541,0.9753320683111955,0.9564332247557004,0.960960960960961,0.0,0.0,0.9714656290531777,0.9829749103942652
ENSMNET00000070005,0.9471830985915493,0.0,0.9678217821782178,1.0,0.957613814756672,0.971654581410679,0.941025641025641,0.9528145695364238,0.0,0.0,0.9751381215469613,0.9718440594059405
ENSRBIT00000045583,1.0,0.0,0.9690113133300541,0.957613814756672,1.0,0.9554263565891473,0.9926217412690606,0.9924924924924925,0.0,0.0,0.9554263565891473,0.9691478942213516
ENSPANT00000055485,0.945979381443299,0.16972477064220182,0.9753320683111955,0.971654581410679,0.9554263565891473,1.0,0.900562851782364,0.9469417833456153,0.3623188405797102,0.0,1.0,0.9816571790006325
ENSRROT00000034756,0.9919747081712063,0.9636627906976745,0.9564332247557004,0.941025641025641,0.9926217412690606,0.900562851782364,1.0,1.0,0.786910197869102,0.9683544303797469,0.9302657902257788,0.9593165174938975
ENSRROT00000034757,0.9937083641746854,0.9831223628691983,0.960960960960961,0.9528145695364238,0.9924924924924925,0.9469417833456153,1.0,1.0,0.9831223628691983,0.9683544303797469,0.9425033171163202,0.9752252252252253
ENSMFAT00000022165,0.9622641509433962,0.9565763052208835,0.0,0.0,0.0,0.3623188405797102,0.786910197869102,0.9831223628691983,1.0,0.9641009055627425,0.0,0.0
ENSPTET00000027929,0.9475890985324947,0.9733606557377049,0.0,0.0,0.0,0.0,0.9683544303797469,0.9683544303797469,0.9641009055627425,1.0,0.0,0.0
ENSPANT00000038461,0.9319805658759646,0.0,0.9714656290531777,0.9751381215469613,0.9554263565891473,1.0,0.9302657902257788,0.9425033171163202,0.0,0.0,1.0,0.9801124081279723
ENSMLET00000027679,0.9575530586766542,0.0,0.9829749103942652,0.9718440594059405,0.9691478942213516,0.9816571790006325,0.9593165174938975,0.9752252252252253,0.0,0.0,0.9801124081279723,1.0
