,ENSGACT00000005462,ENSHHUT00000069936,ENSGWIT00000052729,ENSELUT00000004751,ENSLBET00000002454,ENSTRUT00000026877,ENSTNIT00000014998,ENSMMOT00000003333,ENSSMAT00000016488,ENSGACT00000005455,ENSMMOT00000003157,ENSHCOT00000022003,ENSHCOT00000027667,ENSLCRT00005021306,ENSSDUT00000011961,ENSLCRT00005021303
ENSGACT00000005462,1.0,0.5493078350221208,0.521228610295697,0.5240034290612945,0.7005758157389635,0.5940565903597327,0.588728590718499,0.6627748294162245,0.7089072543617998,1.0,0.6644335268721155,0.46737598647125145,0.46737598647125145,0.7251263537906137,0.7244144783534422,0.7245958429561201
ENSHHUT00000069936,0.5493078350221208,1.0,0.4379672225416906,0.7572163475278652,0.5294453973699257,0.48057904543500074,0.4623625196400514,0.507216336557654,0.5459252429250302,0.5520274299344067,0.5113275940190304,0.3762123893805309,0.3762123893805309,0.5464397410720779,0.5646498882238408,0.5458378771355871
ENSGWIT00000052729,0.521228610295697,0.4379672225416906,1.0,0.42383248183061095,0.5205793775993116,0.45659809332664325,0.4440466814634496,0.4842057073096292,0.5143629124004551,0.5183774092335276,0.48497596153846156,0.4125213189312109,0.4125213189312109,0.5328578706062149,0.5177203408033221,0.5330617589292209
ENSELUT00000004751,0.5240034290612945,0.7572163475278652,0.42383248183061095,1.0,0.5205352032054952,0.4681446405510117,0.4607737967532003,0.4869578520615008,0.5227272727272727,0.5292188431723316,0.4896037366279946,0.36899191833262446,0.36899191833262446,0.518240733998398,0.5255406279186723,0.5176504840235825
ENSLBET00000002454,0.7005758157389635,0.5294453973699257,0.5205793775993116,0.5205352032054952,1.0,0.5898748577929466,0.5797349294570329,0.632561669829222,0.687557473297022,0.7005121353818748,0.6349798537531711,0.44718831581175467,0.44718831581175467,0.7237820281486828,0.7078954842374325,0.7229515291402193
ENSTRUT00000026877,0.5940565903597327,0.48057904543500074,0.45659809332664325,0.4681446405510117,0.5898748577929466,1.0,0.7563602863014669,0.6751292186074794,0.588343341575415,0.595881310894597,0.6724988784208165,0.41933892451899357,0.41933892451899357,0.6284906070936389,0.6067895523450288,0.627999709997825
ENSTNIT00000014998,0.588728590718499,0.4623625196400514,0.4440466814634496,0.4607737967532003,0.5797349294570329,0.7563602863014669,1.0,0.658761329305136,0.5926189291047429,0.5931877082562014,0.6543953592146363,0.4220313719923344,0.4220313719923344,0.6139336561393366,0.6043635846777059,0.6134508415805823
ENSMMOT00000003333,0.6627748294162245,0.507216336557654,0.4842057073096292,0.4869578520615008,0.632561669829222,0.6751292186074794,0.658761329305136,1.0,0.6473914354644149,0.6652636594663278,1.0,0.43257877716778226,0.43257877716778226,0.6946683199008059,0.6746499349605938,0.6941130906274207
ENSSMAT00000016488,0.7089072543617998,0.5459252429250302,0.5143629124004551,0.5227272727272727,0.687557473297022,0.588343341575415,0.5926189291047429,0.6473914354644149,1.0,0.7114262500923259,0.6551186943620178,0.4810994135518971,0.4810994135518971,0.7216072455434157,0.7510229998588965,0.7217272596637447
ENSGACT00000005455,1.0,0.5520274299344067,0.5183774092335276,0.5292188431723316,0.7005121353818748,0.595881310894597,0.5931877082562014,0.6652636594663278,0.7114262500923259,1.0,0.6669523215955127,0.46648537409966195,0.46648537409966195,0.7235888922426803,0.7265787133115921,0.7230351485895309
ENSMMOT00000003157,0.6644335268721155,0.5113275940190304,0.48497596153846156,0.4896037366279946,0.6349798537531711,0.6724988784208165,0.6543953592146363,1.0,0.6551186943620178,0.6669523215955127,1.0,0.4350495635449031,0.4350495635449031,0.6923018696540761,0.6781661029688087,0.6923018696540761
ENSHCOT00000022003,0.46737598647125145,0.3762123893805309,0.4125213189312109,0.36899191833262446,0.44718831581175467,0.41933892451899357,0.4220313719923344,0.43257877716778226,0.4810994135518971,0.46648537409966195,0.4350495635449031,1.0,1.0,0.4716642754662841,0.4545006685903301,0.47189158181557433
ENSHCOT00000027667,0.46737598647125145,0.3762123893805309,0.4125213189312109,0.36899191833262446,0.44718831581175467,0.41933892451899357,0.4220313719923344,0.43257877716778226,0.4810994135518971,0.46648537409966195,0.4350495635449031,1.0,1.0,0.4716642754662841,0.4545006685903301,0.47189158181557433
ENSLCRT00005021306,0.7251263537906137,0.5464397410720779,0.5328578706062149,0.518240733998398,0.7237820281486828,0.6284906070936389,0.6139336561393366,0.6946683199008059,0.7216072455434157,0.7235888922426803,0.6923018696540761,0.4716642754662841,0.4716642754662841,1.0,0.7536032447309335,1.0
ENSSDUT00000011961,0.7244144783534422,0.5646498882238408,0.5177203408033221,0.5255406279186723,0.7078954842374325,0.6067895523450288,0.6043635846777059,0.6746499349605938,0.7510229998588965,0.7265787133115921,0.6781661029688087,0.4545006685903301,0.4545006685903301,0.7536032447309335,1.0,0.7532035039455586
ENSLCRT00005021303,0.7245958429561201,0.5458378771355871,0.5330617589292209,0.5176504840235825,0.7229515291402193,0.627999709997825,0.6134508415805823,0.6941130906274207,0.7217272596637447,0.7230351485895309,0.6923018696540761,0.47189158181557433,0.47189158181557433,1.0,0.7532035039455586,1.0
