,ENSSHAT00000020090,ENSCLAT00000017801,ENSSHAT00000020091,ENSPCIT00000046536,ENSMODT00000061990,ENSMEUT00000000860,ENSCPOT00000037758,ENSMODT00000000178,ENSCLAT00000017800,ENSVURT00010011437
ENSSHAT00000020090,1.0,0.5836479344191565,1.0,0.8336241276171485,0.832207607536438,0.8502164502164502,0.5852211959163831,0.8228585294831352,0.5808936825885979,0.8525304545904724
ENSCLAT00000017801,0.5836479344191565,1.0,0.584672166739036,0.5430805547359103,0.5995873452544704,0.6063621823351697,0.8664256088482399,0.589513528669564,1.0,0.5928170594837262
ENSSHAT00000020091,1.0,0.584672166739036,1.0,0.8336241276171485,0.8316290130796671,0.8522767384398164,0.5855996869497163,0.8237467668432072,0.5818520049607275,0.8516187050359713
ENSPCIT00000046536,0.8336241276171485,0.5430805547359103,0.8336241276171485,1.0,0.8324302357084801,0.9223852342640795,0.5459748662436232,0.8252038775196184,0.5370001328550551,0.9302490263188953
ENSMODT00000061990,0.832207607536438,0.5995873452544704,0.8316290130796671,0.8324302357084801,1.0,0.8366208408049413,0.5919413066262955,1.0,0.5867315126574386,0.8423316355404641
ENSMEUT00000000860,0.8502164502164502,0.6063621823351697,0.8522767384398164,0.9223852342640795,0.8366208408049413,1.0,0.6044073218411231,0.8139970839408457,0.6063621823351697,0.9036843089582943
ENSCPOT00000037758,0.5852211959163831,0.8664256088482399,0.5855996869497163,0.5459748662436232,0.5919413066262955,0.6044073218411231,1.0,0.5767954491585684,0.8671184443134944,0.5796490540143123
ENSMODT00000000178,0.8228585294831352,0.589513528669564,0.8237467668432072,0.8252038775196184,1.0,0.8139970839408457,0.5767954491585684,1.0,0.5773915249936564,0.8384320111666861
ENSCLAT00000017800,0.5808936825885979,1.0,0.5818520049607275,0.5370001328550551,0.5867315126574386,0.6063621823351697,0.8671184443134944,0.5773915249936564,1.0,0.5850502122372917
ENSVURT00010011437,0.8525304545904724,0.5928170594837262,0.8516187050359713,0.9302490263188953,0.8423316355404641,0.9036843089582943,0.5796490540143123,0.8384320111666861,0.5850502122372917,1.0
