,ENSCHAT00000067337,ENSCHAT00000067273,ENSCHAT00000067249,ENSCHAT00000067269,ENSAMXT00000040914,ENSCHAT00000067263,ENSCHAT00000067261,ENSCHAT00000067260,ENSCHAT00000067266,ENSCHAT00000067360,ENSCHAT00000067233,ENSDCDT00000010413,ENSCHAT00000067402,ENSDCDT00000010457,ENSDCDT00000010460,ENSCHAT00000067407,ENSCHAT00000067405,ENSCHAT00000067404,ENSCHAT00000067333,ENSCHAT00000067251,ENSCHAT00000067379,ENSCHAT00000067257,ENSCHAT00000067254,ENSCHAT00000067339,ENSCHAT00000067377,ENSCHAT00000067343,ENSCHAT00000067349,ENSCHAT00000067386,ENSCHAT00000067380,ENSDCDT00000010404,ENSDCDT00000010446,ENSCHAT00000067335
ENSCHAT00000067337,1.0,0.0,0.5860005982650314,0.0,0.5122292993630573,0.0,0.0,0.0,0.0,0.6634352473278647,0.6093245330711978,0.7065217391304348,0.6723393446786894,0.5677564558161573,0.5677564558161573,0.8447521865889213,0.6728363543528211,0.6721644252727734,1.0,0.5860005982650314,0.8456521739130435,0.5860005982650314,0.5860005982650314,1.0,0.6689406099518459,1.0,1.0,0.9040801717967072,0.8456521739130435,0.5203695290019688,0.543475493316359,1.0
ENSCHAT00000067273,0.0,1.0,0.7788853647485274,0.6422018348623854,0.6185185185185185,0.6455378436048701,0.6599561233707575,0.6433631401695505,0.6422018348623854,1.0,0.8988372093023256,0.6114790286975718,0.0,0.6866812227074236,0.6866812227074236,0.9526881720430107,1.0,1.0,0.0,0.7788853647485274,1.0,0.7788853647485274,0.7788853647485274,0.0,0.9782110091743119,0.0,0.0,0.9782110091743119,1.0,0.0,0.7096774193548387,0.0
ENSCHAT00000067249,0.5860005982650314,0.7788853647485274,1.0,0.9163256025466121,0.5242239628662605,0.9163256025466121,0.9166289080199366,0.9163256025466121,0.9163256025466121,0.6274428846683182,0.6424696873005743,0.6114790286975718,0.6044568245125348,0.5186665001872893,0.5186665001872893,1.0,0.6555939027897613,0.6533103547321557,0.5820294345468628,1.0,1.0,1.0,1.0,0.6054175293305728,0.6335291459557162,0.5788721207307387,0.6076233183856502,0.9782110091743119,1.0,0.5341900682214819,0.48896911351785,0.5784547041091543
ENSCHAT00000067269,0.0,0.6422018348623854,0.9163256025466121,1.0,0.614713216957606,0.9893247269116187,0.8196488510198813,0.9893283841781696,1.0,1.0,0.897887323943662,0.6080178173719376,0.0,0.683920704845815,0.683920704845815,0.9911602209944751,1.0,1.0,0.0,0.9163256025466121,1.0,0.9163256025466121,0.9163256025466121,0.0,0.9780092592592593,0.0,0.0,0.9780092592592593,1.0,0.0,0.7071583514099783,0.0
ENSAMXT00000040914,0.5122292993630573,0.6185185185185185,0.5242239628662605,0.614713216957606,1.0,0.614713216957606,0.6185185185185185,0.614713216957606,0.614713216957606,0.558978662191321,0.5461517392495207,0.5455399061032864,0.5805733370442527,0.5604949085733056,0.5604949085733056,0.5960709151892669,0.5876984623077884,0.5832917082917083,0.506331142811348,0.5242239628662605,0.5959789372905696,0.5242239628662605,0.5242239628662605,0.5318967961440317,0.588985809139435,0.5142780533583591,0.5212095758084838,0.5808922938260478,0.5959789372905696,0.5451866404715128,0.5612386917188588,0.5014061872237846
ENSCHAT00000067263,0.0,0.6455378436048701,0.9163256025466121,0.9893247269116187,0.614713216957606,1.0,0.8196488510198813,0.9962681925612639,0.9893247269116187,1.0,0.897887323943662,0.6080178173719376,0.0,0.683920704845815,0.683920704845815,0.9911602209944751,1.0,1.0,0.0,0.9163256025466121,1.0,0.9163256025466121,0.9163256025466121,0.0,0.9780092592592593,0.0,0.0,0.9780092592592593,1.0,0.0,0.7071583514099783,0.0
ENSCHAT00000067261,0.0,0.6599561233707575,0.9166289080199366,0.8196488510198813,0.6185185185185185,0.8196488510198813,1.0,0.8196488510198813,0.8196488510198813,1.0,0.8988372093023256,0.6114790286975718,0.0,0.6866812227074236,0.6866812227074236,0.9824753559693319,1.0,1.0,0.0,0.9166289080199366,1.0,0.9166289080199366,0.9166289080199366,0.0,0.9782110091743119,0.0,0.0,0.9782110091743119,1.0,0.0,0.7096774193548387,0.0
ENSCHAT00000067260,0.0,0.6433631401695505,0.9163256025466121,0.9893283841781696,0.614713216957606,0.9962681925612639,0.8196488510198813,1.0,0.9893283841781696,1.0,0.897887323943662,0.6080178173719376,0.0,0.683920704845815,0.683920704845815,0.9911602209944751,1.0,1.0,0.0,0.9163256025466121,1.0,0.9163256025466121,0.9163256025466121,0.0,0.9780092592592593,0.0,0.0,0.9780092592592593,1.0,0.0,0.7071583514099783,0.0
ENSCHAT00000067266,0.0,0.6422018348623854,0.9163256025466121,1.0,0.614713216957606,0.9893247269116187,0.8196488510198813,0.9893283841781696,1.0,1.0,0.897887323943662,0.6080178173719376,0.0,0.683920704845815,0.683920704845815,0.9911602209944751,1.0,1.0,0.0,0.9163256025466121,1.0,0.9163256025466121,0.9163256025466121,0.0,0.9780092592592593,0.0,0.0,0.9780092592592593,1.0,0.0,0.7071583514099783,0.0
ENSCHAT00000067360,0.6634352473278647,1.0,0.6274428846683182,1.0,0.558978662191321,1.0,1.0,1.0,1.0,1.0,0.6874918481805139,0.6783280327124035,0.8885665303969406,0.5867680119901509,0.5867680119901509,0.975925925925926,0.8945002956830278,0.9000591366055588,0.6247086247086248,0.6274428846683182,0.964548802946593,0.6274428846683182,0.6274428846683182,0.6721632196757965,0.9027419156522808,0.6675375571521881,0.6740709695445655,0.8911414720141031,0.964548802946593,0.5466243050039714,0.5758923480442468,0.6624037583191962
