,FBtr0075162,FBtr0075161,FBtr0347063,C45E5.1.1,FBtr0071773,FBtr0073007,ENSCSAVT00000009658,C45E5.1.2,FBtr0346075,FBtr0073008
FBtr0075162,1.0,0.0,1.0,0.24932975871313667,0.3243190280227317,0.33613281250000004,0.2717391304347826,0.24932975871313667,0.2919836161497952,0.2919836161497952
FBtr0075161,0.0,1.0,0.0,0.35481927710843375,0.0,0.0,0.41660993873383256,0.35481927710843375,0.0,0.0
FBtr0347063,1.0,0.0,1.0,0.24932975871313667,0.3243190280227317,0.33613281250000004,0.2717391304347826,0.24932975871313667,0.2919836161497952,0.2919836161497952
C45E5.1.1,0.24932975871313667,0.35481927710843375,0.24932975871313667,1.0,0.2405263157894737,0.30136294800605756,0.3874226132290648,1.0,0.26415094339622636,0.26415094339622636
FBtr0071773,0.3243190280227317,0.0,0.3243190280227317,0.2405263157894737,1.0,0.32371739505959574,0.3789954337899544,0.2405263157894737,0.38903924221921515,0.38903924221921515
FBtr0073007,0.33613281250000004,0.0,0.33613281250000004,0.30136294800605756,0.32371739505959574,1.0,0.25815602836879425,0.30136294800605756,0.3377026560883063,0.3377026560883063
ENSCSAVT00000009658,0.2717391304347826,0.41660993873383256,0.2717391304347826,0.3874226132290648,0.3789954337899544,0.25815602836879425,1.0,0.3874226132290648,0.34841628959276016,0.34841628959276016
C45E5.1.2,0.24932975871313667,0.35481927710843375,0.24932975871313667,1.0,0.2405263157894737,0.30136294800605756,0.3874226132290648,1.0,0.26415094339622636,0.26415094339622636
FBtr0346075,0.2919836161497952,0.0,0.2919836161497952,0.26415094339622636,0.38903924221921515,0.3377026560883063,0.34841628959276016,0.26415094339622636,1.0,1.0
FBtr0073008,0.2919836161497952,0.0,0.2919836161497952,0.26415094339622636,0.38903924221921515,0.3377026560883063,0.34841628959276016,0.26415094339622636,1.0,1.0
