	ENSJHYT00000021084	ENSNSUT00000002881	ENSCCET00000013806	ENSMUNT00000012773	ENSSMRT00000033784	ENSLCOT00000007402	ENSPVIT00000006751	ENSPMJT00000016788	H20J04.8.2	H20J04.8.1	ENSGALT00000089609	ENSGALT00000011612	ENSCJPT00005036055	ENSCJPT00005036072	ENSPVIT00000006750	FBtr0088941	ENSACAT00000003179	ENSNMET00000040040	ENSJHYT00000021090	ENSMVIT00005016662	ENSPMJT00000016790	ENSCPGT00000021985	ENSSPUT00000015072	ENSFALT00000010683	ENSSCAT00000014450	ENSNPET00000011076	ENSNPET00000011079
ENSJHYT00000021084	1.0	0.6998641919420552	0.9234947940244456	0.8289311281165145	0.7009959257582616	0.8877320054323223	0.7154821186057042	0.9173834314169308	0.4808686659772492	0.4808686659772492	0.8166666666666667	0.8139429606156632	0.7817656765676567	0.7890448166591217	0.7154821186057042	0.6278836509528586	0.682209144409235	0.8189225894069715	1.0	0.8915799004074242	0.9196152524905532	0.8352195563603441	0.7317790855590766	0.9196468990493436	0.9622000905387053	0.8090536961232844	0.8130876269274163
ENSNSUT00000002881	0.6998641919420552	1.0	0.7388302193338749	0.7595941773268637	0.8169975186104218	0.7473172707025714	0.8155136268343816	0.7472527472527473	0.4908306364617045	0.4908306364617045	0.7468239564428312	0.7427580579355365	0.7486187845303868	0.719649051214038	0.8180314309346567	0.48144433299899697	0.8068651778329198	0.7440816326530613	0.6829268292682927	0.7554248631109308	0.7462903695082921	0.7704081632653061	0.7986062717770035	0.7484238356721579	0.7243188698284561	0.7151051625239006	0.6893868658574541
ENSCCET00000013806	0.9234947940244456	0.7388302193338749	1.0	0.8608122941822174	0.7211616571892769	0.9042316258351892	0.7220695970695971	0.9855808285946384	0.4518828451882846	0.4518828451882846	0.8301043219076006	0.832859463850528	0.7993243243243243	0.8030056864337937	0.7341592201462226	0.5325977933801405	0.7160844841592201	0.8401705930138099	0.9227069735486088	0.9059014398702088	0.9846064478652338	0.8679935012185215	0.7474816849816851	0.9679122664500406	0.9428859737638748	0.8107074569789675	0.8126361655773421
ENSMUNT00000012773	0.8289311281165145	0.7595941773268637	0.8608122941822174	1.0	0.7432730480811646	0.8621218763700131	0.7349699398797596	0.8688668866886688	0.471030042918455	0.471030042918455	0.8253588516746412	0.8453903837670931	0.8369565217391305	0.8253198059108955	0.7456991618879577	0.5135406218655968	0.7359947066607851	0.8475959417732687	0.8309859154929577	0.8610013175230566	0.8594704684317719	0.8989854433171592	0.7685370741482966	0.8645558487247141	0.8431030725648292	0.8019939717134246	0.7765328353563647
ENSSMRT00000033784	0.7009959257582616	0.8169975186104218	0.7211616571892769	0.7432730480811646	1.0	0.7238307349665924	0.8162124388539483	0.7295482295482295	0.4466019417475728	0.4466019417475728	0.7555958862673926	0.7327621379028968	0.7527700831024929	0.7125076514996941	0.8212880513563885	0.5245737211634904	0.8259513412351841	0.7375510204081632	0.6942631398144967	0.7252078685864937	0.7384346814082048	0.7606122448979592	0.7832752613240418	0.730730119991865	0.7061553985872856	0.7091565753133631	0.6977902272019919
ENSLCOT00000007402	0.8877320054323223	0.7473172707025714	0.9042316258351892	0.8621218763700131	0.7238307349665924	1.0	0.7385352498288843	0.909698319497874	0.4815595363540569	0.4815595363540569	0.8299643281807372	0.8287102652358778	0.7973701955495617	0.7997570358372141	0.7458999797529864	0.5707121364092277	0.7201862725248026	0.8388337720186273	0.9093095156303675	0.9898764932172504	0.9131693198263386	0.8777080380643855	0.7684234542550764	0.9001822231220895	0.9118062563067608	0.8192054387083068	0.8201058201058201
ENSPVIT00000006751	0.7154821186057042	0.8155136268343816	0.7220695970695971	0.7349699398797596	0.8162124388539483	0.7385352498288843	1.0	0.7358880220284534	0.3354297693920336	0.3354297693920336	0.7119565217391305	0.7339302112029384	0.6986359761295823	0.6994723560449645	1.0	0.3259109311740891	0.8241323084090381	0.7347266881028939	0.692889041566472	0.7353142857142857	0.7139881985421729	0.7446465576790238	0.7758420441347271	0.7286892758936755	0.7143181818181819	0.7006982903924873	0.6566378337720947
ENSPMJT00000016788	0.9173834314169308	0.7472527472527473	0.9855808285946384	0.8688668866886688	0.7295482295482295	0.909698319497874	0.7358880220284534	1.0	0.4568421052631579	0.4568421052631579	0.8363690653926545	0.8402523402523403	0.8033175355450237	0.8064713064713065	0.7464387464387464	0.5426278836509528	0.7230362230362231	0.8475783475783476	0.9196152524905532	0.9109714053944432	1.0	0.8728123728123728	0.7549334557136301	0.96237543217409	0.941271442986882	0.8092203101763331	0.8126361655773421
H20J04.8.2	0.4808686659772492	0.4908306364617045	0.4518828451882846	0.471030042918455	0.4466019417475728	0.4815595363540569	0.3354297693920336	0.4568421052631579	1.0	1.0	0.4681769147788566	0.4681769147788566	0.4854368932038835	0.4854368932038835	0.494066882416397	0.3892104175279041	0.4519956850053937	0.4683136412459721	0.4808686659772492	0.4714587737843552	0.4568421052631579	0.4741379310344828	0.4682875264270613	0.4690451206715636	0.4819027921406411	0.4702970297029703	0.4702970297029703
H20J04.8.1	0.4808686659772492	0.4908306364617045	0.4518828451882846	0.471030042918455	0.4466019417475728	0.4815595363540569	0.3354297693920336	0.4568421052631579	1.0	1.0	0.4681769147788566	0.4681769147788566	0.4854368932038835	0.4854368932038835	0.494066882416397	0.3892104175279041	0.4519956850053937	0.4683136412459721	0.4808686659772492	0.4714587737843552	0.4568421052631579	0.4741379310344828	0.4682875264270613	0.4690451206715636	0.4819027921406411	0.4702970297029703	0.4702970297029703
ENSGALT00000089609	0.8166666666666667	0.7468239564428312	0.8301043219076006	0.8253588516746412	0.7555958862673926	0.8299643281807372	0.7119565217391305	0.8363690653926545	0.4681769147788566	0.4681769147788566	1.0	1.0	0.9486914600550964	0.939201451905626	0.7247428917120388	0.4262788365095286	0.7208106473079251	0.9603750756200848	0.8166666666666667	0.8309020541827925	0.8363690653926545	0.8807807807807808	0.7776975821003248	0.8291517323775388	0.8240000000000001	0.7684413085311097	0.7684413085311097
ENSGALT00000011612	0.8139429606156632	0.7427580579355365	0.832859463850528	0.8453903837670931	0.7327621379028968	0.8287102652358778	0.7339302112029384	0.8402523402523403	0.4681769147788566	0.4681769147788566	1.0	1.0	0.9486914600550964	0.9049367605059159	0.7401060791513668	0.4262788365095286	0.7282741738066095	0.959812321501428	0.8155273102026795	0.8276211721760292	0.8379400640093104	0.8735210118319053	0.7607897153351699	0.8328248932275778	0.8199798183652875	0.7869131081368175	0.7659508247743542
ENSCJPT00005036055	0.7817656765676567	0.7486187845303868	0.7993243243243243	0.8369565217391305	0.7527700831024929	0.7973701955495617	0.6986359761295823	0.8033175355450237	0.4854368932038835	0.4854368932038835	0.9486914600550964	0.9486914600550964	1.0	1.0	0.7257617728531855	0.3941825476429288	0.7226454293628809	0.9429357167411482	0.7817656765676567	0.8012820512820513	0.8033175355450237	0.8518392370572208	0.7370417193426043	0.8062330623306233	0.7932885906040269	0.7583670467083486	0.7583670467083486
ENSCJPT00005036072	0.7890448166591217	0.719649051214038	0.8030056864337937	0.8253198059108955	0.7125076514996941	0.7997570358372141	0.6994723560449645	0.8064713064713065	0.4854368932038835	0.4854368932038835	0.939201451905626	0.9049367605059159	1.0	1.0	0.7153642113854315	0.3941825476429288	0.7086308916547643	0.9000204039991838	0.7877018206801787	0.7986209693774082	0.8059354087867326	0.814527647418894	0.7157604955264969	0.8076062639821029	0.7969727547931382	0.7614191629487996	0.7519452225334579
