	ENSMEUT00000002911	ENSOANT00000041995	ENSPCIT00000054886	ENSVURT00010007092	ENSOANT00000041852	ENSPCIT00000057264	ENSVURT00010007122	ENSVURT00010007074	ENSSDAT00000004774	ENSPCIT00000052472	ENSPCIT00000024643	ENSMODT00000053642	ENSMODT00000055482	ENSVURT00010007144	ENSMODT00000012772	ENSPCAT00000015592	ENSSDAT00000004789	ENSMODT00000058826	ENSPCIT00000059225	ENSSDAT00000004809	ENSETET00000007842	ENSVURT00010007163
ENSMEUT00000002911	1.0	0.7171242774566474	0.9383052267728084	0.9512475206180184	0.587378640776699	0.9390232601241776	0.956182852327786	0.9524250277674936	0.7554054054054054	0.949751401671427	0.9390232601241776	0.9193772588268	0.9193772588268	0.9472036277261929	0.9193772588268	0.7615869484612533	0.7554054054054054	0.9193772588268	0.9402831931048636	0.749259849692553	0.7293627526616263	0.9462251253228012
ENSOANT00000041995	0.7171242774566474	1.0	0.6766809728183119	0.7147521519738795	0.4082426127527217	0.6990204808548531	0.7147521519738795	0.7147521519738795	0.7264041690793284	0.6990204808548531	0.6990204808548531	0.7197981596913029	0.7197981596913029	0.7147521519738795	0.7197981596913029	0.7451435198608293	0.7264041690793284	0.7197981596913029	0.7407213800313643	0.7264041690793284	0.679606342263532	0.0
ENSPCIT00000054886	0.9383052267728084	0.6766809728183119	1.0	0.9598471288278264	0.6241799437675727	1.0	0.9628028941873452	0.9606903163950145	0.7344123505976096	1.0	1.0	0.8969856459330143	0.8979132765387192	0.959979906229069	0.8992340503600422	0.7201683198076345	0.7324763903462749	0.9081516069743182	1.0	0.7145169200588524	0.6842992501307912	0.9641480022971533
ENSVURT00010007092	0.9512475206180184	0.7147521519738795	0.9598471288278264	1.0	0.5757469244288225	0.9611168855711992	1.0	1.0	0.7406291668724382	0.9627505782575172	0.9606563321548364	0.9048882152330427	0.9037978284576359	1.0	0.9055797891675754	0.7328499721137758	0.7410681782724009	0.911463462674808	0.9610049471335728	0.7215350150969124	0.6885283759598175	1.0
ENSOANT00000041852	0.587378640776699	0.4082426127527217	0.6241799437675727	0.5757469244288225	1.0	0.5736379613356766	0.5757469244288225	0.5757469244288225	0.4254992319508448	0.5736379613356766	0.5736379613356766	0.583128295254833	0.583128295254833	0.40124416796267504	0.583128295254833	0.589777630268835	0.4254992319508448	0.583128295254833	0.5736379613356766	0.4254992319508448	0.5178743961352656	0.0
ENSPCIT00000057264	0.9390232601241776	0.6990204808548531	1.0	0.9611168855711992	0.5736379613356766	1.0	0.964007966616085	0.9618715956781856	0.7361592117457685	1.0	1.0	0.8983894845453322	0.8970629501449817	0.9614360979849004	0.8983894845453322	0.7227476944904233	0.7361592117457685	0.9070274989087734	1.0	0.7168286346579429	0.6819393252055571	0.9652882316479235
ENSVURT00010007122	0.956182852327786	0.7147521519738795	0.9628028941873452	1.0	0.5757469244288225	0.964007966616085	1.0	1.0	0.7393310837633982	0.9634279475982532	0.9634279475982532	0.9063896548445374	0.9052967210774284	1.0	0.9070223438212496	0.7273001872772307	0.7397031151996655	0.913049925852694	0.9639727361246349	0.7201644076919314	0.6911627906976744	1.0
ENSVURT00010007074	0.9524250277674936	0.7147521519738795	0.9606903163950145	1.0	0.5757469244288225	0.9618715956781856	1.0	1.0	0.7421588216160959	0.9634279475982532	0.9614063707392462	0.9055674901539564	0.9045379205303946	1.0	0.9061962134251292	0.7328499721137758	0.7426467001609678	0.9117920148560816	0.9617848970251716	0.7241584884894066	0.692983866645227	1.0
ENSSDAT00000004774	0.7554054054054054	0.7264041690793284	0.7344123505976096	0.7406291668724382	0.4254992319508448	0.7361592117457685	0.7393310837633982	0.7421588216160959	1.0	0.7379912663755459	0.7377909948422471	0.7238312761201283	0.7239590906887693	0.7371488579679706	0.7273358644318918	0.8756647716853109	1.0	0.7596962438203965	0.7428314066956914	1.0	0.8093061415846226	0.7754939451880178
ENSPCIT00000052472	0.949751401671427	0.6990204808548531	1.0	0.9627505782575172	0.5736379613356766	1.0	0.9634279475982532	0.9634279475982532	0.7379912663755459	1.0	1.0	0.8997235725860261	0.9006483600305111	0.963327221203534	0.9018505825908156	0.7222255784449949	0.7362533974492996	0.9109483995448474	1.0	0.7183050349855654	0.6830813953488372	0.9685632870668259
