,ENSCPRT00005018694,ENSCMIT00000036315,ENSECRT00000004397,ENSACAT00000017670,ENSLACT00000025354,ENSPSIT00000019983,ENSCPRT00005018685,ENSPSIT00000019988,ENSXETT00000015234,ENSSMRT00000028882,ENSSPUT00000019741,ENSLACT00000006389,ENSCABT00000000466,ENSCABT00000000464
ENSCPRT00005018694,1.0,0.7638888888888888,0.7645140247879973,0.8558382257012394,0.8049967553536664,0.8659491193737769,1.0,0.8659491193737769,0.7964774951076321,0.8741030658838878,0.8714192708333334,0.8049967553536664,0.8904109589041096,0.8904109589041096
ENSCMIT00000036315,0.7638888888888888,1.0,0.7577346617724174,0.7383324593602517,0.7692711064499214,0.7587834294703724,0.7708442579968537,0.7587834294703724,0.775301520713162,0.7506554798112218,0.7629785002621919,0.7692711064499214,0.7540639748295752,0.7540639748295752
ENSECRT00000004397,0.7645140247879973,0.7577346617724174,1.0,0.7819248200479872,0.7674907943187795,0.7729083665338645,0.7675832892649392,0.7729083665338645,0.762572789835892,0.7760956175298804,0.7767786299920656,0.7674907943187795,0.7703133297928837,0.7703133297928837
ENSACAT00000017670,0.8558382257012394,0.7383324593602517,0.7819248200479872,1.0,0.7795896896370331,0.8573705179282869,0.863299841353781,0.8573705179282869,0.7975119110640551,0.895617529880478,0.8558582385612272,0.7795896896370331,0.8688263409453001,0.8688263409453001
ENSLACT00000025354,0.8049967553536664,0.7692711064499214,0.7674907943187795,0.7795896896370331,1.0,0.8127301420305103,0.8079957916885849,0.8127301420305103,0.7859021567596002,0.7853761178327197,0.8035244608101,1.0,0.8056286165176223,0.8056286165176223
ENSPSIT00000019983,0.8659491193737769,0.7587834294703724,0.7729083665338645,0.8573705179282869,0.8127301420305103,1.0,0.8762559492332099,1.0,0.7940709370037057,0.8618857901726428,0.8659084898175086,0.8127301420305103,0.9314922995220393,0.9314922995220393
ENSCPRT00005018685,1.0,0.7708442579968537,0.7675832892649392,0.863299841353781,0.8079957916885849,0.8762559492332099,1.0,0.8762559492332099,0.7966684294024325,0.8751983077736647,0.8826017979904812,0.8079957916885849,0.9019037546271814,0.9019037546271814
ENSPSIT00000019988,0.8659491193737769,0.7587834294703724,0.7729083665338645,0.8573705179282869,0.8127301420305103,1.0,0.8762559492332099,1.0,0.7940709370037057,0.8618857901726428,0.8659084898175086,0.8127301420305103,0.9314922995220393,0.9314922995220393
ENSXETT00000015234,0.7964774951076321,0.775301520713162,0.762572789835892,0.7975119110640551,0.7859021567596002,0.7940709370037057,0.7966684294024325,0.7940709370037057,1.0,0.7940709370037057,0.7730759058450145,0.7859021567596002,0.7938062466913711,0.7938062466913711
ENSSMRT00000028882,0.8741030658838878,0.7506554798112218,0.7760956175298804,0.895617529880478,0.7853761178327197,0.8618857901726428,0.8751983077736647,0.8618857901726428,0.7940709370037057,1.0,0.8532134355990478,0.7853761178327197,0.8698884758364313,0.8698884758364313
ENSSPUT00000019741,0.8714192708333334,0.7629785002621919,0.7767786299920656,0.8558582385612272,0.8035244608101,0.8659084898175086,0.8826017979904812,0.8659084898175086,0.7730759058450145,0.8532134355990478,1.0,0.8035244608101,0.871991536630521,0.871991536630521
ENSLACT00000006389,0.8049967553536664,0.7692711064499214,0.7674907943187795,0.7795896896370331,1.0,0.8127301420305103,0.8079957916885849,0.8127301420305103,0.7859021567596002,0.7853761178327197,0.8035244608101,1.0,0.8056286165176223,0.8056286165176223
ENSCABT00000000466,0.8904109589041096,0.7540639748295752,0.7703133297928837,0.8688263409453001,0.8056286165176223,0.9314922995220393,0.9019037546271814,0.9314922995220393,0.7938062466913711,0.8698884758364313,0.871991536630521,0.8056286165176223,1.0,1.0
ENSCABT00000000464,0.8904109589041096,0.7540639748295752,0.7703133297928837,0.8688263409453001,0.8056286165176223,0.9314922995220393,0.9019037546271814,0.9314922995220393,0.7938062466913711,0.8698884758364313,0.871991536630521,0.8056286165176223,1.0,1.0
