,ENSMGAT00000014819,ENSLACT00000002976,ENSPSIT00000000860,ENSGACT00000010751,ENSMODT00000034459,ENSLOCT00000016081,ENSFALT00000002598,ENSTGUT00000013147,ENSAOWT00000023843,ENSGALT00000093051,ENSSMRT00000020916,ENSSHAT00000006904,ENSCVAT00000008229
ENSMGAT00000014819,1.0,0.4152097902097902,0.6156503713940231,0.40477252453166823,0.5523636363636364,0.37362905191323414,0.7029535864978903,0.734369719499831,0.6837931034482758,0.9401258717468958,0.4952450621799561,0.5461818181818182,0.415643852714791
ENSLACT00000002976,0.4152097902097902,1.0,0.5086541858000706,0.37126137841352413,0.43717568569310594,0.47453762351152773,0.4052848318462594,0.40515021459227474,0.46505190311418687,0.4310763888888889,0.3685962641020899,0.46067834513604167,0.43257956448911217
ENSPSIT00000000860,0.6156503713940231,0.5086541858000706,1.0,0.4491413474240422,0.6372782147430035,0.46419753086419746,0.5960691291087767,0.6019681031557517,0.6943209031816627,0.6261794475896381,0.5036737692872888,0.6427652141937856,0.4715549936788874
ENSGACT00000010751,0.40477252453166823,0.37126137841352413,0.4491413474240422,1.0,0.4037505648441031,0.4120726824761318,0.40201005025125625,0.3757668711656441,0.4061058642653196,0.4061183772999335,0.4386740331491712,0.394713059195662,0.5907847675152536
ENSMODT00000034459,0.5523636363636364,0.43717568569310594,0.6372782147430035,0.4037505648441031,1.0,0.43010190749934674,0.523987872302479,0.5323214285714286,0.563912429378531,0.559429190751445,0.4891345787266489,0.9153957879448076,0.4469418629781716
ENSLOCT00000016081,0.37362905191323414,0.47453762351152773,0.46419753086419746,0.4120726824761318,0.43010190749934674,1.0,0.3610846812559467,0.36664287413752084,0.40355940355940356,0.37938543430921845,0.3481104651162791,0.4191773644223211,0.438269836723002
ENSFALT00000002598,0.7029535864978903,0.4052848318462594,0.5960691291087767,0.40201005025125625,0.523987872302479,0.3610846812559467,1.0,0.9002016129032258,0.7437848807711821,0.7346835443037975,0.5406838544523679,0.5173889780631353,0.4114764141311007
ENSTGUT00000013147,0.734369719499831,0.40515021459227474,0.6019681031557517,0.3757668711656441,0.5323214285714286,0.36664287413752084,0.9002016129032258,1.0,0.7537679932260796,0.7683338965866847,0.532446226759023,0.5233928571428571,0.41344778254649506
ENSAOWT00000023843,0.6837931034482758,0.46505190311418687,0.6943209031816627,0.4061058642653196,0.563912429378531,0.40355940355940356,0.7437848807711821,0.7537679932260796,1.0,0.7013698630136986,0.5055871038651768,0.563329745245784,0.41835051546391755
ENSGALT00000093051,0.9401258717468958,0.4310763888888889,0.6261794475896381,0.4061183772999335,0.559429190751445,0.37938543430921845,0.7346835443037975,0.7683338965866847,0.7013698630136986,1.0,0.5098756400877835,0.5576228323699421,0.4161157024793388
ENSSMRT00000020916,0.4952450621799561,0.3685962641020899,0.5036737692872888,0.4386740331491712,0.4891345787266489,0.3481104651162791,0.5406838544523679,0.532446226759023,0.5055871038651768,0.5098756400877835,1.0,0.481240428790199,0.4047325102880659
ENSSHAT00000006904,0.5461818181818182,0.46067834513604167,0.6427652141937856,0.394713059195662,0.9153957879448076,0.4191773644223211,0.5173889780631353,0.5233928571428571,0.563329745245784,0.5576228323699421,0.481240428790199,1.0,0.4550586191923578
ENSCVAT00000008229,0.415643852714791,0.43257956448911217,0.4715549936788874,0.5907847675152536,0.4469418629781716,0.438269836723002,0.4114764141311007,0.41344778254649506,0.41835051546391755,0.4161157024793388,0.4047325102880659,0.4550586191923578,1.0
