	ENSMUST00000107304	ENSMUST00000090866	ENSMUST00000186525	MGP_PahariEiJ_T0069886	MGP_PahariEiJ_T0069887	MGP_SPRETEiJ_T0061291	MGP_SPRETEiJ_T0061290	MGP_PahariEiJ_T0069888	ENSMUGT00000030370	MGP_CAROLIEiJ_T0058933	MGP_CAROLIEiJ_T0058932	MGP_CAROLIEiJ_T0058931	MGP_CAROLIEiJ_T0058930	MGP_PahariEiJ_T0069885	ENSMSIT00000018181	MGP_SPRETEiJ_T0061288	MGP_SPRETEiJ_T0061289	ENSMUST00000051521
ENSMUST00000107304	1.0	0.9082278481012658	1.0	0.9177101967799642	0.9205840455840456	0.9602695991486344	0.9612689044632976	0.9205840455840456	0.8334627329192547	0.9387599847850894	0.9387599847850894	0.9387599847850894	0.901387326584177	0.9177101967799642	0.9753974261922784	0.9121054734318818	0.9602695991486344	0.9267775026529892
ENSMUST00000090866	0.9082278481012658	1.0	0.9082278481012658	0.924723510524438	0.945868945868946	0.8960028298549699	0.8944464876792939	0.945868945868946	0.8567567567567568	0.9058108621344474	0.9058108621344474	0.9058108621344474	0.9379439252336448	0.924723510524438	0.9090566037735848	0.946236559139785	0.8960028298549699	0.9494163424124512
ENSMUST00000186525	1.0	0.9082278481012658	1.0	0.9177101967799642	0.9205840455840456	0.9602695991486344	0.9612689044632976	0.9205840455840456	0.8334627329192547	0.9387599847850894	0.9387599847850894	0.9387599847850894	0.901387326584177	0.9177101967799642	0.9753974261922784	0.9121054734318818	0.9602695991486344	0.9267775026529892
MGP_PahariEiJ_T0069886	0.9177101967799642	0.924723510524438	0.9177101967799642	1.0	0.9515086206896552	0.9121863799283154	0.9120387625792024	0.9515086206896552	0.8535911602209945	0.9021113243761996	0.9021113243761996	0.9021113243761996	0.9272175890826384	1.0	0.9169550173010379	0.930185633575464	0.9121863799283154	0.9411342426417804
MGP_PahariEiJ_T0069887	0.9205840455840456	0.945868945868946	0.9205840455840456	0.9515086206896552	1.0	0.9088319088319088	0.9052202887819326	1.0	0.8626373626373627	0.9139250191277736	0.9139250191277736	0.9139250191277736	0.9417731029301276	0.9515086206896552	0.9200459066564652	0.9510350318471338	0.9088319088319088	0.9559139784946236
MGP_SPRETEiJ_T0061291	0.9602695991486344	0.8960028298549699	0.9602695991486344	0.9121863799283154	0.9088319088319088	1.0	1.0	0.9088319088319088	0.8318999218139171	0.9406618486116394	0.9406618486116394	0.9406618486116394	0.902971041745017	0.9121863799283154	0.969904761904762	0.907673860911271	1.0	0.9053380782918148
MGP_SPRETEiJ_T0061290	0.9612689044632976	0.8944464876792939	0.9612689044632976	0.9120387625792024	0.9052202887819326	1.0	1.0	0.9052202887819326	0.8379478827361564	0.9381443298969072	0.9381443298969072	0.9381443298969072	0.8989028213166145	0.9120387625792024	0.9686258935663224	0.9035490605427976	1.0	0.9041450777202072
MGP_PahariEiJ_T0069888	0.9205840455840456	0.945868945868946	0.9205840455840456	0.9515086206896552	1.0	0.9088319088319088	0.9052202887819326	1.0	0.8626373626373627	0.9139250191277736	0.9139250191277736	0.9139250191277736	0.9417731029301276	0.9515086206896552	0.9200459066564652	0.9510350318471338	0.9088319088319088	0.9559139784946236
ENSMUGT00000030370	0.8334627329192547	0.8567567567567568	0.8334627329192547	0.8535911602209945	0.8626373626373627	0.8318999218139171	0.8379478827361564	0.8626373626373627	1.0	0.8437236731255265	0.8437236731255265	0.8437236731255265	0.8476546284765463	0.8535911602209945	0.8356394129979036	0.854982206405694	0.8318999218139171	0.8599221789883269
MGP_CAROLIEiJ_T0058933	0.9387599847850894	0.9058108621344474	0.9387599847850894	0.9021113243761996	0.9139250191277736	0.9406618486116394	0.9381443298969072	0.9139250191277736	0.8437236731255265	1.0	1.0	1.0	0.8896468699839486	0.9021113243761996	0.9562571319893496	0.910964550700742	0.9406618486116394	0.9124952235384028
