	ENSHBUT00000002957	ENSSFOT00015011609	ENSNBRT00000007233	ENSMZET00005015142	ENSACLT00000027498	ENSPNYT00000023877	ENSHHUT00000053155	ENSNBRT00000019573	ENSACLT00000041047	ENSECRT00000032473	ENSPNYT00000010254	ENSHHUT00000020316	ENSELUT00000040775
ENSHBUT00000002957	1.0	0.33293838862559244	0.7742504409171076	0.8079207920792081	0.912087912087912	0.8040141676505312	0.8319907940161104	0.8354898336414048	0.8261316872427984	0.6970317297850563	0.936372745490982	0.8579040852575488	0.7174657534246576
ENSSFOT00015011609	0.33293838862559244	1.0	0.7366906474820144	0.6804733727810651	0.3723776223776224	0.3075757575757576	0.8476658476658476	0.9267015706806284	0.6804733727810651	0.7585421412300684	0.32816229116945106	0.8605947955390335	0.6352357320099256
ENSNBRT00000007233	0.7742504409171076	0.7366906474820144	1.0	0.7105263157894737	0.7959527824620574	0.7852852852852853	0.7748493975903614	0.8284424379232506	0.7105263157894737	0.7061909758656874	0.7527910685805422	0.781496062992126	0.6626865671641791
ENSMZET00005015142	0.8079207920792081	0.6804733727810651	0.7105263157894737	1.0	0.8271077908217717	0.7272727272727273	0.7885985748218527	0.8115631691648822	1.0	0.6883645240032547	0.8128834355828221	0.7825409197194076	0.7041612483745123
ENSACLT00000027498	0.912087912087912	0.3723776223776224	0.7959527824620574	0.8271077908217717	1.0	0.7862156987874921	0.8418430884184309	0.8586839266450917	0.8259935553168636	0.7363966142684402	0.9513849632560768	0.8596153846153847	0.7152542372881356
ENSPNYT00000023877	0.8040141676505312	0.3075757575757576	0.7852852852852853	0.7272727272727273	0.7862156987874921	1.0	0.8285123966942148	0.8451086956521741	0.726643598615917	0.7108190091001011	0.7975206611570248	0.8549618320610687	0.7056030389363722
ENSHHUT00000053155	0.8319907940161104	0.8476658476658476	0.7748493975903614	0.7885985748218527	0.8418430884184309	0.8285123966942148	1.0	0.8576642335766423	0.7938517179023508	0.7753036437246964	0.8173190984578885	0.9241172051089408	0.7917705735660848
ENSNBRT00000019573	0.8354898336414048	0.9267015706806284	0.8284424379232506	0.8115631691648822	0.8586839266450917	0.8451086956521741	0.8576642335766423	1.0	0.7815565729234794	0.7106643356643356	0.843846949327818	0.8788198103266597	0.7398971344599559
ENSACLT00000041047	0.8261316872427984	0.6804733727810651	0.7105263157894737	1.0	0.8259935553168636	0.726643598615917	0.7938517179023508	0.7815565729234794	1.0	0.6913996627318718	0.8117283950617284	0.699443413729128	0.703010033444816
ENSECRT00000032473	0.6970317297850563	0.7585421412300684	0.7061909758656874	0.6883645240032547	0.7363966142684402	0.7108190091001011	0.7753036437246964	0.7106643356643356	0.6913996627318718	1.0	0.7251815980629541	0.7389659520807061	0.6558044806517311
ENSPNYT00000010254	0.936372745490982	0.32816229116945106	0.7527910685805422	0.8128834355828221	0.9513849632560768	0.7975206611570248	0.8173190984578885	0.843846949327818	0.8117283950617284	0.7251815980629541	1.0	0.8457446808510638	0.6983783783783784
ENSHHUT00000020316	0.8579040852575488	0.8605947955390335	0.781496062992126	0.7825409197194076	0.8596153846153847	0.8549618320610687	0.9241172051089408	0.8788198103266597	0.699443413729128	0.7389659520807061	0.8457446808510638	1.0	0.7988614800759013
ENSELUT00000040775	0.7174657534246576	0.6352357320099256	0.6626865671641791	0.7041612483745123	0.7152542372881356	0.7056030389363722	0.7917705735660848	0.7398971344599559	0.703010033444816	0.6558044806517311	0.6983783783783784	0.7988614800759013	1.0
