	ENSCGOT00000050770	ENSHHUT00000033761	ENSELUT00000016411	ENSELUT00000016416	ENSCGOT00000050582	ENSPRNT00000030210	ENSCSET00000007385	ENSLCRT00005046737	ENSAPOT00000014780	ENSCGOT00000050913	ENSLCRT00005046815	ENSLCRT00005046814	ENSCSET00000007389	ENSHHUT00000033756	ENSLCRT00005046789	ENSLBET00000013539	ENSAPET00000031220	ENSCGOT00000050894	ENSCGOT00000050896	ENSSPAT00000004957	ENSLCRT00005046594	ENSAOCT00000019150	ENSPRNT00000030189	ENSPRNT00000030207
ENSCGOT00000050770	1.0	0.8656924147529576	0.8454247174626321	0.8398713826366558	1.0	0.9387119113573408	0.8848852040816326	0.9640333975594092	0.9471138342470172	1.0	0.9760299625468164	0.961084086170952	0.8844429113487409	0.8569131832797428	0.9605911330049262	0.930225080385852	0.9436211340206184	1.0	1.0	0.957618893561954	0.9660708876098152	0.9455716586151368	0.9387119113573408	0.9408033826638478
ENSHHUT00000033761	0.8656924147529576	1.0	0.9170491803278688	0.912280701754386	0.8679438932603489	0.844400396432111	0.7883674057011228	0.8653061224489796	0.8496911461908031	0.8654277475168215	0.8957277335264301	0.8653061224489796	0.7883674057011228	1.0	0.8614147909967845	0.8631456084038518	0.8571428571428571	0.8695271453590193	0.8645235361653272	0.8631424375917768	0.8606671299513551	0.8551401869158879	0.8498402555910544	0.8459141274238227
ENSELUT00000016411	0.8454247174626321	0.9170491803278688	1.0	1.0	0.8481375358166189	0.8632607062359129	0.7825822168087698	0.8670983657107616	0.8554996405463695	0.8470187393526405	0.8761766835626358	0.8771172367984058	0.7893009517558254	0.9142769981696156	0.8672596647280192	0.8400740969435011	0.8524590163934426	0.8591829956824976	0.8532801418439716	0.8562111801242236	0.8638514743356389	0.8524590163934426	0.8663136995367307	0.8546574845958681
ENSELUT00000016416	0.8398713826366558	0.912280701754386	1.0	1.0	0.842355175688509	0.8513379583746283	0.7761357416529829	0.8578947368421053	0.8415873015873016	0.8408472012102874	0.8761766835626358	0.8654244306418221	0.7816798361135499	0.9100877192982456	0.8563619799574855	0.8387364921030757	0.8448515126283652	0.8518189884649512	0.8446306169078446	0.8440111420612814	0.8535645472061657	0.8429522752497225	0.8553291998819014	0.8441101152368758
ENSCGOT00000050582	1.0	0.8679438932603489	0.8481375358166189	0.842355175688509	1.0	0.9397344228804902	0.8790347853337511	0.9645905785646538	0.9479365079365079	1.0	0.9768786127167629	0.9617355654253502	0.8781313473256601	0.8591326369104146	0.9605911330049262	0.9313073757518202	0.9444973041547732	1.0	1.0	0.95828025477707	0.9640333975594092	0.946417247939125	0.9397344228804902	0.9372599231754162
ENSPRNT00000030210	0.9387119113573408	0.844400396432111	0.8632607062359129	0.8513379583746283	0.9397344228804902	1.0	0.8558794628234524	0.9520977865873802	0.958190541466758	0.9308060360691941	0.9733044733044732	0.9520977865873802	0.8558794628234524	0.844400396432111	0.9489833641404806	0.92401717872481	0.9611037234042552	0.9378923026098448	0.9326227636086792	0.9670877659574468	0.953601108033241	0.9591090425531916	1.0	1.0
ENSCSET00000007385	0.8848852040816326	0.7883674057011228	0.7825822168087698	0.7761357416529829	0.8790347853337511	0.8558794628234524	1.0	0.8641509433962264	0.8723203026481715	0.8813108945969885	0.9009332376166548	0.8623668298301179	1.0	0.7840970350404313	0.8809241706161137	0.8401617250673854	0.8620969926849092	0.8623668298301179	0.9019384264538198	0.8623679219723652	0.8848852040816326	0.8610132755350853	0.8528649582493522	0.8647959183673469
ENSLCRT00005046737	0.9640333975594092	0.8653061224489796	0.8670983657107616	0.8578947368421053	0.9645905785646538	0.9520977865873802	0.8641509433962264	1.0	0.9555555555555556	0.966626936829559	1.0	1.0	0.8623668298301179	0.8578832515002728	1.0	0.9279869067103108	0.9557256080896421	0.9673469387755104	0.9572029040886512	0.962160680010968	1.0	0.9573770491803278	0.9578855649143188	0.9510243277848912
ENSAPOT00000014780	0.9471138342470172	0.8496911461908031	0.8554996405463695	0.8415873015873016	0.9479365079365079	0.958190541466758	0.8723203026481715	0.9555555555555556	1.0	0.9422535211267604	0.9733044733044732	0.9519560741249142	0.8708688245315162	0.8422222222222222	0.9505125486037468	0.906984126984127	0.9923882017126546	0.943719972546328	0.9370199692780338	0.9768253968253968	0.9548532731376976	0.99429296131896	0.958190541466758	0.9545893719806764
ENSCGOT00000050913	1.0	0.8654277475168215	0.8470187393526405	0.8408472012102874	1.0	0.9308060360691941	0.8813108945969885	0.966626936829559	0.9422535211267604	1.0	0.9702048417132216	0.964102564102564	0.8806349206349207	0.8583358186698479	0.9665171898355754	0.9221360381861576	0.944461033144222	1.0	1.0	0.9582958295829584	0.9607430774623203	0.946268656716418	0.9399936163421642	0.9315403422982884
