,ENSCGOT00000041530,ENSHHUT00000042362,ENSLBET00000012790,ENSDCDT00000017503,ENSHHUT00000024308,ENSMAMT00000031789,ENSHHUT00000024305,ENSLBET00000012723,ENSCSET00000007850,ENSELUT00000042642,ENSLBET00000012737,ENSLBET00000012761,ENSSDUT00000012158,ENSEEET00000050881,ENSATET00000011724,ENSELUT00000034488,ENSBSLT00000002544,ENSMALT00000031329,ENSCSET00000007843,ENSBSLT00000002548,ENSCSET00000007847,ENSLBET00000012818,ENSPNAT00000003820,ENSLCRT00005066357
ENSCGOT00000041530,1.0,0.7175369054127939,0.8875161498708011,0.5419157415314546,0.7218105887107639,0.8732403545359749,0.7218105887107639,0.8623211446740858,0.7901859029100703,0.6931453768038482,0.8422698838248436,0.864920744314266,0.8896153846153846,0.7770642201834862,0.8713847359143435,0.6931453768038482,0.8598936721991701,0.8678007921563535,0.7901859029100703,0.8589676405083191,0.7923816952678107,0.890358296170998,0.5113138686131387,0.9171142025234552
ENSHHUT00000042362,0.7175369054127939,1.0,0.6981878088962109,0.5349812084417461,0.9683831376734259,0.708660883708322,0.9683831376734259,0.6761687571265679,0.6611936231094154,0.8530650444548432,0.6515404461982092,0.6664320900774102,0.7328015272380173,0.846788990825688,0.6978368481725097,0.8530650444548432,0.7190751445086705,0.6918683709545825,0.6611936231094154,0.7190751445086705,0.6611936231094154,0.7041523870247868,0.5405607476635514,0.7084041035396427
ENSLBET00000012790,0.8875161498708011,0.6981878088962109,1.0,0.5319240354043139,0.7012837393021725,0.8637099384914212,0.7012837393021725,1.0,0.7878689059188,0.6770696452036794,0.9719416386083053,0.9989021329987453,0.8656632775598431,0.7799043062200957,0.8590625758924958,0.6770696452036794,0.8383618955668195,0.8539626001780944,0.7878689059188,0.8383618955668195,0.7878689059188,1.0,0.4973661106233538,0.8901240534879974
ENSDCDT00000017503,0.5419157415314546,0.5349812084417461,0.5319240354043139,1.0,0.5338922836435981,0.5274780247266491,0.5338922836435981,0.5237161198288159,0.5128223598905057,0.5249200142196943,0.5142714902090939,0.5117320160543377,0.5317224812773774,0.7195571955719557,0.5330225887414844,0.5257313687806962,0.5407396910868641,0.52894438138479,0.5128223598905057,0.5392662654055603,0.5142755428978284,0.5516204477113265,0.4602336977007162,0.5362606232294618
ENSHHUT00000024308,0.7218105887107639,0.9683831376734259,0.7012837393021725,0.5338922836435981,1.0,0.7048298129960985,1.0,0.6821957973611338,0.6591572233154644,0.8523963730569948,0.6557849984816277,0.673928320449754,0.7314565976887933,0.8431192660550458,0.6920167499662299,0.8515954641350211,0.7164589197158557,0.6960705693664796,0.6591572233154644,0.7147114603088593,0.6622356495468278,0.70580307594736,0.5283363802559415,0.7126405998928763
ENSMAMT00000031789,0.8732403545359749,0.708660883708322,0.8637099384914212,0.5274780247266491,0.7048298129960985,1.0,0.7048298129960985,0.8294797687861272,0.7910880010531166,0.674451191032228,0.8113349368610944,0.8330348532855765,0.8565623992260561,0.7761467889908257,0.8716304632295211,0.674451191032228,0.8492485099766779,0.8699797557630772,0.7910880010531166,0.8529986962190352,0.7885646997252388,0.8687831501268353,0.528156054471844,0.876970994744014
ENSHHUT00000024305,0.7218105887107639,0.9683831376734259,0.7012837393021725,0.5338922836435981,1.0,0.7048298129960985,1.0,0.6821957973611338,0.6591572233154644,0.8519468560905025,0.6557849984816277,0.673928320449754,0.7314565976887933,0.8431192660550458,0.6920167499662299,0.8515954641350211,0.7164589197158557,0.6936438251574728,0.6591572233154644,0.7114132886511568,0.6622356495468278,0.70580307594736,0.5283363802559415,0.7126405998928763
ENSLBET00000012723,0.8623211446740858,0.6761687571265679,1.0,0.5237161198288159,0.6821957973611338,0.8294797687861272,0.6821957973611338,1.0,0.7624354005167958,0.6492596720267473,1.0,0.9988767650834403,0.8413999684691786,0.0,0.8241052800513561,0.6492596720267473,0.8229334191058219,0.8224871134020618,0.7624354005167958,0.8229334191058219,0.7624354005167958,1.0,0.4610303830911493,0.8731093774876612
ENSCSET00000007850,0.7901859029100703,0.6611936231094154,0.7878689059188,0.5128223598905057,0.6591572233154644,0.7910880010531166,0.6591572233154644,0.7624354005167958,1.0,0.630509386986071,0.7444041137326074,0.7576682859125607,0.781618173533815,0.7541284403669725,0.794588915156291,0.630509386986071,0.7731218588864956,0.7930098629774277,1.0,0.7731218588864956,1.0,0.7995060966198487,0.5106701609883939,0.7893566945606695
ENSELUT00000042642,0.6931453768038482,0.8530650444548432,0.6770696452036794,0.5249200142196943,0.8523963730569948,0.674451191032228,0.8519468560905025,0.6492596720267473,0.630509386986071,1.0,0.6285289747399703,0.6490066225165563,0.7163323782234957,0.8128440366972477,0.6619331502444906,1.0,0.6904952076677316,0.6696274691767201,0.630509386986071,0.6889083204412457,0.6334398721534159,0.6792334275840403,0.5286391827800073,0.6905093976223683
