,ENSECAT00000014007,ENSCAFT00020008117,ENSFDAT00000008951,ENSFDAT00000008941,ENSLCOT00000017876,ENSPVIT00000032215,ENSBBBT00000004964,ENSBTAT00000013680,ENSODET00000023633,ENSCPOT00000011489,ENSHGLT00000022839,ENSNVIT00000025709,ENSCPRT00005031392,ENSEBUT00000005670,ENSPPRT00000017992,ENSEAST00005026215,ENSGALT00000092172,ENSMGAT00000012530,ENSSSCT00000062422,ENSFALT00000006426,ENSCPUT00000024088,ENSCHIT00000022096,ENSCAFT00000014966,ENSGAGT00000012281,ENSNVIT00000025729,ENSACAT00000003489,ENSLSDT00000027153,ENSCCNT00000018792,ENSAMET00000018517,ENSNVIT00000002442,ENSUAMT00000023577,ENSSMRT00000023287,ENSNPET00000004789,ENSVVUT00000049040,ENSSMRT00000023288,ENSUAMT00000023578,ENSBTAT00000085148,ENSARWT00000016945,ENSMLUT00000004544,ENSMPUT00000008843,ENSAHAT00000002902,ENSTBET00000010850,ENSNMET00000033611,ENSPMJT00000025080,ENSCLAT00000016361,ENSLAFT00000014764,ENSUMAT00000019959,ENSSSCT00000005254,ENSJHYT00000012140,ENSMUNT00000003627,ENSPTIT00000027345,ENSCJPT00005024483,ENSCPBT00000021844,ENSBMUT00000028088,ENSOART00000022115,ENSFCAT00000014725,ENSSCAT00000003464,ENSGALT00000013867
ENSECAT00000014007,1.0,0.9149529452771,0.8783339422725612,0.886655260906758,0.6543269230769231,0.5991332611050921,0.9074333800841514,0.9117028731604765,0.8577509755232352,0.8721461187214612,0.879874651810585,0.8924956369982548,0.709915611814346,0.49329446064139937,0.9204067321178121,0.9961430575035063,0.701336222462983,0.6806308526367669,0.9341275402943238,0.6510008703220191,0.719324391455539,0.9127948534667619,0.9149529452771,0.7018135807676086,0.8912429378531074,0.6417785234899329,0.670278078728783,0.8820276497695853,0.9148786493141048,0.570154577883472,0.924547983310153,0.6013001083423619,0.708649468892261,0.9122257053291536,0.6013001083423619,0.9163179916317992,0.9145790554414784,0.70223534373682,0.9003181336161188,0.8898157803267293,-0.02515723270440251,0.8919701986754967,0.7,0.6785843264716505,0.8596429821491075,0.8790351188364668,0.9222264582539077,0.9341275402943238,0.65625,0.64375,0.9184692179700499,0.6860879904875149,0.678945467677862,0.9117028731604765,0.9145957297864893,0.9190042075736325,0.6466346153846154,0.6977339181286549
ENSCAFT00020008117,0.9149529452771,1.0,0.8783685360524399,0.8716965046888321,0.6580583452893353,0.5964786201940352,0.9191355873126525,0.9240153363541304,0.8727080394922426,0.8704608938547486,0.891016713091922,0.9358661554548623,0.7067433350757972,0.4913194444444444,0.9344719414430115,0.9177413733008016,0.6956521739130435,0.6642120765832106,0.9393516904844894,0.6583044982698962,0.7252475247524752,0.9263345195729538,1.0,0.6971093422706326,0.9351198871650211,0.6280716368179925,0.6762486525332375,0.8915939366100137,0.9553288779458319,0.5699115044247788,0.9607093184979137,0.6090549766439094,0.7280966767371602,0.9940787182166493,0.6090549766439094,0.9535099953509996,0.9343185550082101,0.7163803937997486,0.8988011283497884,0.9381299965241571,-0.01342281879194629,0.8922822946760215,0.6899849018621037,0.678404599353216,0.896131056117114,0.9002115655853314,0.9626382005337399,0.9393516904844894,0.6628407460545194,0.646102343376375,0.9351239669421487,0.6820058997050148,0.6640316205533597,0.9240153363541304,0.9278494248867201,0.9330777274311607,0.662362505978001,0.692
ENSFDAT00000008951,0.8783339422725612,0.8783685360524399,1.0,1.0,0.6495683087861859,0.6072982116964717,0.8530749789385004,0.8542544229149115,0.901062416998672,0.9082174462705436,0.9412831241283124,0.8784520668425682,0.7107611548556431,0.48083623693379796,0.8768724881256851,0.8743149433686518,0.5855574579514553,0.6308548968227973,0.8936792108147606,0.6600381367474802,0.592436974789916,0.838562091503268,0.8667315175097277,0.5208017334777898,0.762478184991274,0.6499162479061976,0.6718221362977284,0.8916782891678289,0.8692476260043828,0.5324561403508772,0.8797675263349074,0.6105984708673873,0.6128608923884514,0.8613904205860093,0.6105984708673873,0.8619329388560157,0.8384924717104648,0.628099173553719,0.8695957327344188,0.867616254713029,-0.0013896931094383724,0.8588789682539683,0.5604767879548306,0.5863631785678316,0.9241786015164279,0.8520485584218513,0.8043942630454685,0.8936792108147606,0.659725749111224,0.6429659725749112,0.7223884318125156,0.561560203504805,0.575310815271207,0.8551994036526277,0.8525004209462873,0.8823529411764706,0.6480301274623407,0.5521818008211592
ENSFDAT00000008941,0.886655260906758,0.8716965046888321,1.0,1.0,0.6494582536647546,0.6040663456393793,0.85231037489102,0.8533077660594439,0.8916539050535988,0.9088530309638029,0.9378138847858198,0.8749291517098055,0.7016611295681063,0.47655068078668683,0.8763371844244758,0.8823277706461276,0.5829572882778885,0.6260284218399401,0.899443731279418,0.6600428003668602,0.592436974789916,0.8287210172026926,0.8644374152733846,0.5171007927519818,0.750468340202323,0.6604627766599598,0.6730872124130551,0.8919544027754832,0.8702518139137857,0.5303191489361702,0.8739923631735257,0.6059534335396405,0.5983118172790467,0.8581760650921008,0.6059534335396405,0.8492647058823529,0.8384924717104648,0.6238548589904797,0.8686988847583643,0.8642340079775447,-0.002866013852400373,0.8527067875790052,0.5604767879548306,0.5844264875642775,0.923539668700959,0.8522201866876036,0.7893092676154113,0.899443731279418,0.6590184831102613,0.6500956022944551,0.7130674363684072,0.55748963883955,0.5714449409877392,0.85418480890179,0.8506787330316742,0.8793324775353016,0.6464613368283093,0.5483967040603593
ENSLCOT00000017876,0.6543269230769231,0.6580583452893353,0.6495683087861859,0.6494582536647546,1.0,0.6884026258205689,0.6521948866377231,0.6579961464354528,0.6495601173020528,0.6639304683727668,0.6568160152526216,0.6572522738152226,0.834625322997416,0.49344457687723486,0.6545893719806763,0.6499759268175253,0.7753686036426712,0.8214871514488792,0.6633045148895294,0.9588621444201313,0.8351863963374755,0.6430693069306931,0.6556179775280899,0.775,0.6517509727626459,0.704070981210856,0.887964989059081,0.677063339731286,0.6593992248062015,0.5387387387387388,0.665395614871306,0.6855873642645607,0.8773006134969326,0.6497191011235955,0.6855873642645607,0.660048426150121,0.6656608328304164,0.931223371880706,0.6321446018563752,0.6563541170871013,-0.014775016789791762,0.6612981942410933,0.8239533287577213,0.8971553610503282,0.643302928468555,0.6413522782949534,0.6673740053050398,0.6633045148895294,0.9417632785117283,0.9225382932166302,0.6600234466588512,0.8154574132492114,0.8313008130081301,0.6579961464354528,0.6531986531986532,0.6532882011605415,0.9619256017505471,0.7721073471183458
ENSPVIT00000032215,0.5991332611050921,0.5964786201940352,0.6072982116964717,0.6040663456393793,0.6884026258205689,1.0,0.5951540813926135,0.5980253878702397,0.6105417276720352,0.6070838252656434,0.591513173233854,0.6142497301187477,0.6665094339622641,0.46066746126340874,0.607324147933285,0.6026753434562545,0.6555176336746302,0.5792764627065654,0.6250451100685673,0.6847440446021288,0.6636587366694011,0.6006637168141593,0.5964786201940352,0.7409591194968553,0.6096139839766934,0.82070606902023,0.6795340338053906,0.5799099606077659,0.5973884657236126,0.49129129129129123,0.6010752688172043,0.8309701492537314,0.6799379524301965,0.5946140035906643,0.8309701492537314,0.5559322033898305,0.5893089960886571,0.7137466307277628,0.5749467203409898,0.5899061032863849,0.016973125884017004,0.5823705605477107,0.6913809082483782,0.6859485310863129,0.5922968529826209,0.5730869462212745,0.6082234290147401,0.6250451100685673,0.7139084507042254,0.6749890494962768,0.6081220900155199,0.6367199276454628,0.7759522031366691,0.5980253878702397,0.590898428336852,0.6084905660377359,0.6837422485845241,0.6529115084823476
ENSBBBT00000004964,0.9074333800841514,0.9191355873126525,0.8530749789385004,0.85231037489102,0.6521948866377231,0.5951540813926135,1.0,0.9989904816844534,0.872959545777147,0.8531746031746031,0.8784270890223921,0.900508540878863,0.7192796610169492,0.47772567409144195,0.9172220273588214,0.9105576990529639,0.6119151800740491,0.6636046879949319,0.9278206026629292,0.6584590945194599,0.6086816027574321,0.9910650464617584,0.8954108858057631,0.5887621150779045,0.9004783212467212,0.6376628835645229,0.6326664480157429,0.8961269690868174,0.9176925782623989,0.5402551693796744,0.9318497913769124,0.5884615384615385,0.7128309572301426,0.8914087513340448,0.6107534365756047,0.9200371920037193,0.9988630826701316,0.6349163879598663,0.8845308723357503,0.8935635449677631,0.060463290145268966,0.8425992779783393,0.5875080489375403,0.5892797038034332,0.8580598629642986,0.8508993715235137,0.9233701868089973,0.9278206026629292,0.6579835986493006,0.6497829232995659,0.9198057680988817,0.5893543248055477,0.5892210144927537,0.9964530621896429,0.9778113968734241,0.9224833391792353,0.6501826355717898,0.6108345287317526
ENSBTAT00000013680,0.9117028731604765,0.9240153363541304,0.8542544229149115,0.8533077660594439,0.6579961464354528,0.5980253878702397,0.9989904816844534,1.0,0.8769939737681673,0.8539998557310827,0.8799563080283997,0.9023340722388838,0.7186673717609731,0.4850789935634874,0.9211632796075683,0.9145059565522075,0.6118448725498443,0.6632911392405063,0.9327259985984583,0.6616402116402117,0.6085926564014214,0.9960686204431737,0.8964168222637148,0.5886681383370125,0.9022208513263418,0.6427371956339211,0.6346500573676447,0.8974662562159602,0.9226169539219135,0.5464144302683678,0.9367176634214186,0.5915962080450935,0.7122521606507372,0.8924157553125278,0.6128695652173913,0.9265457926545793,1.0,0.6347953998395293,0.885777045579352,0.8950934324117583,0.06181925228142482,0.8459687123947052,0.587409886714727,0.5903087406410364,0.8588837611768099,0.851910712995738,0.9287075867327488,0.9327259985984583,0.6637764932562621,0.649325626204239,0.9214590380938373,0.5892823683717444,0.589151498686951,0.9973207249802994,0.9788199697428139,0.9264190609670637,0.6535654126895003,0.6107642989708115
ENSODET00000023633,0.8577509755232352,0.8727080394922426,0.901062416998672,0.8916539050535988,0.6495601173020528,0.6105417276720352,0.872959545777147,0.8769939737681673,1.0,0.9392108069676502,0.930961606199366,0.870409604519774,0.7107790821771611,0.4466824644549763,0.8694109297374024,0.8608942512420156,0.6742313323572474,0.6385185185185185,0.8723856788372918,0.6450617283950617,0.7024835276229092,0.8381595881595881,0.8727080394922426,0.6407007081625047,0.8313214739517154,0.6495327102803738,0.6683748169838946,0.8905007019185774,0.8671793079342887,0.5503554502369669,0.8758353851565248,0.5948023426061494,0.6220331392745185,0.8699788583509513,0.5948023426061494,0.8596001859600186,0.833879781420765,0.6558192955589587,0.8475588338602037,0.8604078762306611,-0.030562347188264116,0.8729304635761589,0.6306898169873298,0.6705710102489019,0.9486543909348442,0.8896332863187588,0.8410483321987747,0.8723856788372918,0.6515151515151515,0.6202346041055719,0.9001684919966302,0.6522511848341233,0.6606881405563689,0.8769939737681673,0.873229461756374,0.8747338537970192,0.6510263929618768,0.6159158171654061
ENSCPOT00000011489,0.8721461187214612,0.8704608938547486,0.9082174462705436,0.9088530309638029,0.6639304683727668,0.6070838252656434,0.8531746031746031,0.8539998557310827,0.9392108069676502,1.0,0.9289617486338798,0.8667797494780793,0.7124802527646129,0.4504084014002334,0.8754836440379881,0.869198312236287,0.6038708586883029,0.6371989860583016,0.8908388908388908,0.66657824933687,0.5998270457247865,0.8861439312567132,0.8633208756006406,0.5889216408744781,0.8712168004941322,0.6579831932773109,0.6469811943253052,0.8946058091286307,0.8812544045102184,0.5125384953805543,0.8854057819575061,0.6175186231697919,0.7049263585576435,0.8604485582057672,0.6260489510489511,0.8704566635601119,0.8525469168900804,0.6307733619763695,0.8439942750192667,0.8598294336321889,0.06621274916123943,0.8426506024096385,0.575452196382429,0.5956727518593644,0.9264769608551207,0.8408006937418702,0.8792971734148205,0.8908388908388908,0.6750362143891839,0.650410429744085,0.8772626931567329,0.5846732487070992,0.5835000909587047,0.8534700315457413,0.8498126261170366,0.8779458318677453,0.6610312764158918,0.6027629460123739
