,FBtr0077427,ENSCSAVT00000006146,FBtr0112899,FBtr0077604,FBtr0112898,FBtr0078158,FBtr0078159,FBtr0100310,FBtr0100309,FBtr0100308,FBtr0077426,FBtr0100307,FBtr0330646,FBtr0078156,FBtr0078157
FBtr0077427,1.0,0.5351601188511059,1.0,0.4909228441754917,1.0,0.4701523690252557,0.4701523690252557,0.5105990783410138,0.5105990783410138,0.4701523690252557,1.0,0.4701523690252557,0.5105990783410138,0.4701523690252557,0.4701523690252557
ENSCSAVT00000006146,0.5351601188511059,1.0,0.5351601188511059,0.43326371748623504,0.4875804967801287,0.43305785123966944,0.43305785123966944,0.4590013742556116,0.47054840893703453,0.43305785123966944,0.5351601188511059,0.43305785123966944,0.4590013742556116,0.43305785123966944,0.43305785123966944
FBtr0112899,1.0,0.5351601188511059,1.0,0.4909228441754917,1.0,0.4701523690252557,0.4701523690252557,0.5105990783410138,0.5105990783410138,0.4701523690252557,1.0,0.4701523690252557,0.5105990783410138,0.4701523690252557,0.4701523690252557
FBtr0077604,0.4909228441754917,0.43326371748623504,0.4909228441754917,1.0,0.4909228441754917,0.43366389707853115,0.43366389707853115,0.47633744855967075,0.47633744855967075,0.43366389707853115,0.4909228441754917,0.43366389707853115,0.4695024077046549,0.43366389707853115,0.43366389707853115
FBtr0112898,1.0,0.4875804967801287,1.0,0.4909228441754917,1.0,0.4590814761346206,0.4590814761346206,0.4396751740139211,0.4396751740139211,0.4590814761346206,1.0,0.4590814761346206,0.4396751740139211,0.4590814761346206,0.4590814761346206
FBtr0078158,0.4701523690252557,0.43305785123966944,0.4701523690252557,0.43366389707853115,0.4590814761346206,1.0,1.0,1.0,1.0,1.0,0.4701523690252557,1.0,1.0,1.0,1.0
FBtr0078159,0.4701523690252557,0.43305785123966944,0.4701523690252557,0.43366389707853115,0.4590814761346206,1.0,1.0,1.0,1.0,1.0,0.4701523690252557,1.0,1.0,1.0,1.0
FBtr0100310,0.5105990783410138,0.4590013742556116,0.5105990783410138,0.47633744855967075,0.4396751740139211,1.0,1.0,1.0,1.0,1.0,0.5105990783410138,1.0,1.0,1.0,1.0
FBtr0100309,0.5105990783410138,0.47054840893703453,0.5105990783410138,0.47633744855967075,0.4396751740139211,1.0,1.0,1.0,1.0,1.0,0.5105990783410138,1.0,1.0,1.0,1.0
FBtr0100308,0.4701523690252557,0.43305785123966944,0.4701523690252557,0.43366389707853115,0.4590814761346206,1.0,1.0,1.0,1.0,1.0,0.4701523690252557,1.0,1.0,1.0,1.0
FBtr0077426,1.0,0.5351601188511059,1.0,0.4909228441754917,1.0,0.4701523690252557,0.4701523690252557,0.5105990783410138,0.5105990783410138,0.4701523690252557,1.0,0.4701523690252557,0.5105990783410138,0.4701523690252557,0.4701523690252557
FBtr0100307,0.4701523690252557,0.43305785123966944,0.4701523690252557,0.43366389707853115,0.4590814761346206,1.0,1.0,1.0,1.0,1.0,0.4701523690252557,1.0,1.0,1.0,1.0
FBtr0330646,0.5105990783410138,0.4590013742556116,0.5105990783410138,0.4695024077046549,0.4396751740139211,1.0,1.0,1.0,1.0,1.0,0.5105990783410138,1.0,1.0,1.0,1.0
FBtr0078156,0.4701523690252557,0.43305785123966944,0.4701523690252557,0.43366389707853115,0.4590814761346206,1.0,1.0,1.0,1.0,1.0,0.4701523690252557,1.0,1.0,1.0,1.0
FBtr0078157,0.4701523690252557,0.43305785123966944,0.4701523690252557,0.43366389707853115,0.4590814761346206,1.0,1.0,1.0,1.0,1.0,0.4701523690252557,1.0,1.0,1.0,1.0
