,FBtr0074894,ENSPVIT00000006161,ENSSMRT00000005336,FBtr0330181,F21C3.5.1,ENSSMRT00000000154,ENSNSUT00000007231,ENSCABT00000001210,ENSPVIT00000006204,ENSCCET00000003197,ENSACAT00000003533,ENSCCET00000003198,ENSACAT00000004270,ENSGAGT00000021430
FBtr0074894,1.0,0.47320924985899604,0.5578116187253243,1.0,0.5300988319856245,0.5442908346134152,0.5318668922729837,0.46813310772701633,0.49885321100917435,0.5109938434476693,0.47707979626485564,0.4498194945848375,0.5057167985927881,0.4703891708967851
ENSPVIT00000006161,0.47320924985899604,1.0,0.758988421694089,0.47320924985899604,0.44482421875,0.5889921372408864,0.7431796801505174,0.7114906832298137,0.9516456724908574,0.6623870660960532,0.7494679233809669,0.6623870660960532,0.7585593597154291,0.6877761413843888
ENSSMRT00000005336,0.5578116187253243,0.758988421694089,1.0,0.5578116187253243,0.4499532273152479,0.6965662228451296,0.7461913467397928,0.7416209628275442,0.7837623762376238,0.7146129180027485,0.7786561264822134,0.7146129180027485,0.8328145842596709,0.7592931139549055
FBtr0330181,1.0,0.47320924985899604,0.5578116187253243,1.0,0.5300988319856245,0.5442908346134152,0.5318668922729837,0.46813310772701633,0.49885321100917435,0.5109938434476693,0.47707979626485564,0.4498194945848375,0.5057167985927881,0.4703891708967851
F21C3.5.1,0.5300988319856245,0.44482421875,0.4499532273152479,0.5300988319856245,1.0,0.5707547169811321,0.4127061105722599,0.4196891191709844,0.45242847638057215,0.3696927856403176,0.3753971856559237,0.3362487852283771,0.3756805807622505,0.4190387307512833
ENSSMRT00000000154,0.5442908346134152,0.5889921372408864,0.6965662228451296,0.5442908346134152,0.5707547169811321,1.0,0.6348517715112075,0.5844815083393764,0.6065573770491803,0.6957547169811321,0.6405325443786982,0.6957547169811321,0.8337182448036952,0.602610587382161
ENSNSUT00000007231,0.5318668922729837,0.7431796801505174,0.7461913467397928,0.5318668922729837,0.4127061105722599,0.6348517715112075,1.0,0.6968944099378882,0.7490952955367913,0.6549596582819174,0.7072058376406203,0.6549596582819174,0.7092040907069809,0.6879215205395462
ENSCABT00000001210,0.46813310772701633,0.7114906832298137,0.7416209628275442,0.46813310772701633,0.4196891191709844,0.5844815083393764,0.6968944099378882,1.0,0.7314814814814815,0.665590405904059,0.6965643052599574,0.665590405904059,0.7189862160960427,0.9665849172286941
ENSPVIT00000006204,0.49885321100917435,0.9516456724908574,0.7837623762376238,0.49885321100917435,0.45242847638057215,0.6065573770491803,0.7490952955367913,0.7314814814814815,1.0,0.6705426356589147,0.7552204176334106,0.6705426356589147,0.7598280098280098,0.7247414478918058
ENSCCET00000003197,0.5109938434476693,0.6623870660960532,0.7146129180027485,0.5109938434476693,0.3696927856403176,0.6957547169811321,0.6549596582819174,0.665590405904059,0.6705426356589147,1.0,0.6681494661921709,1.0,0.6701846965699209,0.6654478976234004
ENSACAT00000003533,0.47707979626485564,0.7494679233809669,0.7786561264822134,0.47707979626485564,0.3753971856559237,0.6405325443786982,0.7072058376406203,0.6965643052599574,0.7552204176334106,0.6681494661921709,1.0,0.6681494661921709,0.9982214317474433,0.7087260565521435
ENSCCET00000003198,0.4498194945848375,0.6623870660960532,0.7146129180027485,0.4498194945848375,0.3362487852283771,0.6957547169811321,0.6549596582819174,0.665590405904059,0.6705426356589147,1.0,0.6681494661921709,1.0,0.6701846965699209,0.6654478976234004
ENSACAT00000004270,0.5057167985927881,0.7585593597154291,0.8328145842596709,0.5057167985927881,0.3756805807622505,0.8337182448036952,0.7092040907069809,0.7189862160960427,0.7598280098280098,0.6701846965699209,0.9982214317474433,0.6701846965699209,1.0,0.7269897732325478
ENSGAGT00000021430,0.4703891708967851,0.6877761413843888,0.7592931139549055,0.4703891708967851,0.4190387307512833,0.602610587382161,0.6879215205395462,0.9665849172286941,0.7247414478918058,0.6654478976234004,0.7087260565521435,0.6654478976234004,0.7269897732325478,1.0
