,ENSLBET00000022952,ENSHCOT00000017429,ENSLCRT00005009843,ENSAOCT00000011249,ENSPRNT00000008661,ENSEBUT00000017484,ENSPFOT00000017180,ENSAPET00000007389,ENSPRNT00000008651,ENSKMAT00000024474,ENSPRET00000016665,ENSCVAT00000005493,ENSPMET00000017562,ENSPRET00000016709,ENSLCRT00005009836,ENSLCRT00005009859,ENSAOCT00000011284,ENSGAFT00000024716,ENSLCRT00005009842,ENSXCOT00000019747,ENSFHET00000021572,ENSPMGT00000028780,ENSSPAT00000006440,ENSXMAT00000015398,ENSORLT00000025493,ENSXCOT00000019745,ENSLBET00000013781,ENSLCRT00005009834,ENSPLAT00000017098,ENSAPOT00000025488,ENSTRUT00000052750,ENSLCRT00005009815,ENSGAFT00000024703
ENSLBET00000022952,1.0,0.8302712160979877,0.8808993530597095,0.8863138114625744,0.835828534868842,0.7312871907297213,0.8440036068530208,0.8851654661238125,0.8445557991439607,0.8847478860006264,0.8467470832509393,0.8680446810731809,0.8430861723446894,0.8324803395331419,0.882346800292306,0.882346800292306,0.873305833824396,0.8438922985547417,0.882346800292306,0.8518261214767765,0.8614748449345279,0.8248062015503876,0.8748303580749557,0.8479944400317713,0.8561262376237624,0.0,0.9959391920033319,0.8640247495580436,0.846601163023862,0.8759787034137175,0.8109069353882632,0.882346800292306,0.0
ENSHCOT00000017429,0.8302712160979877,1.0,0.7826430459752651,0.8014611599821082,0.7693105571942562,0.704487141237544,0.8569256001192783,0.8022364693603697,0.7693156403757269,0.8037572685254212,0.8678097510064112,0.7855480637269526,0.8546891307589086,0.8684907044229727,0.784613090800656,0.7776003042403499,0.797640563898656,0.8582677165354331,0.7837474404816479,0.8573928258967629,0.8727395037790353,0.8078708741385564,0.8029521395556881,0.8604741315043984,0.8035192365046228,0.8364391840846135,0.8296879556722077,0.7782095997342634,0.8564783062472044,0.7932905919188907,0.6685472496473907,0.784613090800656,0.8220851170989675
ENSLCRT00005009843,0.8808993530597095,0.7826430459752651,1.0,0.8757238747038695,0.8590966805731907,0.7355690307883012,0.8101175962221057,0.875415555774991,0.860644210808277,0.8625434056214375,0.8048996819182774,0.8473041978911069,0.8092060549891875,0.8009236673496601,1.0,0.9859230960883647,0.8723142588439557,0.8140683261110552,1.0,0.815600687076892,0.8166796506621837,0.7943936195167722,0.8907543622390078,0.8079615183003916,0.836986925128472,0.818018249582316,0.8822904493785191,1.0,0.8091633712308453,0.876613063331348,0.7544290475355201,1.0,0.8100970873786407
ENSAOCT00000011249,0.8863138114625744,0.8014611599821082,0.8757238747038695,1.0,0.8626481520443229,0.7440847025404306,0.8308237646559821,0.9941282746160794,0.865982707446122,0.8825399884370785,0.8286392024981984,0.8647148068046095,0.8300685305355086,0.8232748950354155,0.8775003226222738,0.862959611746319,1.0,0.84320730376104,0.8771140162171107,0.8449905482041588,0.8375849660135946,0.8242142472911703,0.9235707833268809,0.833227397923666,0.8610774238845982,0.8317696954119008,0.8876921468158527,0.872600914623168,0.8309679767103348,0.9535423925667829,0.7448754870404879,0.8775003226222738,0.8292556634304207
ENSPRNT00000008661,0.835828534868842,0.7693105571942562,0.8590966805731907,0.8626481520443229,1.0,0.7415197961161564,0.7976429535503835,0.860735959588873,1.0,0.8481061267236865,0.7893603835741544,0.8374323224459465,0.7967905628047977,0.7894442617560014,0.8588315120348546,0.8474314587816973,0.8617945535518726,0.7942787583688375,0.8600668798000956,0.7933713730727207,0.7985742060920286,0.7795005648837119,0.8686041608096711,0.7928508065840917,0.8313044081434467,0.8090219766096902,0.835828534868842,0.8568471757046626,0.7982600672246755,0.8590037773149293,0.7228706232927737,0.8588315120348546,0.8147572815533981
ENSEBUT00000017484,0.7312871907297213,0.704487141237544,0.7355690307883012,0.7440847025404306,0.7415197961161564,1.0,0.7120339496817217,0.7424115215706536,0.7485839212958363,0.7369283671305075,0.711328746958272,0.7393142931494373,0.7122356724613937,0.7101077475628528,0.7362352168199737,0.7297581051570636,0.7414081698066171,0.7018954053785849,0.736332670061718,0.7137598248930455,0.7205117952818872,0.7295396910781526,0.7325110873717264,0.7102840530555388,0.7340102819554875,0.674206400205629,0.7309421729582767,0.7325453344101021,0.7124305955884583,0.7390005520018184,0.6569190600522193,0.7362352168199737,0.6792233009708738
ENSPFOT00000017180,0.8440036068530208,0.8569256001192783,0.8101175962221057,0.8308237646559821,0.7976429535503835,0.7120339496817217,1.0,0.8323688914472688,0.7997697458114945,0.8357621110673493,0.9785911602209945,0.8356471658078205,0.9964250007574151,0.9783660780103202,0.8127669888205532,0.7992498936704945,0.8264537209922646,0.9577255135456981,0.8116784238167749,0.963287235100985,0.9104758096761295,0.8178738446809294,0.8318538491835066,0.9730924059444899,0.8237379552754378,0.9787124903821492,0.8425007514277126,0.8043016552607626,0.997303602266186,0.8249159269245917,0.6961557021071256,0.8127669888205532,0.972557065914337
ENSAPET00000007389,0.8851654661238125,0.8022364693603697,0.875415555774991,0.9941282746160794,0.860735959588873,0.7424115215706536,0.8323688914472688,1.0,0.8642246248184605,0.8826042268902164,0.830170550084074,0.8651834151382072,0.8316150160713203,0.8249094580301913,0.8771986445054059,0.8626563528637261,0.9935222095671982,0.842115709040389,0.8768043967686399,0.8438961297383345,0.837265093962415,0.8239837085990932,0.9238986606422462,0.8340446139411,0.8625454777557924,0.8371674591954762,0.8865418801631287,0.8722622478386167,0.8325145560407569,0.9532031628207197,0.7457254105298798,0.8771986445054059,0.8346925566343042
ENSPRNT00000008651,0.8445557991439607,0.7693156403757269,0.860644210808277,0.865982707446122,1.0,0.7485839212958363,0.7997697458114945,0.8642246248184605,1.0,0.8517055309308151,0.7921270718232044,0.8403552721475746,0.7989872035902723,0.787026056857152,0.8610828380996158,0.8514834865080364,0.862863041002278,0.8078793291654263,0.862275852770662,0.8111630683514078,0.80171931227509,0.7808345500653193,0.8708101462404555,0.7960592027603741,0.834301397842599,0.8090219766096902,0.8468053957962982,0.8582119666899006,0.8003396409509946,0.8603232297007853,0.7661164205039096,0.8610828380996158,0.8147572815533981
ENSKMAT00000024474,0.8847478860006264,0.8037572685254212,0.8625434056214375,0.8825399884370785,0.8481061267236865,0.7369283671305075,0.8357621110673493,0.8826042268902164,0.8517055309308151,1.0,0.835635359116022,0.8641257190603208,0.8360118867123537,0.8303900516009102,0.8643283869724417,0.8487084870848709,0.8796427558831869,0.834276074228441,0.863667797279942,0.8397174410506417,0.8435825669732108,0.8119188503803888,0.8877433031412604,0.8358606495353975,0.864077360056169,0.852589641434263,0.8846596256404894,0.8583880340040891,0.8348495875788452,0.8759876662169975,0.7263756481016892,0.8643283869724417,0.8459546925566344
ENSPRET00000016665,0.8467470832509393,0.8678097510064112,0.8048996819182774,0.8286392024981984,0.7893603835741544,0.711328746958272,0.9785911602209945,0.830170550084074,0.7921270718232044,0.835635359116022,1.0,0.831105236278427,0.9767295219793418,1.0,0.8076207062214749,0.7939238372538503,0.8234924830662481,0.9749851690725727,0.8073057953144266,0.9734032034803243,0.9197240389216781,0.8137637072388794,0.828158779726159,0.9742973816958924,0.8213159554340971,0.9809779139537853,0.8452639905082064,0.7989043292357029,0.9772699975978861,0.8220634158059092,0.6926262143653448,0.8076207062214749,0.9673177582024767
ENSCVAT00000005493,0.8680446810731809,0.7855480637269526,0.8473041978911069,0.8647148068046095,0.8374323224459465,0.7393142931494373,0.8356471658078205,0.8651834151382072,0.8403552721475746,0.8641257190603208,0.831105236278427,1.0,0.8356845969479081,0.8272832221652129,0.8482935875329407,0.8385293752328903,0.8612130061611881,0.8435050114121266,0.8461615554219283,0.8561337180380062,0.8458216713314675,0.8059632675017291,0.8620957560454501,0.8363818060686815,0.8388095922342498,0.8254723043310629,0.8679284743281397,0.8430582770883228,0.8358870111350466,0.8621943695814528,0.7444045788484538,0.8482935875329407,0.8135922330097087
ENSPMET00000017562,0.8430861723446894,0.8546891307589086,0.8092060549891875,0.8300685305355086,0.7967905628047977,0.7122356724613937,0.9964250007574151,0.8316150160713203,0.7989872035902723,0.8360118867123537,0.9767295219793418,0.8356845969479081,1.0,0.9763789622127496,0.8118745830553702,0.7978188568334751,0.8256182625237793,0.9579239853130892,0.8102419003793296,0.9660730275594468,0.9089964014394243,0.8157526168362081,0.8326763296743284,0.9723357244468658,0.8237952263973554,0.9764811720858502,0.8415831663326653,0.8033002632111763,0.994602462247559,0.8253077809448723,0.6991335044929397,0.8118745830553702,0.9701415701415701
