	ENSCSAVT00000015136	ENSCSAVT00000015137	ENSCSAVT00000015135	ENSCSAVT00000015132	ENSCSAVT00000015133	ENSCSAVT00000015131	ENSGACT00000012707	ENSCINT00000018712	ENSGACT00000012699	ENSCINT00000013539
ENSCSAVT00000015136	1.0	1.0	0.5237226277372263	0.5237226277372263	0.0	0.9964181048518398	0.33432245301681496	0.6230158730158729	0.31565329883570503	0.4245524296675192
ENSCSAVT00000015137	1.0	1.0	0.5237226277372263	0.5237226277372263	0.0	0.9964181048518398	0.33432245301681496	0.6230158730158729	0.31565329883570503	0.4245524296675192
ENSCSAVT00000015135	0.5237226277372263	0.5237226277372263	1.0	1.0	1.0	0.5036496350364964	0.3865248226950355	0.234113712374582	0.5771144278606966	0.4415130324221233
ENSCSAVT00000015132	0.5237226277372263	0.5237226277372263	1.0	1.0	1.0	0.9300411522633744	0.3865248226950355	0.26975476839237056	0.2906976744186047	0.4494398584905661
ENSCSAVT00000015133	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.42647058823529416	0.2245131729667812	0.3911925425908068
ENSCSAVT00000015131	0.9964181048518398	0.9964181048518398	0.5036496350364964	0.9300411522633744	1.0	1.0	0.33432245301681496	0.58125	0.27509068923821034	0.4590909090909091
ENSGACT00000012707	0.33432245301681496	0.33432245301681496	0.3865248226950355	0.3865248226950355	0.0	0.33432245301681496	1.0	0.20297029702970293	0.9879725085910652	0.0
ENSCINT00000018712	0.6230158730158729	0.6230158730158729	0.234113712374582	0.26975476839237056	0.42647058823529416	0.58125	0.20297029702970293	1.0	0.3909287257019438	0.2371967654986523
ENSGACT00000012699	0.31565329883570503	0.31565329883570503	0.5771144278606966	0.2906976744186047	0.2245131729667812	0.27509068923821034	0.9879725085910652	0.3909287257019438	1.0	0.28136882129277563
ENSCINT00000013539	0.4245524296675192	0.4245524296675192	0.4415130324221233	0.4494398584905661	0.3911925425908068	0.4590909090909091	0.0	0.2371967654986523	0.28136882129277563	1.0
