,ENSCGOT00000050770,ENSHHUT00000033761,ENSELUT00000016411,ENSELUT00000016416,ENSCGOT00000050582,ENSPRNT00000030210,ENSCSET00000007385,ENSLCRT00005046737,ENSAPOT00000014780,ENSCGOT00000050913,ENSLCRT00005046815,ENSLCRT00005046814,ENSCSET00000007389,ENSHHUT00000033756,ENSLCRT00005046789,ENSLBET00000013539,ENSAPET00000031220,ENSCGOT00000050894,ENSCGOT00000050896,ENSSPAT00000004957,ENSLCRT00005046594,ENSAOCT00000019150,ENSPRNT00000030189,ENSPRNT00000030207
ENSCGOT00000050770,1.0,0.8656924147529576,0.8454247174626321,0.839871382636656,1.0,0.9387119113573407,0.8848852040816326,0.9640333975594091,0.9471138342470171,1.0,0.9760299625468165,0.9610840861709521,0.884442911348741,0.8569131832797428,0.9605911330049262,0.930225080385852,0.9436211340206185,1.0,1.0,0.9576188935619541,0.9660708876098152,0.9455716586151369,0.9387119113573407,0.9408033826638478
ENSHHUT00000033761,0.8656924147529576,1.0,0.9170491803278689,0.9122807017543859,0.8679438932603489,0.844400396432111,0.788367405701123,0.8653061224489796,0.849691146190803,0.8654277475168215,0.8957277335264301,0.8653061224489796,0.788367405701123,1.0,0.8614147909967845,0.8631456084038518,0.8571428571428571,0.8695271453590193,0.8645235361653272,0.8631424375917768,0.8606671299513551,0.8551401869158879,0.8498402555910544,0.8459141274238227
ENSELUT00000016411,0.8454247174626321,0.9170491803278689,1.0,1.0,0.8481375358166189,0.8632607062359129,0.7825822168087698,0.8670983657107616,0.8554996405463695,0.8470187393526405,0.8761766835626358,0.8771172367984058,0.7893009517558254,0.9142769981696156,0.8672596647280192,0.8400740969435011,0.8524590163934426,0.8591829956824976,0.8532801418439716,0.8562111801242236,0.8638514743356389,0.8524590163934426,0.8663136995367307,0.8546574845958681
ENSELUT00000016416,0.839871382636656,0.9122807017543859,1.0,1.0,0.842355175688509,0.8513379583746283,0.776135741652983,0.8578947368421053,0.8415873015873016,0.8408472012102874,0.8761766835626358,0.865424430641822,0.7816798361135499,0.9100877192982456,0.8563619799574855,0.8387364921030757,0.8448515126283652,0.8518189884649512,0.8446306169078446,0.8440111420612814,0.8535645472061657,0.8429522752497225,0.8553291998819014,0.8441101152368758
ENSCGOT00000050582,1.0,0.8679438932603489,0.8481375358166189,0.842355175688509,1.0,0.9397344228804902,0.8790347853337511,0.9645905785646538,0.947936507936508,1.0,0.976878612716763,0.9617355654253502,0.8781313473256601,0.8591326369104146,0.9605911330049262,0.9313073757518202,0.9444973041547733,1.0,1.0,0.95828025477707,0.9640333975594091,0.946417247939125,0.9397344228804902,0.9372599231754162
ENSPRNT00000030210,0.9387119113573407,0.844400396432111,0.8632607062359129,0.8513379583746283,0.9397344228804902,1.0,0.8558794628234524,0.9520977865873802,0.9581905414667581,0.930806036069194,0.9733044733044733,0.9520977865873802,0.8558794628234524,0.844400396432111,0.9489833641404806,0.92401717872481,0.9611037234042553,0.9378923026098447,0.9326227636086791,0.9670877659574468,0.953601108033241,0.9591090425531915,1.0,1.0
ENSCSET00000007385,0.8848852040816326,0.788367405701123,0.7825822168087698,0.776135741652983,0.8790347853337511,0.8558794628234524,1.0,0.8641509433962264,0.8723203026481715,0.8813108945969885,0.9009332376166547,0.862366829830118,1.0,0.7840970350404313,0.8809241706161137,0.8401617250673854,0.8620969926849092,0.862366829830118,0.9019384264538198,0.8623679219723652,0.8848852040816326,0.8610132755350853,0.8528649582493522,0.8647959183673469
ENSLCRT00005046737,0.9640333975594091,0.8653061224489796,0.8670983657107616,0.8578947368421053,0.9645905785646538,0.9520977865873802,0.8641509433962264,1.0,0.9555555555555556,0.966626936829559,1.0,1.0,0.862366829830118,0.8578832515002728,1.0,0.9279869067103109,0.955725608089642,0.9673469387755103,0.9572029040886512,0.9621606800109679,1.0,0.9573770491803278,0.9578855649143189,0.9510243277848912
ENSAPOT00000014780,0.9471138342470171,0.849691146190803,0.8554996405463695,0.8415873015873016,0.947936507936508,0.9581905414667581,0.8723203026481715,0.9555555555555556,1.0,0.9422535211267605,0.9733044733044733,0.9519560741249142,0.8708688245315162,0.8422222222222222,0.9505125486037469,0.906984126984127,0.9923882017126546,0.9437199725463281,0.9370199692780338,0.9768253968253968,0.9548532731376975,0.9942929613189601,0.9581905414667581,0.9545893719806763
ENSCGOT00000050913,1.0,0.8654277475168215,0.8470187393526405,0.8408472012102874,1.0,0.930806036069194,0.8813108945969885,0.966626936829559,0.9422535211267605,1.0,0.9702048417132216,0.9641025641025641,0.8806349206349207,0.8583358186698479,0.9665171898355754,0.9221360381861575,0.9444610331442221,1.0,1.0,0.9582958295829583,0.9607430774623203,0.9462686567164179,0.939993616342164,0.9315403422982885
ENSLCRT00005046815,0.9760299625468165,0.8957277335264301,0.8761766835626358,0.8761766835626358,0.976878612716763,0.9733044733044733,0.9009332376166547,1.0,0.9733044733044733,0.9702048417132216,1.0,1.0,0.9009332376166547,0.8957277335264301,1.0,0.9855177407675597,0.9733044733044733,0.976878612716763,0.9702048417132216,0.9783393501805054,1.0,0.9733044733044733,0.9733044733044733,0.9723261032161555
ENSLCRT00005046814,0.9610840861709521,0.8653061224489796,0.8771172367984058,0.865424430641822,0.9617355654253502,0.9520977865873802,0.862366829830118,1.0,0.9519560741249142,0.9641025641025641,1.0,1.0,0.862366829830118,0.8653061224489796,1.0,0.9393586005830904,0.9526730937773883,0.9673469387755103,0.9572029040886512,0.9595426561125769,1.0,0.9544392523364486,0.9578855649143189,0.953601108033241
ENSCSET00000007389,0.884442911348741,0.788367405701123,0.7893009517558254,0.7816798361135499,0.8781313473256601,0.8558794628234524,1.0,0.862366829830118,0.8708688245315162,0.8806349206349207,0.9009332376166547,0.862366829830118,1.0,0.788367405701123,0.8802166294998407,0.8473941837028506,0.8601621308627678,0.862366829830118,0.9019384264538198,0.8604516502605675,0.884442911348741,0.8590040532715691,0.8528649582493522,0.869265263884098
ENSHHUT00000033756,0.8569131832797428,1.0,0.9142769981696156,0.9100877192982456,0.8591326369104146,0.844400396432111,0.7840970350404313,0.8578832515002728,0.8422222222222222,0.8583358186698479,0.8957277335264301,0.8653061224489796,0.788367405701123,1.0,0.8538116591928251,0.8490566037735849,0.8502323039081716,0.8695271453590193,0.8645235361653272,0.8558088437242516,0.8522800256904303,0.8483606557377049,0.8498402555910544,0.8386683738796414
ENSLCRT00005046789,0.9605911330049262,0.8614147909967845,0.8672596647280192,0.8563619799574855,0.9605911330049262,0.9489833641404806,0.8809241706161137,1.0,0.9505125486037469,0.9665171898355754,1.0,1.0,0.8802166294998407,0.8538116591928251,1.0,0.9243647234678625,0.951467944877172,0.9639755548407848,0.9570222563315426,0.9585087191822008,1.0,0.9532794249775381,0.9557834027555271,0.9487898982813048
ENSLBET00000013539,0.930225080385852,0.8631456084038518,0.8400740969435011,0.8387364921030757,0.9313073757518202,0.92401717872481,0.8401617250673854,0.9279869067103109,0.906984126984127,0.9221360381861575,0.9855177407675597,0.9393586005830904,0.8473941837028506,0.8490566037735849,0.9243647234678625,1.0,0.9076250341623394,0.9366793113510359,0.9418738049713193,0.9170557539137599,0.9328837508028259,0.9057377049180327,0.9212895730467615,0.9145326504481434
ENSAPET00000031220,0.9436211340206185,0.8571428571428571,0.8524590163934426,0.8448515126283652,0.9444973041547733,0.9611037234042553,0.8620969926849092,0.955725608089642,0.9923882017126546,0.9444610331442221,0.9733044733044733,0.9526730937773883,0.8601621308627678,0.8502323039081716,0.951467944877172,0.9076250341623394,1.0,0.9456617002629273,0.9328730341388569,0.9770429078983329,0.9513530927835051,0.9980874316939891,0.9658294392523364,0.9561996779388083
ENSCGOT00000050894,1.0,0.8695271453590193,0.8591829956824976,0.8518189884649512,1.0,0.9378923026098447,0.862366829830118,0.9673469387755103,0.9437199725463281,1.0,0.976878612716763,0.9673469387755103,0.862366829830118,0.8695271453590193,0.9639755548407848,0.9366793113510359,0.9456617002629273,1.0,1.0,0.9592016436747872,0.9610840861709521,0.947429906542056,0.9453964565785652,0.9387119113573407
ENSCGOT00000050896,1.0,0.8645235361653272,0.8532801418439716,0.8446306169078446,1.0,0.9326227636086791,0.9019384264538198,0.9572029040886512,0.9370199692780338,1.0,0.9702048417132216,0.9572029040886512,0.9019384264538198,0.8645235361653272,0.9570222563315426,0.9418738049713193,0.9328730341388569,1.0,1.0,0.9494988434849653,0.9572029040886512,0.9351993865030674,0.9326227636086791,0.9326227636086791
ENSSPAT00000004957,0.9576188935619541,0.8631424375917768,0.8562111801242236,0.8440111420612814,0.95828025477707,0.9670877659574468,0.8623679219723652,0.9621606800109679,0.9768253968253968,0.9582958295829583,0.9783393501805054,0.9595426561125769,0.8604516502605675,0.8558088437242516,0.9585087191822008,0.9170557539137599,0.9770429078983329,0.9592016436747872,0.9494988434849653,1.0,0.9579967689822294,0.978688524590164,0.9710864485981309,0.9619967793880837
ENSLCRT00005046594,0.9660708876098152,0.8606671299513551,0.8638514743356389,0.8535645472061657,0.9640333975594091,0.953601108033241,0.8848852040816326,1.0,0.9548532731376975,0.9607430774623203,1.0,1.0,0.884442911348741,0.8522800256904303,1.0,0.9328837508028259,0.9513530927835051,0.9610840861709521,0.9572029040886512,0.9579967689822294,1.0,0.9533011272141707,0.953601108033241,0.9537903956508608
ENSAOCT00000019150,0.9455716586151369,0.8551401869158879,0.8524590163934426,0.8429522752497225,0.946417247939125,0.9591090425531915,0.8610132755350853,0.9573770491803278,0.9942929613189601,0.9462686567164179,0.9733044733044733,0.9544392523364486,0.8590040532715691,0.8483606557377049,0.9532794249775381,0.9057377049180327,0.9980874316939891,0.947429906542056,0.9351993865030674,0.978688524590164,0.9533011272141707,1.0,0.9640771028037384,0.9542673107890499
ENSPRNT00000030189,0.9387119113573407,0.8498402555910544,0.8663136995367307,0.8553291998819014,0.9397344228804902,1.0,0.8528649582493522,0.9578855649143189,0.9581905414667581,0.939993616342164,0.9733044733044733,0.9578855649143189,0.8528649582493522,0.8498402555910544,0.9557834027555271,0.9212895730467615,0.9658294392523364,0.9453964565785652,0.9326227636086791,0.9710864485981309,0.953601108033241,0.9640771028037384,1.0,1.0
ENSPRNT00000030207,0.9408033826638478,0.8459141274238227,0.8546574845958681,0.8441101152368758,0.9372599231754162,1.0,0.8647959183673469,0.9510243277848912,0.9545893719806763,0.9315403422982885,0.9723261032161555,0.953601108033241,0.869265263884098,0.8386683738796414,0.9487898982813048,0.9145326504481434,0.9561996779388083,0.9387119113573407,0.9326227636086791,0.9619967793880837,0.9537903956508608,0.9542673107890499,1.0,1.0
