,ENSFHET00000001248,ENSPFOT00000013713,ENSPLAT00000022661,ENSPMET00000005139,ENSTRUT00000014131,ENSPKIT00000007334,ENSLBET00000003174,ENSPRET00000019851,ENSCVAT00000011459,ENSXMAT00000017432,ENSXCOT00000018292,ENSLBET00000003162,ENSGAFT00000012854,ENSKMAT00000025906
ENSFHET00000001248,1.0,0.8264070292092139,0.8230824032296367,0.8237948230824033,0.5380894800483675,0.5535035306898425,0.6781745093402696,0.8131085252909048,0.759697256385998,0.8116836855853716,0.821420090239848,0.6781745093402696,0.7991958372753075,0.7382803297997644
ENSPFOT00000013713,0.8264070292092139,1.0,0.9895387541607228,0.9966737942504158,0.5333981054165655,0.5350353068984248,0.6604171549097727,0.9638611507370424,0.7496433666191156,0.9417498811222064,0.9514978601997147,0.6604171549097727,0.9379457917261056,0.7289915966386554
ENSPLAT00000022661,0.8230824032296367,0.9895387541607228,1.0,0.99215965787598,0.528054408549915,0.5372080391091798,0.6559643777829857,0.9650083313496787,0.7507142857142857,0.9430952380952381,0.9528571428571428,0.6559643777829857,0.9392857142857143,0.7275910364145658
ENSPMET00000005139,0.8237948230824033,0.9966737942504158,0.99215965787598,1.0,0.5333981054165655,0.5350353068984248,0.6606515116006562,0.9665003563791874,0.7524352577809456,0.9444048467569494,0.9541458778807318,0.6606515116006562,0.9406034687574246,0.7322595704948646
ENSTRUT00000014131,0.5380894800483675,0.5333981054165655,0.528054408549915,0.5333981054165655,1.0,0.44472084024322833,0.5744011613839826,0.5336410007286859,0.4950206461015303,0.5258683507408307,0.5319407335438426,0.5723480333730632,0.5350983726014088,0.5447095685707399
ENSPKIT00000007334,0.5535035306898425,0.5350353068984248,0.5372080391091798,0.5350353068984248,0.44472084024322833,1.0,0.520097772949484,0.5268875611080934,0.4720260727865291,0.5217273221075502,0.5298750678978816,0.520097772949484,0.5184682237914177,0.5562194459532862
ENSLBET00000003174,0.6781745093402696,0.6604171549097727,0.6559643777829857,0.6606515116006562,0.5744011613839826,0.520097772949484,1.0,0.6519803140379657,0.5859575460695124,0.6358097023670026,0.6423716897117413,1.0,0.6314439001632843,0.6875145315043013
ENSPRET00000019851,0.8131085252909048,0.9638611507370424,0.9650083313496787,0.9665003563791874,0.5336410007286859,0.5268875611080934,0.6519803140379657,1.0,0.7517257795762914,0.9393001666269936,0.9452511306831707,0.6519803140379657,0.9316829326350868,0.7159197012138189
ENSCVAT00000011459,0.759697256385998,0.7496433666191156,0.7507142857142857,0.7524352577809456,0.4950206461015303,0.4720260727865291,0.5859575460695124,0.7517257795762914,1.0,0.7525674707427753,0.757085020242915,0.5859575460695124,0.7460014323227501,0.6772843524761684
ENSXMAT00000017432,0.8116836855853716,0.9417498811222064,0.9430952380952381,0.9444048467569494,0.5258683507408307,0.5217273221075502,0.6358097023670026,0.9393001666269936,0.7525674707427753,1.0,0.9902357704215289,0.6358097023670026,0.9455457368043946,0.7182539682539683
ENSXCOT00000018292,0.821420090239848,0.9514978601997147,0.9528571428571428,0.9541458778807318,0.5319407335438426,0.5298750678978816,0.6423716897117413,0.9452511306831707,0.757085020242915,0.9902357704215289,1.0,0.6423716897117413,0.9526077637532746,0.7278244631185807
ENSLBET00000003162,0.6781745093402696,0.6604171549097727,0.6559643777829857,0.6606515116006562,0.5723480333730632,0.520097772949484,1.0,0.6519803140379657,0.5859575460695124,0.6358097023670026,0.6423716897117413,1.0,0.6314439001632843,0.6875145315043013
ENSGAFT00000012854,0.7991958372753075,0.9379457917261056,0.9392857142857143,0.9406034687574246,0.5350983726014088,0.5184682237914177,0.6314439001632843,0.9316829326350868,0.7460014323227501,0.9455457368043946,0.9526077637532746,0.6314439001632843,1.0,0.710997442455243
ENSKMAT00000025906,0.7382803297997644,0.7289915966386554,0.7275910364145658,0.7322595704948646,0.5447095685707399,0.5562194459532862,0.6875145315043013,0.7159197012138189,0.6772843524761684,0.7182539682539683,0.7278244631185807,0.6875145315043013,0.710997442455243,1.0
