,ENSJHYT00000021084,ENSNSUT00000002881,ENSCCET00000013806,ENSMUNT00000012773,ENSSMRT00000033784,ENSLCOT00000007402,ENSPVIT00000006751,ENSPMJT00000016788,H20J04.8.2,H20J04.8.1,ENSGALT00000089609,ENSGALT00000011612,ENSCJPT00005036055,ENSCJPT00005036072,ENSPVIT00000006750,FBtr0088941,ENSACAT00000003179,ENSNMET00000040040,ENSJHYT00000021090,ENSMVIT00005016662,ENSPMJT00000016790,ENSCPGT00000021985,ENSSPUT00000015072,ENSFALT00000010683,ENSSCAT00000014450,ENSNPET00000011076,ENSNPET00000011079
ENSJHYT00000021084,1.0,0.6998641919420552,0.9234947940244455,0.8289311281165145,0.7009959257582616,0.8877320054323223,0.715482118605704,0.9173834314169307,0.4808686659772492,0.4808686659772492,0.8166666666666667,0.8139429606156632,0.7817656765676567,0.7890448166591217,0.715482118605704,0.6278836509528586,0.682209144409235,0.8189225894069715,1.0,0.8915799004074242,0.9196152524905531,0.8352195563603441,0.7317790855590766,0.9196468990493436,0.9622000905387053,0.8090536961232844,0.8130876269274163
ENSNSUT00000002881,0.6998641919420552,1.0,0.7388302193338749,0.7595941773268637,0.8169975186104218,0.7473172707025714,0.8155136268343816,0.7472527472527473,0.49083063646170444,0.49083063646170444,0.7468239564428312,0.7427580579355365,0.7486187845303868,0.719649051214038,0.8180314309346567,0.481444332998997,0.8068651778329198,0.7440816326530613,0.6829268292682927,0.7554248631109308,0.7462903695082921,0.7704081632653061,0.7986062717770035,0.7484238356721579,0.7243188698284561,0.7151051625239006,0.6893868658574541
ENSCCET00000013806,0.9234947940244455,0.7388302193338749,1.0,0.8608122941822174,0.721161657189277,0.9042316258351893,0.7220695970695971,0.9855808285946385,0.4518828451882846,0.4518828451882846,0.8301043219076006,0.832859463850528,0.7993243243243243,0.8030056864337937,0.7341592201462226,0.5325977933801405,0.7160844841592201,0.8401705930138099,0.9227069735486088,0.9059014398702089,0.9846064478652338,0.8679935012185215,0.747481684981685,0.9679122664500406,0.9428859737638748,0.8107074569789675,0.8126361655773421
ENSMUNT00000012773,0.8289311281165145,0.7595941773268637,0.8608122941822174,1.0,0.7432730480811646,0.8621218763700131,0.7349699398797596,0.8688668866886688,0.47103004291845496,0.47103004291845496,0.8253588516746412,0.8453903837670931,0.8369565217391305,0.8253198059108955,0.7456991618879577,0.5135406218655968,0.7359947066607851,0.8475959417732687,0.8309859154929577,0.8610013175230566,0.8594704684317719,0.8989854433171592,0.7685370741482966,0.8645558487247141,0.843103072564829,0.8019939717134246,0.7765328353563647
ENSSMRT00000033784,0.7009959257582616,0.8169975186104218,0.721161657189277,0.7432730480811646,1.0,0.7238307349665924,0.8162124388539483,0.7295482295482295,0.44660194174757284,0.44660194174757284,0.7555958862673926,0.7327621379028968,0.752770083102493,0.712507651499694,0.8212880513563885,0.5245737211634904,0.825951341235184,0.7375510204081632,0.6942631398144967,0.7252078685864937,0.7384346814082048,0.7606122448979592,0.7832752613240418,0.730730119991865,0.7061553985872856,0.7091565753133631,0.6977902272019919
ENSLCOT00000007402,0.8877320054323223,0.7473172707025714,0.9042316258351893,0.8621218763700131,0.7238307349665924,1.0,0.7385352498288843,0.909698319497874,0.4815595363540569,0.4815595363540569,0.8299643281807372,0.8287102652358778,0.7973701955495617,0.799757035837214,0.7458999797529864,0.5707121364092277,0.7201862725248026,0.8388337720186273,0.9093095156303675,0.9898764932172505,0.9131693198263386,0.8777080380643855,0.7684234542550764,0.9001822231220895,0.9118062563067608,0.8192054387083068,0.8201058201058201
ENSPVIT00000006751,0.715482118605704,0.8155136268343816,0.7220695970695971,0.7349699398797596,0.8162124388539483,0.7385352498288843,1.0,0.7358880220284534,0.3354297693920336,0.3354297693920336,0.7119565217391305,0.7339302112029384,0.6986359761295823,0.6994723560449645,1.0,0.3259109311740891,0.824132308409038,0.7347266881028939,0.692889041566472,0.7353142857142857,0.7139881985421729,0.7446465576790238,0.775842044134727,0.7286892758936755,0.7143181818181819,0.7006982903924873,0.6566378337720947
ENSPMJT00000016788,0.9173834314169307,0.7472527472527473,0.9855808285946385,0.8688668866886688,0.7295482295482295,0.909698319497874,0.7358880220284534,1.0,0.45684210526315794,0.45684210526315794,0.8363690653926545,0.8402523402523403,0.8033175355450237,0.8064713064713065,0.7464387464387464,0.5426278836509528,0.7230362230362231,0.8475783475783476,0.9196152524905531,0.9109714053944433,1.0,0.8728123728123728,0.7549334557136301,0.9623754321740899,0.9412714429868819,0.8092203101763331,0.8126361655773421
H20J04.8.2,0.4808686659772492,0.49083063646170444,0.4518828451882846,0.47103004291845496,0.44660194174757284,0.4815595363540569,0.3354297693920336,0.45684210526315794,1.0,1.0,0.4681769147788566,0.4681769147788566,0.4854368932038835,0.4854368932038835,0.49406688241639696,0.3892104175279041,0.45199568500539367,0.4683136412459721,0.4808686659772492,0.4714587737843552,0.45684210526315794,0.47413793103448276,0.4682875264270613,0.46904512067156356,0.48190279214064113,0.47029702970297027,0.47029702970297027
H20J04.8.1,0.4808686659772492,0.49083063646170444,0.4518828451882846,0.47103004291845496,0.44660194174757284,0.4815595363540569,0.3354297693920336,0.45684210526315794,1.0,1.0,0.4681769147788566,0.4681769147788566,0.4854368932038835,0.4854368932038835,0.49406688241639696,0.3892104175279041,0.45199568500539367,0.4683136412459721,0.4808686659772492,0.4714587737843552,0.45684210526315794,0.47413793103448276,0.4682875264270613,0.46904512067156356,0.48190279214064113,0.47029702970297027,0.47029702970297027
ENSGALT00000089609,0.8166666666666667,0.7468239564428312,0.8301043219076006,0.8253588516746412,0.7555958862673926,0.8299643281807372,0.7119565217391305,0.8363690653926545,0.4681769147788566,0.4681769147788566,1.0,1.0,0.9486914600550964,0.9392014519056261,0.7247428917120388,0.4262788365095286,0.720810647307925,0.9603750756200847,0.8166666666666667,0.8309020541827925,0.8363690653926545,0.8807807807807808,0.7776975821003248,0.8291517323775388,0.824,0.7684413085311097,0.7684413085311097
ENSGALT00000011612,0.8139429606156632,0.7427580579355365,0.832859463850528,0.8453903837670931,0.7327621379028968,0.8287102652358778,0.7339302112029384,0.8402523402523403,0.4681769147788566,0.4681769147788566,1.0,1.0,0.9486914600550964,0.904936760505916,0.7401060791513668,0.4262788365095286,0.7282741738066095,0.959812321501428,0.8155273102026795,0.8276211721760292,0.8379400640093104,0.8735210118319053,0.7607897153351699,0.8328248932275778,0.8199798183652875,0.7869131081368175,0.7659508247743542
