,ENSACAT00000009329,ENSSPUT00000008592,ENSSPUT00000008583,ENSPTET00000006428,ENSSPUT00000008558,ENSPVIT00000042813,ENSSMRT00000006937,ENSNSUT00000013406,ENSSMRT00000006935,ENSPTET00000005783,ENSPTET00000007204,ENSPTET00000031306,ENSPTET00000006257
ENSACAT00000009329,1.0,0.4589058206345241,0.5994822485207101,0.2597809076682316,0.6138815981335667,0.5747225647348951,0.6646582173280698,0.4880931985609045,0.5798194633362186,0.2597809076682316,0.28951486697965567,0.2597809076682316,0.2597809076682316
ENSSPUT00000008592,0.4589058206345241,1.0,0.0,0.27134146341463417,0.0,0.4190896330459194,0.4714867617107943,0.4024728202941803,0.44033171521035597,0.27134146341463417,0.2515243902439024,0.27134146341463417,0.27134146341463417
ENSSPUT00000008583,0.5994822485207101,0.0,1.0,0.0,1.0,0.557984438680993,0.5284492376348084,0.6203170028818443,0.5284492376348084,0.0,0.0,0.0,0.0
ENSPTET00000006428,0.2597809076682316,0.27134146341463417,0.0,1.0,0.0,0.27426810477657937,0.3502304147465438,0.2711598746081505,0.3502304147465438,1.0,0.9024496937882764,1.0,1.0
ENSSPUT00000008558,0.6138815981335667,0.0,1.0,0.0,1.0,0.5714285714285714,0.5527272727272727,0.6203170028818443,0.5527272727272727,0.0,0.0,0.0,0.0
ENSPVIT00000042813,0.5747225647348951,0.4190896330459194,0.557984438680993,0.27426810477657937,0.5714285714285714,1.0,0.6372608257804633,0.5163979988882713,0.5361748203563342,0.27426810477657937,0.27426810477657937,0.27426810477657937,0.27426810477657937
ENSSMRT00000006937,0.6646582173280698,0.4714867617107943,0.5284492376348084,0.3502304147465438,0.5527272727272727,0.6372608257804633,1.0,0.605137614678899,0.951023685266961,0.3502304147465438,0.33640552995391704,0.3502304147465438,0.3502304147465438
ENSNSUT00000013406,0.4880931985609045,0.4024728202941803,0.6203170028818443,0.2711598746081505,0.6203170028818443,0.5163979988882713,0.605137614678899,1.0,0.48908604421912405,0.2711598746081505,0.2507836990595611,0.2711598746081505,0.2711598746081505
ENSSMRT00000006935,0.5798194633362186,0.44033171521035597,0.5284492376348084,0.3502304147465438,0.5527272727272727,0.5361748203563342,0.951023685266961,0.48908604421912405,1.0,0.3502304147465438,0.33640552995391704,0.3502304147465438,0.3502304147465438
ENSPTET00000005783,0.2597809076682316,0.27134146341463417,0.0,1.0,0.0,0.27426810477657937,0.3502304147465438,0.2711598746081505,0.3502304147465438,1.0,0.8973319103521878,1.0,1.0
ENSPTET00000007204,0.28951486697965567,0.2515243902439024,0.0,0.9024496937882764,0.0,0.27426810477657937,0.33640552995391704,0.2507836990595611,0.33640552995391704,0.8973319103521878,1.0,0.870444002650762,0.8954303931987248
ENSPTET00000031306,0.2597809076682316,0.27134146341463417,0.0,1.0,0.0,0.27426810477657937,0.3502304147465438,0.2711598746081505,0.3502304147465438,1.0,0.870444002650762,1.0,1.0
ENSPTET00000006257,0.2597809076682316,0.27134146341463417,0.0,1.0,0.0,0.27426810477657937,0.3502304147465438,0.2711598746081505,0.3502304147465438,1.0,0.8954303931987248,1.0,1.0
