	ENSOANT00000039817	ENSZALT00000008620	ENSCINT00000009950	ENSOANT00000041363	ENSLSDT00000005201	ENSLSDT00000006126	ENSOANT00000041813	ENSGALT00000083254	ENSLSDT00000005220	ENSCSAVT00000003407	ENSZALT00000008619	ENSOANT00000039897
ENSOANT00000039817	1.0	0.6299292214357938	0.515179392824287	0.0	0.6253925527142217	0.0	0.0	0.0	0.655152224824356	0.4226988382484361	0.6299292214357938	0.0
ENSZALT00000008620	0.6299292214357938	1.0	0.4758784318156141	0.5973756906077348	0.8971166448230669	0.8488524590163934	0.5067733990147784	0.7675444839857651	0.900712730152445	0.4616495738841543	1.0	0.6645123384253819
ENSCINT00000009950	0.515179392824287	0.4758784318156141	1.0	0.4923076923076923	0.4525485436893204	0.4614646626159258	0.3861459100957996	0.3901713638294859	0.44272655456494747	0.650339558573854	0.44519991881469456	0.5464640561075395
ENSOANT00000041363	0.0	0.5973756906077348	0.4923076923076923	1.0	0.6323658751099385	0.6591511936339522	0.0	0.5936562366052294	0.6045165026056746	0.4415384615384616	0.6134335368717708	0.0
ENSLSDT00000005201	0.6253925527142217	0.8971166448230669	0.4525485436893204	0.6323658751099385	1.0	0.965470548408937	0.4853300733496333	0.8026713308952139	1.0	0.4500843428921945	0.8996081845885938	0.6418006430868167
ENSLSDT00000006126	0.0	0.8488524590163934	0.4614646626159258	0.6591511936339522	0.965470548408937	1.0	0.0	0.8016085790884718	0.965470548408937	0.4313819577735125	0.8488524590163934	0.6092307692307692
ENSOANT00000041813	0.0	0.5067733990147784	0.3861459100957996	0.0	0.4853300733496333	0.0	1.0	0.0	0.0	0.4754098360655738	0.5067733990147784	0.0
ENSGALT00000083254	0.0	0.7675444839857651	0.3901713638294859	0.5936562366052294	0.8026713308952139	0.8016085790884718	0.0	1.0	0.7847105115233277	0.3538147391869315	0.783199415631848	0.6194444444444445
ENSLSDT00000005220	0.655152224824356	0.900712730152445	0.44272655456494747	0.6045165026056746	1.0	0.965470548408937	0.0	0.7847105115233277	1.0	0.4264747389218176	0.9015798462852262	0.6463700234192038
ENSCSAVT00000003407	0.4226988382484361	0.4616495738841543	0.650339558573854	0.4415384615384616	0.4500843428921945	0.4313819577735125	0.4754098360655738	0.3538147391869315	0.4264747389218176	1.0	0.4423253978692621	0.5215094339622641
ENSZALT00000008619	0.6299292214357938	1.0	0.44519991881469456	0.6134335368717708	0.8996081845885938	0.8488524590163934	0.5067733990147784	0.783199415631848	0.9015798462852262	0.4423253978692621	1.0	0.6645123384253819
ENSOANT00000039897	0.0	0.6645123384253819	0.5464640561075395	0.0	0.6418006430868167	0.6092307692307692	0.0	0.6194444444444445	0.6463700234192038	0.5215094339622641	0.6645123384253819	1.0
