	ENST00000335123	ENSMNET00000031124	ENSMLET00000056172	ENSMFAT00000067300	ENSPTRT00000002454	ENSGGOT00000011589	ENSRROT00000043525	ENSPPAT00000012357	ENSCCAT00000037816	ENSPANT00000038569	ENSCATT00000020160
ENST00000335123	1.0	0.8631303208906352	0.9574252407501268	0.9519650655021834	0.9796215429403202	0.971252566735113	0.9391995111518484	0.9784319440396386	0.939963614311704	0.9793340987370838	0.9579306424104604
ENSMNET00000031124	0.8631303208906352	1.0	0.8839285714285714	0.831858407079646	0.8481505515898767	0.8736156351791531	0.8899143045484509	0.845152895250488	0.8830334190231363	0.7796610169491526	0.7796610169491526
ENSMLET00000056172	0.9574252407501268	0.8839285714285714	1.0	0.9752358490566038	0.9558011049723756	0.9351710056151098	0.9694345389709628	0.9536990437846	0.912004069175992	1.0	0.9937989556135771
ENSMFAT00000067300	0.9519650655021834	0.831858407079646	0.9752358490566038	1.0	0.9449541284403671	0.9435840707964602	0.973341232227488	0.9449541284403671	0.9166666666666666	0.9752358490566038	0.9709026128266032
ENSPTRT00000002454	0.9796215429403202	0.8481505515898767	0.9558011049723756	0.9449541284403671	1.0	0.9662299854439592	0.9393755683540468	0.9976710334788936	0.9472567444680208	0.9772727272727272	0.9561057962858752
ENSGGOT00000011589	0.971252566735113	0.8736156351791531	0.9351710056151098	0.9435840707964602	0.9662299854439592	1.0	0.92997542997543	0.9650247741183328	0.9417828987265008	0.9591719378953422	0.9492795389048992
ENSRROT00000043525	0.9391995111518484	0.8899143045484509	0.9694345389709628	0.973341232227488	0.9393755683540468	0.92997542997543	1.0	0.9380880121396056	0.9293511218920558	0.9867740080506038	0.9696796338672768
ENSPPAT00000012357	0.9784319440396386	0.845152895250488	0.9536990437846	0.9449541284403671	0.9976710334788936	0.9650247741183328	0.9380880121396056	1.0	0.9451182534869618	0.9772727272727272	0.9561057962858752
ENSCCAT00000037816	0.939963614311704	0.8830334190231363	0.912004069175992	0.9166666666666666	0.9472567444680208	0.9417828987265008	0.9293511218920558	0.9451182534869618	1.0	0.9407705577918344	0.9218036529680366
ENSPANT00000038569	0.9793340987370838	0.7796610169491526	1.0	0.9752358490566038	0.9772727272727272	0.9591719378953422	0.9867740080506038	0.9772727272727272	0.9407705577918344	1.0	0.9917532070861332
ENSCATT00000020160	0.9579306424104604	0.7796610169491526	0.9937989556135771	0.9709026128266032	0.9561057962858752	0.9492795389048992	0.9696796338672768	0.9561057962858752	0.9218036529680366	0.9917532070861332	1.0
