,ENSDNVT00000012754,ENSTGUT00000004278,ENSPVIT00000007655,ENSACAT00000002101,ENSJHYT00000000009,ENSPVIT00000020490,ENSCABT00000034174,ENSPSIT00000001088,ENSGAGT00000022320,ENSACAT00000002091,ENSSPUT00000000289,ENSNSUT00000000391,ENSFALT00000000279,ENSPVIT00000020489,ENSSMRT00000032957,ENSCPRT00005027547
ENSDNVT00000012754,1.0,0.7115933752141633,0.3373574782025486,0.43916023993144815,0.7385001932740626,0.33333333333333326,0.5338048679009777,0.49643947100712105,0.4031657355679702,0.44731977818853974,0.45826411960132885,0.41613737944013174,0.7112970711297071,0.3674063295743907,0.5130371801062289,0.4899141630901287
ENSTGUT00000004278,0.7115933752141633,1.0,0.3263179829131069,0.44533600802407225,0.874318924809299,0.32819337361950407,0.5022580011780876,0.4764920360775283,0.48553557466770914,0.3863769817968291,0.452715904650254,0.39545863309352525,0.8459924464960135,0.3386299435028248,0.49876985014538133,0.4947728186570165
ENSPVIT00000007655,0.3373574782025486,0.3263179829131069,1.0,0.45017793594306044,0.3415672913117547,0.9952791795539638,0.384399308556612,0.3653763440860215,0.29723320158102773,0.6637717121588089,0.3770170082860881,0.493836291913215,0.3319223107569721,0.5314232902033271,0.45976223136716965,0.37870590781216185
ENSACAT00000002101,0.43916023993144815,0.44533600802407225,0.45017793594306044,1.0,0.44658207122390503,0.45640569395017794,0.48337120429663294,0.46139817629179336,0.5745212323064113,0.5634517766497462,0.49610496104961044,0.6421171171171172,0.41135248773651023,0.5575286718460969,0.6607059916395727,0.459079283887468
ENSJHYT00000000009,0.7385001932740626,0.874318924809299,0.3415672913117547,0.44658207122390503,1.0,0.34348381601362865,0.5338120885697187,0.5015600624024961,0.4856909239574816,0.4208333333333334,0.45353233830845774,0.40449693390869856,0.9085558124868615,0.3437837837837838,0.49181073703366696,0.5161091729940488
ENSPVIT00000020490,0.33333333333333326,0.32819337361950407,0.9952791795539638,0.45640569395017794,0.34348381601362865,1.0,0.3835350043215211,0.3686814368681437,0.308300395256917,0.6741293532338308,0.380370774263904,0.49753451676528604,0.33416334661354585,0.5323874151758174,0.45884773662551437,0.3791387145639472
ENSCABT00000034174,0.5338048679009777,0.5022580011780876,0.384399308556612,0.48337120429663294,0.5338120885697187,0.3835350043215211,1.0,0.7723561430793157,0.9565560821484992,0.4764595103578154,0.6203369434416366,0.4470477975632614,0.4950911640953717,0.41613267998492276,0.5211462907326092,0.6366372391653291
ENSPSIT00000001088,0.49643947100712105,0.4764920360775283,0.3653763440860215,0.46139817629179336,0.5015600624024961,0.3686814368681437,0.7723561430793157,1.0,0.7691699604743083,0.5009463722397476,0.634185303514377,0.4464775846294602,0.47790432801822325,0.42188085425252897,0.4838561941836501,0.6225845410628019
ENSGAGT00000022320,0.4031657355679702,0.48553557466770914,0.29723320158102773,0.5745212323064113,0.4856909239574816,0.308300395256917,0.9565560821484992,0.7691699604743083,1.0,0.0,0.6679841897233202,0.46046511627906983,0.4480446927374302,0.0,0.5392491467576792,0.6724003127443315
ENSACAT00000002091,0.44731977818853974,0.3863769817968291,0.6637717121588089,0.5634517766497462,0.4208333333333334,0.6741293532338308,0.4764595103578154,0.5009463722397476,0.0,1.0,0.46024563671622487,0.6329923273657289,0.4164239953407105,0.699874686716792,0.6121288692356286,0.4509068167604753
ENSSPUT00000000289,0.45826411960132885,0.452715904650254,0.3770170082860881,0.49610496104961044,0.45353233830845774,0.380370774263904,0.6203369434416366,0.634185303514377,0.6679841897233202,0.46024563671622487,1.0,0.45899379738111645,0.4227452808203216,0.4456273764258556,0.5310851112640513,0.5828045035823951
ENSNSUT00000000391,0.41613737944013174,0.39545863309352525,0.493836291913215,0.6421171171171172,0.40449693390869856,0.49753451676528604,0.4470477975632614,0.4464775846294602,0.46046511627906983,0.6329923273657289,0.45899379738111645,1.0,0.3893869638962927,0.5458333333333333,0.6089776855215361,0.4438401513360133
ENSFALT00000000279,0.7112970711297071,0.8459924464960135,0.3319223107569721,0.41135248773651023,0.9085558124868615,0.33416334661354585,0.4950911640953717,0.47790432801822325,0.4480446927374302,0.4164239953407105,0.4227452808203216,0.3893869638962927,1.0,0.34106314662861226,0.4675572519083969,0.45746737554374095
ENSPVIT00000020489,0.3674063295743907,0.3386299435028248,0.5314232902033271,0.5575286718460969,0.3437837837837838,0.5323874151758174,0.41613267998492276,0.42188085425252897,0.0,0.699874686716792,0.4456273764258556,0.5458333333333333,0.34106314662861226,1.0,0.5675675675675675,0.3820097854723372
ENSSMRT00000032957,0.5130371801062289,0.49876985014538133,0.45976223136716965,0.6607059916395727,0.49181073703366696,0.45884773662551437,0.5211462907326092,0.4838561941836501,0.5392491467576792,0.6121288692356286,0.5310851112640513,0.6089776855215361,0.4675572519083969,0.5675675675675675,1.0,0.510180472003702
ENSCPRT00005027547,0.4899141630901287,0.4947728186570165,0.37870590781216185,0.459079283887468,0.5161091729940488,0.3791387145639472,0.6366372391653291,0.6225845410628019,0.6724003127443315,0.4509068167604753,0.5828045035823951,0.4438401513360133,0.45746737554374095,0.3820097854723372,0.510180472003702,1.0
