,ENSDCDT00000007812,ENSDCDT00000007806,ENSEEET00000033342,ENSCHAT00000040519,ENSCHAT00000041148,ENSCHAT00000040769,ENSAMXT00000038969,ENSCHAT00000040965,ENSCHAT00000041093,ENSAMXT00000030301,ENSCHAT00000040403,ENSCHAT00000041216,ENSCHAT00000040859,ENSAMXT00000017923,ENSCHAT00000041200
ENSDCDT00000007812,1.0,0.0,0.0,0.7196912541349892,0.7118692825499108,0.7119147882090662,0.7107586847914488,0.7159347391500612,0.7189662310012419,0.7056696155344128,0.7203492202943115,0.707662712407823,0.7150771666007123,0.7088216797209994,0.707662712407823
ENSDCDT00000007806,0.0,1.0,0.7043594454651746,0.7338170436761986,0.7404193781634129,0.7338170436761986,0.6959701706582533,0.7519132653061225,0.7527608373166309,0.6959701706582533,0.7338170436761986,0.7819053325344517,0.7338170436761986,0.6846708943800569,0.7335137444808432
ENSEEET00000033342,0.0,0.7043594454651746,1.0,0.7265854034871162,0.7048665620094191,0.7265854034871162,0.7920685959271169,0.7187688593844297,0.7192793347705574,0.7920685959271169,0.7265854034871162,0.7525773195876289,0.7265854034871162,0.7634770889487871,0.7263074484944533
ENSCHAT00000040519,0.7196912541349892,0.7338170436761986,0.7265854034871162,1.0,1.0,1.0,0.7103585522987149,1.0,1.0,0.7071944090656739,1.0,1.0,1.0,0.7060549078600978,1.0
ENSCHAT00000041148,0.7118692825499108,0.7404193781634129,0.7048665620094191,1.0,1.0,1.0,0.7104795737122558,1.0,1.0,0.7067117222092753,1.0,1.0,1.0,0.7031274311498367,1.0
ENSCHAT00000040769,0.7119147882090662,0.7338170436761986,0.7265854034871162,1.0,1.0,1.0,0.707676286819399,1.0,1.0,0.7042925848826358,1.0,1.0,1.0,0.7025447612732095,1.0
ENSAMXT00000038969,0.7107586847914488,0.6959701706582533,0.7920685959271169,0.7103585522987149,0.7104795737122558,0.707676286819399,1.0,0.7135773774937052,0.7156720382503985,1.0,0.7080122763484393,0.7193855092877894,0.7082520371858143,1.0,0.7083729238721447
ENSCHAT00000040965,0.7159347391500612,0.7519132653061225,0.7187688593844297,1.0,1.0,1.0,0.7135773774937052,1.0,1.0,0.7098435925193176,1.0,1.0,1.0,0.7061560792349727,1.0
ENSCHAT00000041093,0.7189662310012419,0.7527608373166309,0.7192793347705574,1.0,1.0,1.0,0.7156720382503985,1.0,1.0,0.7121777534321613,1.0,1.0,1.0,0.7087386226024454,1.0
ENSAMXT00000030301,0.7056696155344128,0.6959701706582533,0.7920685959271169,0.7071944090656739,0.7067117222092753,0.7042925848826358,1.0,0.7098435925193176,0.7121777534321613,1.0,0.705018669704449,0.7161892637385954,0.7047541769630804,1.0,0.7059430002209294
ENSCHAT00000040403,0.7203492202943115,0.7338170436761986,0.7265854034871162,1.0,1.0,1.0,0.7080122763484393,1.0,1.0,0.705018669704449,1.0,1.0,1.0,0.7061466504621957,1.0
ENSCHAT00000041216,0.707662712407823,0.7819053325344517,0.7525773195876289,1.0,1.0,1.0,0.7193855092877894,1.0,1.0,0.7161892637385954,1.0,1.0,1.0,0.7131732962999703,1.0
ENSCHAT00000040859,0.7150771666007123,0.7338170436761986,0.7265854034871162,1.0,1.0,1.0,0.7082520371858143,1.0,1.0,0.7047541769630804,1.0,1.0,1.0,0.7020167492736284,1.0
ENSAMXT00000017923,0.7088216797209994,0.6846708943800569,0.7634770889487871,0.7060549078600978,0.7031274311498367,0.7025447612732095,1.0,0.7061560792349727,0.7087386226024454,1.0,0.7061466504621957,0.7131732962999703,0.7020167492736284,1.0,0.7044486108743822
ENSCHAT00000041200,0.707662712407823,0.7335137444808432,0.7263074484944533,1.0,1.0,1.0,0.7083729238721447,1.0,1.0,0.7059430002209294,1.0,1.0,1.0,0.7044486108743822,1.0
