	ENSKMAT00000029785	ENSPRNT00000024522	ENSPRNT00000024480	ENSXMAT00000014181	ENSPSIT00000009625	ENSSPAT00000027515	ENSOART00000013625	ENSNPET00000010040	ENSPRNT00000024105	ENSPRNT00000024456	ENSXMAT00000024542	ENSHHUT00000069093	ENSPRNT00000024537	ENSKMAT00000029772
ENSKMAT00000029785	1.0	0.8265266648245372	0.8223173515981735	0.8535971122366175	0.6019753719856337	0.8564333595679431	0.6366649668536462	0.6377482279889872	0.8253018630825548	0.824354987814102	0.8535971122366175	0.7290836653386454	0.8573698847834724	1.0
ENSPRNT00000024522	0.8265266648245372	1.0	1.0	0.8092432281485619	0.6407074360420745	0.8516613711023749	0.6528700111775922	0.6570215347285411	1.0	1.0	0.8092432281485619	0.7234482758620692	1.0	0.8261427907866336
ENSPRNT00000024480	0.8223173515981735	1.0	1.0	0.8047350945575286	0.6366711772665764	0.8472134911307295	0.6475654301129319	0.6531966782946933	1.0	1.0	0.8022398639070031	0.7234482758620692	1.0	0.8221722472097285
ENSXMAT00000014181	0.8535971122366175	0.8092432281485619	0.8047350945575286	1.0	0.6025681774839489	0.851424938496835	0.6425392215663374	0.6421678239378604	0.8064275862068966	0.8061068702290076	1.0	0.7067879636109167	0.8445043142680307	0.8538893654702936
ENSPSIT00000009625	0.6019753719856337	0.6407074360420745	0.6366711772665764	0.6025681774839489	1.0	0.6038620519464495	0.745976422347514	0.78941283632287	0.6353924606248387	0.6346331791143424	0.5993395021341559	0.6122448979591837	0.6541154210028383	0.6005223555749021
ENSSPAT00000027515	0.8564333595679431	0.8516613711023749	0.8472134911307295	0.851424938496835	0.6038620519464495	1.0	0.6324893610507302	0.6496498185807105	0.8508716821108843	0.8493589743589743	0.8495693051819244	0.7446270543615676	0.8733135311169166	0.8548042140839119
ENSOART00000013625	0.6366649668536462	0.6528700111775922	0.6475654301129319	0.6425392215663374	0.745976422347514	0.6324893610507302	1.0	0.7476456892657329	0.6490004797697105	0.6479486591794636	0.6399393451754657	0.5749472202674173	0.6707607422244057	0.6349755826172961
ENSNPET00000010040	0.6377482279889872	0.6570215347285411	0.6531966782946933	0.6421678239378604	0.78941283632287	0.6496498185807105	0.7476456892657329	1.0	0.6527190466333501	0.650500105762548	0.640383560061231	0.6228008444757214	0.6764412924817722	0.6359054669703872
ENSPRNT00000024105	0.8253018630825548	1.0	1.0	0.8064275862068966	0.6353924606248387	0.8508716821108843	0.6490004797697105	0.6527190466333501	1.0	1.0	0.8040124711942525	0.7234482758620692	1.0	0.8250851426138782
ENSPRNT00000024456	0.824354987814102	1.0	1.0	0.8061068702290076	0.6346331791143424	0.8493589743589743	0.6479486591794636	0.650500105762548	1.0	1.0	0.8036383835578392	0.7234482758620692	1.0	0.8241581458759373
ENSXMAT00000024542	0.8535971122366175	0.8092432281485619	0.8022398639070031	1.0	0.5993395021341559	0.8495693051819244	0.6399393451754657	0.640383560061231	0.8040124711942525	0.8036383835578392	1.0	0.7067879636109167	0.8445043142680307	0.8511911236810616
ENSHHUT00000069093	0.7290836653386454	0.7234482758620692	0.7234482758620692	0.7067879636109167	0.6122448979591837	0.7446270543615676	0.5749472202674173	0.6228008444757214	0.7234482758620692	0.7234482758620692	0.7067879636109167	1.0	0.7234482758620692	0.7290836653386454
ENSPRNT00000024537	0.8573698847834724	1.0	1.0	0.8445043142680307	0.6541154210028383	0.8733135311169166	0.6707607422244057	0.6764412924817722	1.0	1.0	0.8445043142680307	0.7234482758620692	1.0	0.8573698847834724
ENSKMAT00000029772	1.0	0.8261427907866336	0.8221722472097285	0.8538893654702936	0.6005223555749021	0.8548042140839119	0.6349755826172961	0.6359054669703872	0.8250851426138782	0.8241581458759373	0.8511911236810616	0.7290836653386454	0.8573698847834724	1.0
