,ENSPRET00000007572,ENSSMAT00000028863,ENSCGOT00000017785,ENSKMAT00000020512,ENSPFOT00000002112,ENSPMET00000001690,ENSTRUT00000001331,ENSTNIT00000007517,ENSCSET00000031758,ENSBSLT00000026857,ENSORLT00000014848,ENSPRET00000007586,ENSPMGT00000006228,ENSPRNT00000017646,ENSXCOT00000006782,ENSGWIT00000041345,ENSXMAT00000037554,ENSFHET00000008437
ENSPRET00000007572,1.0,0.7780849825378346,0.828412350261515,0.8460436971684604,0.9832275611967362,0.9827123274765651,0.776832794692975,0.7586629868138608,0.7404138927594571,0.7459998288696843,0.7965349965349965,1.0,0.7435077906512185,0.8232155731795242,0.8853441295546559,0.778552602679552,0.9677077575087525,0.8949285136228756
ENSSMAT00000028863,0.7780849825378346,1.0,0.8260723860589813,0.7779394644935972,0.7764842840512224,0.770663562281723,0.8163387896080493,0.8610505118308441,0.8445867287543656,0.8747089639115251,0.7753201396973225,0.7851658225780102,0.7575669383003493,0.7699895381856224,0.7811063829787234,0.7802133567148911,0.77546565774156,0.8332363213038417
ENSCGOT00000017785,0.828412350261515,0.8260723860589813,1.0,0.853214104943479,0.8333052134300658,0.785824345146379,0.7812592373632871,0.7554663714364794,0.7972632903428751,0.8121939661980729,0.8049603509363927,0.8316869300911854,0.7420267085624509,0.8434389140271493,0.7970140250339315,0.8365108824025645,0.8306057027163827,0.8357598560444953
ENSKMAT00000020512,0.8460436971684604,0.7779394644935972,0.853214104943479,1.0,0.8469049013864479,0.8442762535477767,0.7667970743323694,0.7483900643974241,0.7394239192044108,0.7401207346833926,0.8134877831449608,0.8485526566368311,0.7245627980922098,0.8666178623718888,0.8034454470877769,0.7936551572465361,0.8480499510740412,0.8300288392213411
ENSPFOT00000002112,0.9832275611967362,0.7764842840512224,0.8333052134300658,0.8469049013864479,1.0,0.9949191068324642,0.7776832794692975,0.7543698252069917,0.7569308097070604,0.762441539752968,0.8110491505641292,0.9824964519835102,0.7452390464775602,0.8290290001442793,0.8906679605369562,0.7905168088309081,0.9726364933212294,0.8940222515557231
ENSPMET00000001690,0.9827123274765651,0.770663562281723,0.785824345146379,0.8442762535477767,0.9949191068324642,1.0,0.7412989434431324,0.7243182139324572,0.7385044124477473,0.7419550435272207,0.7964610143830432,0.9821706179556937,0.7399121054734319,0.8295224312590449,0.8632067916065994,0.7764705882352941,0.9699514128024906,0.8945628214548126
ENSTRUT00000001331,0.776832794692975,0.8163387896080493,0.7812592373632871,0.7667970743323694,0.7776832794692975,0.7412989434431324,1.0,0.9053271998812881,0.8316326530612245,0.8322844021092023,0.7414526279979589,0.7861695962912884,0.773771049498214,0.7449965493443754,0.7375110848359444,0.7696887225718659,0.763565232182344,0.8173158700459262
ENSTNIT00000007517,0.7586629868138608,0.8610505118308441,0.7554663714364794,0.7483900643974241,0.7543698252069917,0.7243182139324572,0.9053271998812881,1.0,0.8049678012879485,0.8345599509352959,0.7214044771542472,0.776067784886737,0.7872340425531915,0.7563339568100663,0.6939298945568538,0.7505366452008586,0.7459368291934989,0.8057344372891752
ENSCSET00000031758,0.7404138927594571,0.8445867287543656,0.7972632903428751,0.7394239192044108,0.7569308097070604,0.7385044124477473,0.8316326530612245,0.8049678012879485,1.0,0.7810856355001787,0.7042916235780765,0.7404629232747535,0.7128408654461657,0.7792841648590022,0.7476059081317968,0.7282487025541874,0.7262734169376064,0.7479485988543119
ENSBSLT00000026857,0.7459998288696843,0.8747089639115251,0.8121939661980729,0.7401207346833926,0.762441539752968,0.7419550435272207,0.8322844021092023,0.8345599509352959,0.7810856355001787,1.0,0.7087008649481887,0.745302161446846,0.7616732761929129,0.7848427331887202,0.7310872894333844,0.7338721976513649,0.739753572345341,0.7733378968084196
ENSORLT00000014848,0.7965349965349965,0.7753201396973225,0.8049603509363927,0.8134877831449608,0.8110491505641292,0.7964610143830432,0.7414526279979589,0.7214044771542472,0.7042916235780765,0.7087008649481887,1.0,0.7965238095238095,0.7244303126656068,0.8218348352784755,0.7943333333333333,0.7678886925795053,0.8009507386866757,0.7879662622344504
ENSPRET00000007586,1.0,0.7851658225780102,0.8316869300911854,0.8485526566368311,0.9824964519835102,0.9821706179556937,0.7861695962912884,0.776067784886737,0.7404629232747535,0.745302161446846,0.7965238095238095,1.0,0.7395696091348265,0.8300469483568075,0.8740780715956107,0.777651277964365,0.967098703888335,0.8942535132878809
ENSPMGT00000006228,0.7435077906512185,0.7575669383003493,0.7420267085624509,0.7245627980922098,0.7452390464775602,0.7399121054734319,0.773771049498214,0.7872340425531915,0.7128408654461657,0.7616732761929129,0.7244303126656068,0.7395696091348265,1.0,0.7287349659469642,0.7187074829931973,0.7270913685330496,0.736183246770542,0.7796790025202281
ENSPRNT00000017646,0.8232155731795242,0.7699895381856224,0.8434389140271493,0.8666178623718888,0.8290290001442793,0.8295224312590449,0.7449965493443754,0.7563339568100663,0.7792841648590022,0.7848427331887202,0.8218348352784755,0.8300469483568075,0.7287349659469642,1.0,0.8174412145898907,0.8507462686567164,0.826302729528536,0.8251046025104602
ENSXCOT00000006782,0.8853441295546559,0.7811063829787234,0.7970140250339315,0.8034454470877769,0.8906679605369562,0.8632067916065994,0.7375110848359444,0.6939298945568538,0.7476059081317968,0.7310872894333844,0.7943333333333333,0.8740780715956107,0.7187074829931973,0.8174412145898907,1.0,0.7853468156821004,0.919553439500903,0.8224945020420986
ENSGWIT00000041345,0.778552602679552,0.7802133567148911,0.8365108824025645,0.7936551572465361,0.7905168088309081,0.7764705882352941,0.7696887225718659,0.7505366452008586,0.7282487025541874,0.7338721976513649,0.7678886925795053,0.777651277964365,0.7270913685330496,0.8507462686567164,0.7853468156821004,1.0,0.7724943523059121,0.7599316531396839
ENSXMAT00000037554,0.9677077575087525,0.77546565774156,0.8306057027163827,0.8480499510740412,0.9726364933212294,0.9699514128024906,0.763565232182344,0.7459368291934989,0.7262734169376064,0.739753572345341,0.8009507386866757,0.967098703888335,0.736183246770542,0.826302729528536,0.919553439500903,0.7724943523059121,1.0,0.886116356442766
ENSFHET00000008437,0.8949285136228756,0.8332363213038417,0.8357598560444953,0.8300288392213411,0.8940222515557231,0.8945628214548126,0.8173158700459262,0.8057344372891752,0.7479485988543119,0.7733378968084196,0.7879662622344504,0.8942535132878809,0.7796790025202281,0.8251046025104602,0.8224945020420986,0.7599316531396839,0.886116356442766,1.0
