	ENSPKIT00000036094	ENSSFOT00015015537	ZK154.4.1	ENSSFOT00015018578	ENSSFOT00015018563	ENSDCDT00000060355	ENSSFOT00015015544	FBtr0074686	ENSCHAT00000045689	ENSPKIT00000013735	ENSPKIT00000036116	ENSDCDT00000060359	ENSSFOT00015018594
ENSPKIT00000036094	1.0	0.7803236952173123	0.35680751173708924	0.6863225320271289	0.6863225320271289	0.6824506283662477	0.7803236952173123	0.3374370453273643	0.7280586355948129	0.7068835098335855	1.0	0.7016387266905255	0.6967413441955194
ENSSFOT00015015537	0.7803236952173123	1.0	0.32985305491105954	0.6603705049037414	0.6603705049037414	0.6729032258064516	1.0	0.3060214462469069	0.7133620689655172	0.6607046070460705	0.7803236952173123	0.6929445644348452	0.6740287911654506
ZK154.4.1	0.35680751173708924	0.32985305491105954	1.0	0.335408560311284	0.335408560311284	0.3691695108077361	0.32985305491105954	0.3048128342245989	0.2955512572533849	0.332284703106567	0.35680751173708924	0.31812819504522216	0.335408560311284
ENSSFOT00015018578	0.6863225320271289	0.6603705049037414	0.335408560311284	1.0	1.0	0.6429368444543628	0.6603705049037414	0.37112860892388455	0.6603316564188559	0.6915801186943621	0.6863225320271289	0.6682790697674419	1.0
ENSSFOT00015018563	0.6863225320271289	0.6603705049037414	0.335408560311284	1.0	1.0	0.6429368444543628	0.6603705049037414	0.37112860892388455	0.6603316564188559	0.6915801186943621	0.6863225320271289	0.6682790697674419	1.0
ENSDCDT00000060355	0.6824506283662477	0.6729032258064516	0.3691695108077361	0.6429368444543628	0.6429368444543628	1.0	0.6729032258064516	0.35401459854014594	0.7549844926894107	0.6757442880221556	0.6824506283662477	1.0	0.6625030614744061
ENSSFOT00015015544	0.7803236952173123	1.0	0.32985305491105954	0.6603705049037414	0.6603705049037414	0.6729032258064516	1.0	0.3060214462469069	0.7133620689655172	0.6607046070460705	0.7803236952173123	0.6929445644348452	0.6740287911654506
FBtr0074686	0.3374370453273643	0.3060214462469069	0.3048128342245989	0.37112860892388455	0.37112860892388455	0.35401459854014594	0.3060214462469069	1.0	0.32471817431949396	0.33269806697522464	0.3374370453273643	0.34328767123287673	0.3661216831948539
ENSCHAT00000045689	0.7280586355948129	0.7133620689655172	0.2955512572533849	0.6603316564188559	0.6603316564188559	0.7549844926894107	0.7133620689655172	0.32471817431949396	1.0	0.672484984984985	0.7280586355948129	0.7612637876238549	0.6739786677399879
ENSPKIT00000013735	0.7068835098335855	0.6607046070460705	0.332284703106567	0.6915801186943621	0.6915801186943621	0.6757442880221556	0.6607046070460705	0.33269806697522464	0.672484984984985	1.0	0.7068835098335855	0.7003069838833461	0.7144857943177271
ENSPKIT00000036116	1.0	0.7803236952173123	0.35680751173708924	0.6863225320271289	0.6863225320271289	0.6824506283662477	0.7803236952173123	0.3374370453273643	0.7280586355948129	0.7068835098335855	1.0	0.7016387266905255	0.6967413441955194
ENSDCDT00000060359	0.7016387266905255	0.6929445644348452	0.31812819504522216	0.6682790697674419	0.6682790697674419	1.0	0.6929445644348452	0.34328767123287673	0.7612637876238549	0.7003069838833461	0.7016387266905255	1.0	0.6863572433192686
ENSSFOT00015018594	0.6967413441955194	0.6740287911654506	0.335408560311284	1.0	1.0	0.6625030614744061	0.6740287911654506	0.3661216831948539	0.6739786677399879	0.7144857943177271	0.6967413441955194	0.6863572433192686	1.0
