,ENSNPET00000021018,ENSNPET00000021038,ENSCPUT00000030245,ENSCPUT00000030241,ENSCPUT00000030240,ENSCPUT00000030242,ENSARWT00000019779,ENSAHAT00000008308,ENSNPET00000021093,ENSAOWT00000032439,ENSNPET00000021073,ENSAOWT00000032440,ENSAOWT00000032442,ENSDNVT00000007356,ENSCPUT00000030256,ENSAHAT00000008375,ENSCPUT00000030254,ENSCPUT00000030255,ENSAHAT00000008356,ENSAHAT00000008311,ENSCPGT00000028563,ENSCPGT00000028562,ENSAHAT00000008325,ENSCPGT00000028560,ENSCPUT00000030252,ENSCPUT00000030244,ENSCPGT00000028508,ENSNPET00000021089,ENSZALT00000005102
ENSNPET00000021018,1.0,1.0,0.7776970577551762,0.79232,0.7931364215894603,0.7931364215894603,0.7903099394371215,0.7907215086089096,0.995459620394492,0.7906897024544083,1.0,0.7926366679062848,0.8049734125742884,0.8017844886753603,0.7969559851912793,0.8066247508050912,0.7965405035108751,0.7971830985915493,0.8308627334716869,0.793603570100409,0.774852652259332,0.7828038674033149,0.8026807980049875,0.7940454768526092,0.7975721784776902,0.7960674157303371,0.7970297029702971,1.0,0.7910658047405934
ENSNPET00000021038,1.0,1.0,0.7776970577551762,0.79232,0.7931364215894603,0.7931364215894603,0.7903099394371215,0.7908655514680364,0.9955176721287383,0.7908337396392003,1.0,0.7920770248419815,0.8065433854907539,0.8014297612437534,0.7969559851912793,0.8081809730399752,0.7965405035108751,0.7971830985915493,0.8308627334716869,0.7930324856680876,0.774852652259332,0.7828038674033149,0.8034469251860556,0.7940454768526092,0.7975721784776902,0.7960674157303371,0.7970297029702971,1.0,0.7910658047405934
ENSCPUT00000030245,0.7776970577551762,0.7776970577551762,1.0,0.9638009049773756,0.9638009049773756,0.9638009049773756,0.7740838685304118,0.7706837929731771,0.7776970577551762,0.7725727238383076,0.7776970577551762,0.7725727238383076,0.0,0.7823951643369853,0.9848885530789573,0.0,0.9848885530789573,0.9848885530789573,0.0,0.7706837929731771,0.0,0.0,0.7749019607843137,0.9690215338118625,0.9848885530789573,1.0,0.9489322191272052,0.7776970577551762,0.8024596464258262
ENSCPUT00000030241,0.79232,0.79232,0.9638009049773756,1.0,1.0,1.0,0.7585583669997874,0.7600467786519243,0.7953880764904387,0.7588713125267208,0.79232,0.7581331065277482,0.7484038308060654,0.7685519880927068,1.0,0.7518062878344074,1.0,1.0,0.7562979189485214,0.7600467786519243,0.9730132899376187,0.9719813208805871,0.7604620749782041,0.9757454850902982,1.0,0.7484276729559748,0.9777350813743219,0.7972885032537961,0.8075821983169948
ENSCPUT00000030240,0.7931364215894603,0.7931364215894603,0.9638009049773756,1.0,1.0,1.0,0.7595043947897914,0.7609869744784497,0.7962361375602106,0.759821143404663,0.7931364215894603,0.7590808005930318,0.7502475737769856,0.7694588584136397,1.0,0.7535866614967042,1.0,1.0,0.7562979189485214,0.7609869744784497,0.9669941060903733,0.9650597907324364,0.7614240746770867,0.9758393473486037,1.0,0.9638009049773756,0.9778277996623522,0.7980987360916063,0.8225806451612904
ENSCPUT00000030242,0.7931364215894603,0.7931364215894603,0.9638009049773756,1.0,1.0,1.0,0.7595043947897914,0.7609869744784497,0.7962361375602106,0.759821143404663,0.7931364215894603,0.754170755642787,0.7502475737769856,0.7707071743816073,1.0,0.7535866614967042,1.0,1.0,0.7562979189485214,0.755937193326791,0.9669941060903733,0.9665832737669764,0.7614240746770867,0.9778225806451613,1.0,0.7484276729559748,0.9778277996623522,0.7980987360916063,0.8225806451612904
ENSARWT00000019779,0.7903099394371215,0.7903099394371215,0.7740838685304118,0.7585583669997874,0.7595043947897914,0.7595043947897914,1.0,0.98471134099034,0.7938206938434677,0.9858605930907979,0.7936290089569489,0.9855730264224347,0.9555253776947886,0.9169715523034421,0.7641021361815754,0.9588676103247294,0.7599722511272979,0.7607399083758319,0.9857142857142858,0.9867898533106411,0.7298624754420432,0.7491367403314917,0.9875691783737761,0.7587175673442407,0.7648282172864155,0.7754262198706643,0.7571028842014637,0.799276945093018,0.7477530449391012
ENSAHAT00000008308,0.7907215086089096,0.7908655514680364,0.7706837929731771,0.7600467786519243,0.7609869744784497,0.7609869744784497,0.98471134099034,1.0,0.7945041816009558,0.994828929659276,0.79520650545688,0.9957078133693665,0.9673408488063661,0.9218231849290905,0.7654979883405862,0.972990562967784,0.7614905773002473,0.7622407344440666,1.0,1.0,0.7335952848722986,0.7524171270718232,1.0,0.7609878950361524,0.7662082514734774,0.770135214579659,0.7589324149806285,0.8033193151096425,0.7443845835060091
ENSNPET00000021093,0.995459620394492,0.9955176721287383,0.7776970577551762,0.7953880764904387,0.7962361375602106,0.7962361375602106,0.7938206938434677,0.7945041816009558,1.0,0.794483585669315,0.9953917050691244,0.7961965134706814,0.8065433854907539,0.8045169009871374,0.7983799181057504,0.8081809730399752,0.7979920052059124,0.7986844543264777,0.8308627334716869,0.7972266244057052,0.774852652259332,0.7828038674033149,0.805695278273568,0.7970011534025375,0.7990417886611658,0.7960674157303371,0.7970297029702971,0.9953682611996962,0.7892561983471075
ENSAOWT00000032439,0.7906897024544083,0.7908337396392003,0.7725727238383076,0.7588713125267208,0.759821143404663,0.759821143404663,0.9858605930907979,0.994828929659276,0.794483585669315,1.0,0.7949029994988904,1.0,0.9722454439057013,0.9193491333569155,0.7650259708137521,0.9683554681095261,0.7609831292283977,0.7617380911729554,0.9942510380070265,0.9956948098541019,0.7307539682539682,0.7500870776732845,0.9962941612451618,0.7605024879680234,0.7657405885253986,0.7730746619635509,0.7577364206881627,0.803030303030303,0.743075771438077
