,ENSPCIT00000068350,ENSSHAT00000005412,ENSPCIT00000050903,ENSMODT00000070575,ENSMODT00000077889,ENSPCIT00000050905,ENSVURT00010033949,ENSVURT00010033963,ENSMEUT00000008563,ENSPCIT00000055818,ENSMODT00000028975
ENSPCIT00000068350,1.0,0.9046559538524928,1.0,0.871958190429528,0.871958190429528,1.0,0.9593858345715701,0.959324370906584,0.9101457096600108,1.0,0.8680858339745234
ENSSHAT00000005412,0.9046559538524928,1.0,0.9049282110981762,0.8661603788992324,0.8681961659866041,0.9027237354085603,0.9029187817258884,0.9028893828004787,0.893640350877193,0.9023463317911434,0.864951768488746
ENSPCIT00000050903,1.0,0.9049282110981762,1.0,0.871958190429528,0.8730878622492121,1.0,0.9581047778042769,0.959324370906584,0.9117199391171994,1.0,0.8695024077046549
ENSMODT00000070575,0.871958190429528,0.8661603788992324,0.871958190429528,1.0,1.0,0.8680858339745234,0.8771027274211988,0.8503044654939107,0.8636323228731443,0.8669052190609181,1.0
ENSMODT00000077889,0.871958190429528,0.8681961659866041,0.8730878622492121,1.0,1.0,0.8695024077046549,0.8763373190685966,0.8503044654939107,0.8657852899338967,0.8684232059569593,1.0
ENSPCIT00000050905,1.0,0.9027237354085603,1.0,0.8680858339745234,0.8695024077046549,1.0,0.9570929652419757,0.9571346923223472,0.9092670894996476,1.0,0.8695024077046549
ENSVURT00010033949,0.9593858345715701,0.9029187817258884,0.9581047778042769,0.8771027274211988,0.8763373190685966,0.9570929652419757,1.0,1.0,0.9142438098524718,0.9582061715835877,0.8719066019896408
ENSVURT00010033963,0.959324370906584,0.9028893828004787,0.959324370906584,0.8503044654939107,0.8503044654939107,0.9571346923223472,1.0,1.0,0.8967611336032388,0.9597529388324367,0.8375909006153273
ENSMEUT00000008563,0.9101457096600108,0.893640350877193,0.9117199391171994,0.8636323228731443,0.8657852899338967,0.9092670894996476,0.9142438098524718,0.8967611336032388,1.0,0.9125079250067929,0.861996863565081
ENSPCIT00000055818,1.0,0.9023463317911434,1.0,0.8669052190609181,0.8684232059569593,1.0,0.9582061715835877,0.9597529388324367,0.9125079250067929,1.0,0.8643762851267992
ENSMODT00000028975,0.8680858339745234,0.864951768488746,0.8695024077046549,1.0,1.0,0.8695024077046549,0.8719066019896408,0.8375909006153273,0.861996863565081,0.8643762851267992,1.0
