,ENSCINT00000035877,ENSPMJT00000017886,ENSPMJT00000017885,ENSPMJT00000017884,FBtr0085505,ENSCSAVT00000014655,C25H3.11d.1,ENSCCET00000009150,ENSPMJT00000017903,ENSCCET00000009175,FBtr0300825,ENSFALT00000010443,C25H3.11c.1,C25H3.11b.1,C25H3.11a.1,ENSCCET00000009091,ENSTGUT00000002581,ENSTGUT00000002583,ENSEBUT00000019006,ENSCCET00000009147
ENSCINT00000035877,1.0,0.4502982107355864,0.4502982107355864,0.4502982107355864,0.3316412859560067,0.32206682206682213,0.3013100436681222,0.4534653465346534,0.4502982107355864,0.4534653465346534,0.0,0.451171875,0.3013100436681222,0.3232323232323233,0.3232323232323233,0.4534653465346534,0.4656188605108055,0.49715909090909083,0.22035323801513873,0.4534653465346534
ENSPMJT00000017886,0.4502982107355864,1.0,1.0,1.0,0.3447347158631834,0.3861679224973089,0.43421169372726465,0.9836061601095346,1.0,0.9827656955272877,0.2527646129541864,0.9346160805838711,0.43421169372726465,0.43421169372726465,0.43421169372726465,0.9827769201080664,0.9405796880013445,0.9397630539710399,0.34327437268613736,0.9826993776581685
ENSPMJT00000017885,0.4502982107355864,1.0,1.0,1.0,0.3447347158631834,0.3861679224973089,0.4322140420183157,0.9837017406492803,1.0,0.982874099194574,0.2527646129541864,0.9345353441738984,0.4322140420183157,0.4322140420183157,0.4322140420183157,0.9829849704583469,0.940667377723602,0.9398663307439289,0.34327437268613736,0.9829068025172311
ENSPMJT00000017884,0.4502982107355864,1.0,1.0,1.0,0.3447347158631834,0.3861679224973089,0.4345127250155183,0.9837017406492803,1.0,0.9827656955272877,0.2527646129541864,0.9346918703672608,0.4345127250155183,0.4345127250155183,0.4345127250155183,0.9828768765888052,0.9408391735687631,0.9400675393399248,0.34327437268613736,0.9827993979789292
FBtr0085505,0.3316412859560067,0.3447347158631834,0.3447347158631834,0.3447347158631834,1.0,0.2751322751322751,0.33496308122131313,0.34356764521052163,0.3447347158631834,0.34356764521052163,1.0,0.3443756172008259,0.33330020868528276,0.33496308122131313,0.33330020868528276,0.34356764521052163,0.3501211957985457,0.35589187131163147,0.0,0.34356764521052163
ENSCSAVT00000014655,0.32206682206682213,0.3861679224973089,0.3861679224973089,0.3861679224973089,0.2751322751322751,1.0,0.36870370370370376,0.38408234660925733,0.3861679224973089,0.3843507588532884,0.1972477064220184,0.38749666755531864,0.36870370370370376,0.36834558164545617,0.36834558164545617,0.38408234660925733,0.3795350712174147,0.3787942962021742,0.2630876068376069,0.38408234660925733
C25H3.11d.1,0.3013100436681222,0.43421169372726465,0.4322140420183157,0.4345127250155183,0.33496308122131313,0.36870370370370376,1.0,0.43119842124147834,0.43421169372726465,0.4340308565348465,0.23064770932069512,0.44055511358613986,1.0,1.0,1.0,0.434331797235023,0.4411006905080903,0.4255161330201509,0.22540983606557374,0.434331797235023
ENSCCET00000009150,0.4534653465346534,0.9836061601095346,0.9837017406492803,0.9837017406492803,0.34356764521052163,0.38408234660925733,0.43119842124147834,1.0,0.9836029812761317,1.0,0.24644549763033174,0.9341251274668586,0.43119842124147834,0.43119842124147834,0.43119842124147834,1.0,0.940969962926534,0.9394366933166118,0.35118434603501547,1.0
ENSPMJT00000017903,0.4502982107355864,1.0,1.0,1.0,0.3447347158631834,0.3861679224973089,0.43421169372726465,0.9836029812761317,1.0,0.9827656955272877,0.2527646129541864,0.9346034580533066,0.43421169372726465,0.43421169372726465,0.43421169372726465,0.9827735958309207,0.9405651582534806,0.939746133183518,0.34327437268613736,0.9828107132109539
ENSCCET00000009175,0.4534653465346534,0.9827656955272877,0.982874099194574,0.9827656955272877,0.34356764521052163,0.3843507588532884,0.4340308565348465,1.0,0.9827656955272877,1.0,0.24644549763033174,0.9332299816130079,0.4340308565348465,0.4340308565348465,0.4340308565348465,1.0,0.9406190201378976,0.9390260966906877,0.35118434603501547,1.0
FBtr0300825,0.0,0.2527646129541864,0.2527646129541864,0.2527646129541864,1.0,0.1972477064220184,0.23064770932069512,0.24644549763033174,0.2527646129541864,0.24644549763033174,1.0,0.27014218009478674,0.23064770932069512,0.23064770932069512,0.23064770932069512,0.24644549763033174,0.25434439178515,0.0,0.0,0.24644549763033174
ENSFALT00000010443,0.451171875,0.9346160805838711,0.9345353441738984,0.9346918703672608,0.3443756172008259,0.38749666755531864,0.44055511358613986,0.9341251274668586,0.9346034580533066,0.9332299816130079,0.27014218009478674,1.0,0.44055511358613986,0.44055511358613986,0.44055511358613986,0.9333564195643868,0.9316580202117132,0.9334299867101606,0.343363561417972,0.9333453431814087
C25H3.11c.1,0.3013100436681222,0.43421169372726465,0.4322140420183157,0.4345127250155183,0.33330020868528276,0.36870370370370376,1.0,0.43119842124147834,0.43421169372726465,0.4340308565348465,0.23064770932069512,0.44055511358613986,1.0,1.0,1.0,0.434331797235023,0.4411006905080903,0.4255161330201509,0.22540983606557374,0.434331797235023
C25H3.11b.1,0.3232323232323233,0.43421169372726465,0.4322140420183157,0.4345127250155183,0.33496308122131313,0.36834558164545617,1.0,0.43119842124147834,0.43421169372726465,0.4340308565348465,0.23064770932069512,0.44055511358613986,1.0,1.0,1.0,0.434331797235023,0.4411006905080903,0.4255161330201509,0.22540983606557374,0.434331797235023
C25H3.11a.1,0.3232323232323233,0.43421169372726465,0.4322140420183157,0.4345127250155183,0.33330020868528276,0.36834558164545617,1.0,0.43119842124147834,0.43421169372726465,0.4340308565348465,0.23064770932069512,0.44055511358613986,1.0,1.0,1.0,0.434331797235023,0.4411006905080903,0.4255161330201509,0.22540983606557374,0.434331797235023
ENSCCET00000009091,0.4534653465346534,0.9827769201080664,0.9829849704583469,0.9828768765888052,0.34356764521052163,0.38408234660925733,0.434331797235023,1.0,0.9827735958309207,1.0,0.24644549763033174,0.9333564195643868,0.434331797235023,0.434331797235023,0.434331797235023,1.0,0.9409247736278306,0.9393923638191303,0.35118434603501547,1.0
ENSTGUT00000002581,0.4656188605108055,0.9405796880013445,0.940667377723602,0.9408391735687631,0.3501211957985457,0.3795350712174147,0.4411006905080903,0.940969962926534,0.9405651582534806,0.9406190201378976,0.25434439178515,0.9316580202117132,0.4411006905080903,0.4411006905080903,0.4411006905080903,0.9409247736278306,1.0,1.0,0.3161743199766014,0.9405854946655943
ENSTGUT00000002583,0.49715909090909083,0.9397630539710399,0.9398663307439289,0.9400675393399248,0.35589187131163147,0.3787942962021742,0.4255161330201509,0.9394366933166118,0.939746133183518,0.9390260966906877,0.0,0.9334299867101606,0.4255161330201509,0.4255161330201509,0.4255161330201509,0.9393923638191303,1.0,1.0,0.30216926367247177,0.9390798390328031
ENSEBUT00000019006,0.22035323801513873,0.34327437268613736,0.34327437268613736,0.34327437268613736,0.0,0.2630876068376069,0.22540983606557374,0.35118434603501547,0.34327437268613736,0.35118434603501547,0.0,0.343363561417972,0.22540983606557374,0.22540983606557374,0.22540983606557374,0.35118434603501547,0.3161743199766014,0.30216926367247177,1.0,0.35118434603501547
ENSCCET00000009147,0.4534653465346534,0.9826993776581685,0.9829068025172311,0.9827993979789292,0.34356764521052163,0.38408234660925733,0.434331797235023,1.0,0.9828107132109539,1.0,0.24644549763033174,0.9333453431814087,0.434331797235023,0.434331797235023,0.434331797235023,1.0,0.9405854946655943,0.9390798390328031,0.35118434603501547,1.0
