	ENSHCOT00000025157	ENSCSET00000019651	ENSLBET00000013569	ENSCHAT00000044982	ENSCSET00000019623	ENSLBET00000013598	ENSDCDT00000052310	ENSHCOT00000028685	ENSDCDT00000052312	ENSCSET00000019611	ENSHCOT00000025165	ENSCSET00000019605	ENSHCOT00000025149	ENSCSET00000019667	ENSLBET00000013555	ENSCSET00000019638	ENSDCDT00000052307	ENSCHAT00000044969
ENSHCOT00000025157	1.0	0.7624488036214702	0.7759221434578878	0.6996652319464371	0.7585346489735738	0.7799596503026227	0.7002159827213823	1.0	0.7038428900472785	0.7565185900531144	1.0	0.7565185900531144	1.0	0.7655846801575444	0.7806160781367393	0.7620127416045783	0.7002159827213823	0.6996652319464371
ENSCSET00000019651	0.7624488036214702	1.0	0.7918805970149254	0.7073836657169991	1.0	0.8011340623734305	0.7209202322081273	0.7633425206715109	0.7150224215246637	1.0	0.7660195264280103	1.0	0.7565185900531144	1.0	0.8055437100213221	1.0	0.7181552713724699	0.7037608911437081
ENSLBET00000013569	0.7759221434578878	0.7918805970149254	1.0	0.7212106881059352	0.7834491471888819	1.0	0.7083733205374281	0.7819473881062212	0.7083733205374281	0.7918805970149254	0.7759221434578878	0.7918805970149254	0.7759221434578878	0.8011933821535123	1.0	0.7918805970149254	0.7083733205374281	0.7212106881059352
ENSCHAT00000044982	0.6996652319464371	0.7073836657169991	0.7212106881059352	1.0	0.7005018820577165	0.7331733973077436	0.7395177574533792	0.7143569913932892	0.7395177574533792	0.7073836657169991	0.6996652319464371	0.7073836657169991	0.6996652319464371	0.7246865309424295	0.7212106881059352	0.7073836657169991	0.7395177574533792	1.0
ENSCSET00000019623	0.7585346489735738	1.0	0.7834491471888819	0.7005018820577165	1.0	0.7921404922988342	0.7167081166628985	0.7588086690599655	0.7129546904913848	1.0	0.7517576377348844	1.0	0.7517576377348844	1.0	0.7987668161434978	1.0	0.7167081166628985	0.7005018820577165
ENSLBET00000013598	0.7799596503026227	0.8011340623734305	1.0	0.7331733973077436	0.7921404922988342	1.0	0.7240825073667292	0.7813478556841389	0.7240825073667292	0.8011340623734305	0.7799596503026227	0.8011340623734305	0.7799596503026227	0.8011933821535123	1.0	0.8011340623734305	0.7240825073667292	0.7331733973077436
ENSDCDT00000052310	0.7002159827213823	0.7209202322081273	0.7083733205374281	0.7395177574533792	0.7167081166628985	0.7240825073667292	1.0	0.7141956631366616	1.0	0.7178868652756001	0.7038428900472785	0.7178868652756001	0.7038428900472785	0.7292345276872965	0.7113512356905959	0.7204092622509424	1.0	0.7395177574533792
ENSHCOT00000028685	1.0	0.7633425206715109	0.7819473881062212	0.7143569913932892	0.7588086690599655	0.7813478556841389	0.7141956631366616	1.0	0.7141956631366616	0.7633425206715109	1.0	0.7633425206715109	1.0	0.7690086621751684	0.7819473881062212	0.7633425206715109	0.7141956631366616	0.7143569913932892
ENSDCDT00000052312	0.7038428900472785	0.7150224215246637	0.7083733205374281	0.7395177574533792	0.7129546904913848	0.7240825073667292	1.0	0.7141956631366616	1.0	0.7178868652756001	0.7033250954841609	0.7150224215246637	0.7038428900472785	0.7292345276872965	0.7083733205374281	0.7178868652756001	1.0	0.7340167548500882
ENSCSET00000019611	0.7565185900531144	1.0	0.7918805970149254	0.7073836657169991	1.0	0.8011340623734305	0.7178868652756001	0.7633425206715109	0.7178868652756001	1.0	0.7565185900531144	1.0	0.7565185900531144	1.0	0.7918805970149254	1.0	0.7178868652756001	0.7073836657169991
