,ENSCVAT00000010993,ENSELUT00000034963,ENSACLT00000042149,ENSACLT00000042148,ENSAOCT00000004248,ENSAPET00000010554,ENSGMOT00000016641,ENSBSLT00000032389,ENSAOCT00000004228,ENSBSLT00000032383,ENSCVAT00000010965,ENSCVAT00000010980,ENSELUT00000034959,ENSELUT00000035097,ENSGAGT00000028561,ENSATET00000035909,ENSATET00000035907
ENSCVAT00000010993,1.0,0.5758162700608743,0.7498646453708717,0.7266049185563718,0.6659969864389754,0.6463304137722743,0.674076865109269,0.7300299017513883,0.6314687406521089,0.7001561686621551,1.0,1.0,0.503345139708776,0.5369688859150218,0.6005917159763313,0.7132606962529896,0.7105914718019257
ENSELUT00000034963,0.5758162700608743,1.0,0.5932825289302851,0.561744966442953,0.5696392785571143,0.5367601246105919,0.6388244392884764,0.5794223826714802,0.5279595478881618,0.5937161430119177,0.5357262663535727,0.5748752079866889,1.0,1.0,0.5153374233128835,0.6088986542158747,0.6026188442926274
ENSACLT00000042149,0.7498646453708717,0.5932825289302851,1.0,1.0,0.6944230274993575,0.6890678228553732,0.6477015825169555,0.7719148936170213,0.672493100275989,0.7324468085106383,0.7259045789305155,0.7493217580032555,0.525748502994012,0.561744966442953,0.5433925049309665,0.7747967479674797,0.7779337450870297
ENSACLT00000042148,0.7266049185563718,0.561744966442953,1.0,1.0,0.673294585500153,0.662720336753486,0.6283408976298538,0.7719148936170213,0.6488390294808244,0.7479935794542536,0.6563786008230452,0.7259045789305155,0.4998405103668262,0.5329639889196676,0.5433925049309665,0.7674271229404309,0.7674271229404309
ENSAOCT00000004248,0.6659969864389754,0.5696392785571143,0.6944230274993575,0.673294585500153,1.0,0.9763365468886941,0.6326299924642049,0.7080948487326247,1.0,0.7048469387755102,0.6314687406521089,0.6645649432534678,0.5090340514246005,0.529080118694362,0.5567410281280311,0.7261994473750314,0.7171035556709058
ENSAPET00000010554,0.6463304137722743,0.5367601246105919,0.6890678228553732,0.662720336753486,0.9763365468886941,1.0,0.5864851235501765,0.7113871635610766,0.9799156955120258,0.7001227747084101,0.6104636104636104,0.6463304137722743,0.5019981555487243,0.51993577736152,0.5769230769230769,0.7230587540596398,0.7230587540596398
ENSGMOT00000016641,0.674076865109269,0.6388244392884764,0.6477015825169555,0.6283408976298538,0.6326299924642049,0.5864851235501765,1.0,0.6177508825012608,0.5799293998991427,0.6718161266013565,0.6575895108421583,0.674076865109269,0.5516304347826086,0.5906005221932115,0.7315875613747954,0.6587548638132296,0.6471799094277481
ENSBSLT00000032389,0.7300299017513883,0.5794223826714802,0.7719148936170213,0.7719148936170213,0.7080948487326247,0.7113871635610766,0.6177508825012608,1.0,0.7071369975389664,1.0,0.7291041577368196,0.7291041577368196,0.5359815774323546,0.5794223826714802,0.5621301775147929,0.7923404255319149,0.7923404255319149
ENSAOCT00000004228,0.6314687406521089,0.5279595478881618,0.672493100275989,0.6488390294808244,1.0,0.9799156955120258,0.5799293998991427,0.7071369975389664,1.0,0.6914893617021277,0.5979964038016954,0.6314687406521089,0.4948604992657857,0.5129853432759064,0.5567410281280311,0.7058136137890739,0.7058136137890739
ENSBSLT00000032383,0.7001561686621551,0.5937161430119177,0.7324468085106383,0.7479935794542536,0.7048469387755102,0.7001227747084101,0.6718161266013565,1.0,0.6914893617021277,1.0,0.700533082470994,0.6995305164319249,0.528816199376947,0.5615359369872005,0.5621301775147929,0.7930761099365751,0.7905572330496843
ENSCVAT00000010965,1.0,0.5357262663535727,0.7259045789305155,0.6563786008230452,0.6314687406521089,0.6104636104636104,0.6575895108421583,0.7291041577368196,0.5979964038016954,0.700533082470994,1.0,1.0,0.4802507836990595,0.5078232226187208,0.6005917159763313,0.6920211114560696,0.6920211114560696
ENSCVAT00000010980,1.0,0.5748752079866889,0.7493217580032555,0.7259045789305155,0.6645649432534678,0.6463304137722743,0.674076865109269,0.7291041577368196,0.6314687406521089,0.6995305164319249,1.0,1.0,0.503345139708776,0.5357262663535727,0.6005917159763313,0.7126498002663116,0.7099531293079681
ENSELUT00000034959,0.503345139708776,1.0,0.525748502994012,0.4998405103668262,0.5090340514246005,0.5019981555487243,0.5516304347826086,0.5359815774323546,0.4948604992657857,0.528816199376947,0.4802507836990595,0.503345139708776,1.0,1.0,0.3973384030418251,0.5338145896656535,0.5338145896656535
ENSELUT00000035097,0.5369688859150218,1.0,0.561744966442953,0.5329639889196676,0.529080118694362,0.51993577736152,0.5906005221932115,0.5794223826714802,0.5129853432759064,0.5615359369872005,0.5078232226187208,0.5357262663535727,1.0,1.0,0.5153374233128835,0.5651754103636949,0.5651754103636949
ENSGAGT00000028561,0.6005917159763313,0.5153374233128835,0.5433925049309665,0.5433925049309665,0.5567410281280311,0.5769230769230769,0.7315875613747954,0.5621301775147929,0.5567410281280311,0.5621301775147929,0.6005917159763313,0.6005917159763313,0.3973384030418251,0.5153374233128835,1.0,0.5266272189349113,0.5266272189349113
ENSATET00000035909,0.7132606962529896,0.6088986542158747,0.7747967479674797,0.7674271229404309,0.7261994473750314,0.7230587540596398,0.6587548638132296,0.7923404255319149,0.7058136137890739,0.7930761099365751,0.6920211114560696,0.7126498002663116,0.5338145896656535,0.5651754103636949,0.5266272189349113,1.0,1.0
ENSATET00000035907,0.7105914718019257,0.6026188442926274,0.7779337450870297,0.7674271229404309,0.7171035556709058,0.7230587540596398,0.6471799094277481,0.7923404255319149,0.7058136137890739,0.7905572330496843,0.6920211114560696,0.7099531293079681,0.5338145896656535,0.5651754103636949,0.5266272189349113,1.0,1.0
