	FBtr0091522	FBtr0333022	FBtr0073170	FBtr0080944	FBtr0344410	ENSACAT00000006631	ENSNSUT00000012861	ENSSMRT00000002205	ENSSPUT00000010020	FBtr0113170	FBtr0080827	FBtr0333610	FBtr0075346
FBtr0091522	1.0	0.3249469536223097	0.3342062193126023	0.4430769230769232	0.4542525773195876	0.34416299559471364	0.33313713949381984	0.3550295857988166	0.30569306930693063	0.3249469536223097	0.28512518409425625	0.3585194249005812	0.3585194249005812
FBtr0333022	0.3249469536223097	1.0	0.3836373687119956	0.35964912280701755	0.3583796145050637	0.3345588235294117	0.3694933920704846	0.3460356484326983	0.3896330809551544	1.0	0.5036909448818898	0.3744128212213318	0.3744128212213318
FBtr0073170	0.3342062193126023	0.3836373687119956	1.0	0.3193335647344673	0.33103197674418605	0.4044117647058824	0.3426537874936452	0.3925014645577036	0.3478500551267916	0.3836373687119956	0.3741730616565229	0.4316305469556243	0.4316305469556243
FBtr0080944	0.4430769230769232	0.35964912280701755	0.3193335647344673	1.0	1.0	0.3192918192918193	0.3121311475409836	0.4043636363636364	0.3462603878116344	0.35964912280701755	0.3004566210045663	0.3615531508593253	0.3615531508593253
FBtr0344410	0.4542525773195876	0.3583796145050637	0.33103197674418605	1.0	1.0	0.3192918192918193	0.3121311475409836	0.4043636363636364	0.3462603878116344	0.3583796145050637	0.29593094944512943	0.3615531508593253	0.3615531508593253
ENSACAT00000006631	0.34416299559471364	0.3345588235294117	0.4044117647058824	0.3192918192918193	0.3192918192918193	1.0	0.7383579577333084	0.7442503259452412	0.6559913079470199	0.3345588235294117	0.3503151260504201	0.4962795211905533	0.4962795211905533
ENSNSUT00000012861	0.33313713949381984	0.3694933920704846	0.3426537874936452	0.3121311475409836	0.3121311475409836	0.7383579577333084	1.0	0.7227333291034833	0.6970737829447123	0.3694933920704846	0.3300492610837438	0.4876136719974914	0.4876136719974914
ENSSMRT00000002205	0.3550295857988166	0.3460356484326983	0.3925014645577036	0.4043636363636364	0.4043636363636364	0.7442503259452412	0.7227333291034833	1.0	0.6346299762254034	0.3460356484326983	0.3814195037507213	0.4945494186046512	0.4945494186046512
ENSSPUT00000010020	0.30569306930693063	0.3896330809551544	0.3478500551267916	0.3462603878116344	0.3462603878116344	0.6559913079470199	0.6970737829447123	0.6346299762254034	1.0	0.3896330809551544	0.3415435139573071	0.5204293628808865	0.5204293628808865
FBtr0113170	0.3249469536223097	1.0	0.3836373687119956	0.35964912280701755	0.3583796145050637	0.3345588235294117	0.3694933920704846	0.3460356484326983	0.3896330809551544	1.0	0.5036909448818898	0.3744128212213318	0.3744128212213318
FBtr0080827	0.28512518409425625	0.5036909448818898	0.3741730616565229	0.3004566210045663	0.29593094944512943	0.3503151260504201	0.3300492610837438	0.3814195037507213	0.3415435139573071	0.5036909448818898	1.0	0.3325814536340852	0.3325814536340852
FBtr0333610	0.3585194249005812	0.3744128212213318	0.4316305469556243	0.3615531508593253	0.3615531508593253	0.4962795211905533	0.4876136719974914	0.4945494186046512	0.5204293628808865	0.3744128212213318	0.3325814536340852	1.0	1.0
FBtr0075346	0.3585194249005812	0.3744128212213318	0.4316305469556243	0.3615531508593253	0.3615531508593253	0.4962795211905533	0.4876136719974914	0.4945494186046512	0.5204293628808865	0.3744128212213318	0.3325814536340852	1.0	1.0
