	ENSUAMT00000005872	ENSUAMT00000005719	ENSUAMT00000005917	ENSUAMT00000005627	ENSVURT00010036145	ENSMODT00000068127	ENSAMET00000010847	ENSNVIT00000006246	ENSVURT00010036137	ENSSHAT00000016564	ENSVURT00010036134	ENSVURT00010036138	ENSUAMT00000005992	ENSMODT00000067761	ENSMODT00000084166	ENSPCIT00000029672	ENSPCIT00000029673	ENSNVIT00000006251	ENSPCIT00000029948	ENSUMAT00000033001	ENSNVIT00000006235	ENSPCIT00000029990	ENSMODT00000085819	ENSUMAT00000033022	ENSMODT00000018226	ENSPVAT00000007635	ENSSHAT00000016563
ENSUAMT00000005872	1.0	1.0	1.0	1.0	0.8601329077494636	0.8558128618369583	0.988506046705588	0.9618601016021884	0.8607268464243846	0.8494111419875612	0.8607268464243846	0.8607268464243846	1.0	0.8562407421844547	0.8553610562484781	0.8536592101629384	0.8582488335114563	0.9616974517293704	0.8582488335114563	0.9991664278829872	0.9618601016021884	0.8576439790575916	0.0	0.9991628734369278	0.8551973391299793	0.9095443761785996	0.8475292758493935
ENSUAMT00000005719	1.0	1.0	1.0	1.0	0.8565911700240059	0.8502089864158829	0.9827446680763308	0.9565807327001355	0.8565911700240059	0.8458574181117534	0.8565911700240059	0.8565911700240059	1.0	0.8506572953273461	0.8495460089443014	0.8492144291885645	0.853416116661884	0.9565807327001355	0.853416116661884	0.993528859200501	0.9565807327001355	0.853416116661884	0.4	0.993528859200501	0.8502089864158829	0.902698605215282	0.8440085890855766
ENSUAMT00000005917	1.0	1.0	1.0	1.0	0.8599299380220965	0.8541003935946514	0.9883266384493032	0.9624090541632982	0.8599299380220965	0.8499441005644479	0.8599299380220965	0.8599299380220965	1.0	0.8545488731902549	0.8535663278165169	0.8534195459594952	0.8575356497830013	0.9624090541632982	0.8575356497830013	0.9993532740501212	0.9624090541632982	0.8575356497830013	0.0	0.9993532740501212	0.8541003935946514	0.9080463388528616	0.8480012982095526
ENSUAMT00000005627	1.0	1.0	1.0	1.0	0.8545922921927207	0.8498474059003052	0.9821106395954564	0.955956311912624	0.8551943103886208	0.844080474593758	0.8551943103886208	0.8551943103886208	1.0	0.8502851349638829	0.8491894029260577	0.8477986068153089	0.8523573516329902	0.9557732037646338	0.8523573516329902	0.9926085852171704	0.955956311912624	0.8517431473635854	0.3538461538461539	0.992577855995103	0.8492223612636309	0.9024008504857808	0.8422871183230529
ENSVURT00010036145	0.8601329077494636	0.8565911700240059	0.8599299380220965	0.8545922921927207	1.0	0.9448668730650156	0.8589505024190547	0.8579931551014335	1.0	0.9450524681309324	1.0	1.0	0.8573326322198545	0.9460403823595478	0.9444472941779944	0.9750860002084852	0.9745057232049948	0.8579931551014335	0.9745057232049948	0.8612916025990774	0.8579931551014335	0.9745057232049948	0.9307330195023538	0.8612916025990774	0.9448668730650156	0.8395795246800731	0.9450923830602044
ENSMODT00000068127	0.8558128618369583	0.8502089864158829	0.8541003935946514	0.8498474059003052	0.9448668730650156	1.0	0.8526609399684044	0.8526856240126383	0.9450885588830232	0.928879094460583	0.9458160477587776	0.9450885588830232	0.8513779254950837	1.0	1.0	0.9414446094136648	0.9425616468787796	0.8520905102976529	0.9425616468787796	0.8550799763033176	0.8526856240126383	0.9423296158612144	1.0	0.8544945351805497	1.0	0.8314215602351196	0.9296594427244582
ENSAMET00000010847	0.988506046705588	0.9827446680763308	0.9883266384493032	0.9821106395954564	0.8589505024190547	0.8526609399684044	1.0	0.9628072604975518	0.8595186320055352	0.8473023839397742	0.8594945043812997	0.8595186320055352	0.9880939195924244	0.8529872844452187	0.8519560214778829	0.8517049753450391	0.8553184131218813	0.9626567349472376	0.8553184131218813	0.9887290523505858	0.9628072604975518	0.8547335003348298	0.85137861466039	0.9886834594862888	0.8520657265359737	0.9089322998598518	0.8460255005478633
ENSNVIT00000006246	0.9618601016021884	0.9565807327001355	0.9624090541632982	0.955956311912624	0.8579931551014335	0.8526856240126383	0.9628072604975518	1.0	0.8585649005804619	0.8508176100628931	0.8581016056323759	0.8585649005804619	0.9617524146901724	0.8526763506118794	0.8521736908017482	0.8516142492046106	0.8556013728734043	1.0	0.8556013728734043	0.9630389129092032	1.0	0.8550178500595002	0.8581035642232683	0.96288946219488	0.8520905102976529	0.9101538990628492	0.8499650384576966
ENSVURT00010036137	0.8607268464243846	0.8565911700240059	0.8599299380220965	0.8551943103886208	1.0	0.9450885588830232	0.8595186320055352	0.8585649005804619	1.0	0.9450524681309324	1.0	1.0	0.8573326322198545	0.9462803756895096	0.9446785686920542	0.9750860002084852	0.9746082665021591	0.8579931551014335	0.9746182876594064	0.8618500679263925	0.8586207747956841	0.9745057232049948	0.9307330195023538	0.8612916025990774	0.9448668730650156	0.8395795246800731	0.9450923830602044
ENSSHAT00000016564	0.8494111419875612	0.8458574181117534	0.8499441005644479	0.844080474593758	0.9450524681309324	0.928879094460583	0.8473023839397742	0.8508176100628931	0.9450524681309324	1.0	0.9449267916773696	0.9450524681309324	0.8464813984760198	0.9309004643650312	0.9265312475679042	0.9426432600558806	0.9429973953115608	0.8508176100628931	0.9429973953115608	0.8500564263322884	0.8508176100628931	0.9429973953115608	0.8917283120376597	0.8500564263322884	0.928879094460583	0.8378212974296205	1.0
ENSVURT00010036134	0.8607268464243846	0.8565911700240059	0.8599299380220965	0.8551943103886208	1.0	0.9458160477587776	0.8594945043812997	0.8581016056323759	1.0	0.9449267916773696	1.0	1.0	0.8573326322198545	0.9460004537776994	0.9454216583217552	0.9748267836601482	0.974351191379572	0.8575134145411083	0.974351191379572	0.8607287449392712	0.8581016056323759	0.9742450026669376	0.9604989604989606	0.8601519424752903	0.9455917092128324	0.8383663147990238	0.9449686336512472
ENSVURT00010036138	0.8607268464243846	0.8565911700240059	0.8599299380220965	0.8551943103886208	1.0	0.9450885588830232	0.8595186320055352	0.8585649005804619	1.0	0.9450524681309324	1.0	1.0	0.8573326322198545	0.9462590106885408	0.9446785686920542	0.9750860002084852	0.9746082665021591	0.8579931551014335	0.9746082665021591	0.8618500679263925	0.8585649005804619	0.9745057232049948	0.9307330195023538	0.8612916025990774	0.9448668730650156	0.8395795246800731	0.9450923830602044
ENSUAMT00000005992	1.0	1.0	1.0	1.0	0.8573326322198545	0.8513779254950837	0.9880939195924244	0.9617524146901724	0.8573326322198545	0.8464813984760198	0.8573326322198545	0.8573326322198545	1.0	0.8518487858719647	0.8507200460829493	0.8502402719174871	0.8546431142366687	0.9617524146901724	0.8546431142366687	0.9993357872305096	0.9617524146901724	0.8546431142366687	0.0	0.9993357872305096	0.8513779254950837	0.9075319107473448	0.8445148206795011
ENSMODT00000067761	0.8562407421844547	0.8506572953273461	0.8545488731902549	0.8502851349638829	0.9460403823595478	1.0	0.8529872844452187	0.8526763506118794	0.9462803756895096	0.9309004643650312	0.9460004537776994	0.9462590106885408	0.8518487858719647	1.0	1.0	0.943150487093979	0.944186046511628	0.8520766214630004	0.9442082494219438	0.8551885384538852	0.8527349577324714	0.9439588432146246	1.0	0.8545990359881122	1.0	0.831222292590247	0.9314334368426324
ENSMODT00000084166	0.8553610562484781	0.8495460089443014	0.8535663278165169	0.8491894029260577	0.9444472941779944	1.0	0.8519560214778829	0.8521736908017482	0.9446785686920542	0.9265312475679042	0.9454216583217552	0.9446785686920542	0.8507200460829493	1.0	1.0	0.9407663622115332	0.9419597219382541	0.8515552817985833	0.9419597219382541	0.854627239502134	0.8521736908017482	0.9417169254459129	1.0	0.8540190945488143	1.0	0.8298327441252488	0.9271136275897568
ENSPCIT00000029672	0.8536592101629384	0.8492144291885645	0.8534195459594952	0.8477986068153089	0.9750860002084852	0.9414446094136648	0.8517049753450391	0.8516142492046106	0.9750860002084852	0.9426432600558806	0.9748267836601482	0.9750860002084852	0.8502402719174871	0.943150487093979	0.9407663622115332	1.0	1.0	0.8516142492046106	1.0	0.8543263964950711	0.8516142492046106	1.0	0.9233355749831876	0.8543263964950711	0.9414446094136648	0.8544530607449183	0.9427779375997072
