	ENSRROT00000032984	ENSRROT00000032986	ENSRBIT00000053778	ENSRROT00000042895	ENSMFAT00000026116	ENSPTET00000052079	ENSPTET00000052077	ENSCATT00000049766	ENSMNET00000064639	ENSMMUT00000033490	ENSNLET00000036817	ENSMNET00000064644	ENSNLET00000000860	ENSCSAT00000001594	ENSRROT00000070155	ENSRROT00000070156
ENSRROT00000032984	1.0	1.0	0.9349169563538046	0.9569196428571428	0.9509363295880151	0.9217228464419476	0.9217228464419476	0.9604357798165136	0.9524344569288391	0.9488764044943822	0.9155430711610488	0.9524344569288391	0.9174046977281478	0.956367041198502	0.940262172284644	0.940262172284644
ENSRROT00000032986	1.0	1.0	0.91446996266546	0.9659153991340068	0.9622230638136716	0.9055851063829788	0.9128795021685838	0.9584196507842556	0.9604241620905132	0.961181594395001	0.9315664931377188	0.9616709254527276	0.9287403598971722	0.9592223802750118	0.9150462525958091	0.911302809113028
ENSRBIT00000053778	0.9349169563538046	0.91446996266546	1.0	0.9079157946571464	0.9101062082557756	0.9566593886462882	0.9566593886462882	0.8853480505607976	0.9087922916894776	0.9075878681703712	0.9121865761524144	0.9087922916894776	0.9237337700315826	0.9080737165423431	0.985603664521758	0.985603664521758
ENSRROT00000042895	0.9569196428571428	0.9659153991340068	0.9079157946571464	1.0	0.950490777693884	0.8935190944147282	0.8957376348680697	0.9488216672529018	0.9484413763348076	0.949304282170208	0.9181456383779714	0.9505136557253822	0.9172287641477078	0.9447859376685	0.9039305986933704	0.9034182722187696
ENSMFAT00000026116	0.9509363295880151	0.9622230638136716	0.9101062082557756	0.950490777693884	1.0	0.9013087320317528	0.9084739545121056	0.9833191970596552	0.9971304267333148	0.9978709617698788	0.9280522587174532	0.9986993279861262	0.9236526946107784	0.969478357380688	0.9093830334190232	0.902676659528908
ENSPTET00000052079	0.9217228464419476	0.9055851063829788	0.9566593886462882	0.8935190944147282	0.9013087320317528	1.0	1.0	0.885146804835924	0.9000214546234714	0.9016305513838232	0.897661446041622	0.9000214546234714	0.901956135151156	0.9020956475013434	0.9494646680942184	0.9494646680942184
ENSPTET00000052077	0.9217228464419476	0.9128795021685838	0.9566593886462882	0.8957376348680697	0.9084739545121056	1.0	1.0	0.8975869809203143	0.9056309611151869	0.9087490829053558	0.9062729273661042	0.9000214546234714	0.9116766467065868	0.9081473316799852	0.9474504768892149	0.9494646680942184
ENSCATT00000049766	0.9604357798165136	0.9584196507842556	0.8853480505607976	0.9488216672529018	0.9833191970596552	0.885146804835924	0.8975869809203143	1.0	0.9801952185599094	0.9833191970596552	0.9207240072961976	0.980819529206626	0.9236960721184804	0.9666761202495746	0.8903878583473862	0.8800690250215704
ENSMNET00000064639	0.9524344569288391	0.9604241620905132	0.9087922916894776	0.9484413763348076	0.9971304267333148	0.9000214546234714	0.9056309611151869	0.9801952185599094	1.0	0.9968503937007874	0.9252001104057412	1.0	0.9213572854291416	0.9677210506844248	0.9089239809034152	0.9013918629550322
ENSMMUT00000033490	0.9488764044943822	0.961181594395001	0.9075878681703712	0.949304282170208	0.9978709617698788	0.9016305513838232	0.9087490829053558	0.9833191970596552	0.9968503937007874	1.0	0.9259361486797314	0.9975070453067418	0.9213572854291416	0.9684609692933778	0.9072713918472272	0.9002141327623127
ENSNLET00000036817	0.9155430711610488	0.9315664931377188	0.9121865761524144	0.9181456383779714	0.9280522587174532	0.897661446041622	0.9062729273661042	0.9207240072961976	0.9252001104057412	0.9259361486797314	1.0	0.9241394194453436	0.957185628742515	0.9263798028194972	0.9104847594564818	0.9056745182012848
ENSMNET00000064644	0.9524344569288391	0.9616709254527276	0.9087922916894776	0.9505136557253822	0.9986993279861262	0.9000214546234714	0.9000214546234714	0.980819529206626	1.0	0.9975070453067418	0.9241394194453436	1.0	0.9160640189685832	0.9713603818615753	0.9013918629550322	0.9013918629550322
ENSNLET00000000860	0.9174046977281478	0.9287403598971722	0.9237337700315826	0.9172287641477078	0.9236526946107784	0.901956135151156	0.9116766467065868	0.9236960721184804	0.9213572854291416	0.9213572854291416	0.957185628742515	0.9160640189685832	1.0	0.9219234229731078	0.917365269461078	0.9153526970954357
ENSCSAT00000001594	0.956367041198502	0.9592223802750118	0.9080737165423431	0.9447859376685	0.969478357380688	0.9020956475013434	0.9081473316799852	0.9666761202495746	0.9677210506844248	0.9684609692933778	0.9263798028194972	0.9713603818615753	0.9219234229731078	1.0	0.9066666666666666	0.9006757481497372
ENSRROT00000070155	0.940262172284644	0.9150462525958091	0.985603664521758	0.9039305986933704	0.9093830334190232	0.9494646680942184	0.9474504768892149	0.8903878583473862	0.9089239809034152	0.9072713918472272	0.9104847594564818	0.9013918629550322	0.917365269461078	0.9066666666666666	1.0	1.0
ENSRROT00000070156	0.940262172284644	0.911302809113028	0.985603664521758	0.9034182722187696	0.902676659528908	0.9494646680942184	0.9494646680942184	0.8800690250215704	0.9013918629550322	0.9002141327623127	0.9056745182012848	0.9013918629550322	0.9153526970954357	0.9006757481497372	1.0	1.0
