	ENSSHAT00000009164	ENSSHAT00000009165	ENSMODT00000012469	ENSMODT00000080766	ENSVURT00010028008	ENSMODT00000061257	ENSMODT00000064411	ENSVURT00010028005	ENSPCIT00000042209	ENSVURT00010027963	ENSPCIT00000042204	ENSMODT00000053868	ENSMODT00000064087	ENSVURT00010027957	ENSMODT00000056231	ENSVURT00010027994	ENSPCIT00000042217	ENSVURT00010027975	ENSPCIT00000042212
ENSSHAT00000009164	1.0	1.0	0.9180130214612974	0.9211129113358288	0.9405546715162536	0.9230375135196676	0.9220917822838848	0.939526987472193	0.9365784136381078	0.940454750112562	0.9355093297254636	0.9204551824653848	0.9225669727761778	0.9410058556339956	0.9182551538691366	0.9400081542314636	0.9333876790497264	0.9384990989943616	0.9347367186583792
ENSSHAT00000009165	1.0	1.0	0.9180722891566264	0.9209637469038504	0.9405951840072694	0.9230900506285908	0.9219492868462758	0.9395694395694396	0.9366201040810735	0.9404949381327334	0.9355529265956848	0.9203004970628108	0.9224326691482374	0.9410445720535958	0.9180722891566264	0.9400500552936384	0.9334341906202724	0.9385419692128956	0.9347826086956522
ENSMODT00000012469	0.9180130214612974	0.9180722891566264	1.0	1.0	0.9194912599461188	1.0	1.0	0.9219533600802408	0.9233084517216469	0.9210241615578796	0.9233084517216469	1.0	1.0	0.9210241615578796	1.0	0.9210241615578796	0.9233084517216469	0.9210241615578796	0.9247190305770076
ENSMODT00000080766	0.9211129113358288	0.9209637469038504	1.0	1.0	0.9221605839416058	1.0	1.0	0.924456648749708	0.925730039948236	0.9234917425008426	0.925730039948236	1.0	1.0	0.9234917425008426	1.0	0.9232110678370052	0.9236982798698281	0.9213900330683994	0.9271418539325844
ENSVURT00010028008	0.9405546715162536	0.9405951840072694	0.9194912599461188	0.9221605839416058	1.0	0.9242209631728046	0.9229640068111092	1.0	0.9676961507891451	1.0	0.96715179145479	0.9211251098740112	0.9232558139534884	1.0	0.9194912599461188	1.0	0.9660299806576402	1.0	0.967362844790842
ENSMODT00000061257	0.9230375135196676	0.9230900506285908	1.0	1.0	0.9242209631728046	1.0	1.0	0.924456648749708	0.9284902228285584	0.924456648749708	0.9271418539325844	1.0	1.0	0.9254866352647411	1.0	0.924199309802022	0.9250741390788598	0.9223007673252372	0.9271418539325844
ENSMODT00000064411	0.9220917822838848	0.9219492868462758	1.0	1.0	0.9229640068111092	1.0	1.0	0.924199309802022	0.9268140942254396	0.9232110678370052	0.925423531466496	1.0	1.0	0.9242715156991189	1.0	0.9232110678370052	0.9233084517216469	0.9210241615578796	0.9268736357021586
ENSVURT00010028005	0.939526987472193	0.9395694395694396	0.9219533600802408	0.924456648749708	1.0	0.924456648749708	0.924199309802022	1.0	0.9683040935672514	1.0	0.9683040935672514	0.9223007673252372	0.924456648749708	1.0	0.9219533600802408	1.0	0.9672210462654974	1.0	0.9683040935672514
ENSPCIT00000042209	0.9365784136381078	0.9366201040810735	0.9233084517216469	0.925730039948236	0.9676961507891451	0.9284902228285584	0.9268140942254396	0.9683040935672514	1.0	0.9680647700438548	1.0	0.9251355013550135	0.9270668052743886	0.9685637745339238	0.9233084517216469	0.9681154360854134	1.0	0.9670170141106788	1.0
ENSVURT00010027963	0.940454750112562	0.9404949381327334	0.9210241615578796	0.9234917425008426	1.0	0.924456648749708	0.9232110678370052	1.0	0.9680647700438548	1.0	0.9680647700438548	0.9213900330683994	0.9234917425008426	1.0	0.9210241615578796	1.0	0.9670170141106788	1.0	0.9683040935672514
