	ENSPNAT00000001582	ENSCHAT00000037487	ENSEEET00000030897	ENSAMXT00000006982	ENSHHUT00000026718	ENSDCDT00000005523	ENSDCDT00000005522	ENSHHUT00000026722	ENSDCDT00000005525	ENSHHUT00000006467	ENSDCDT00000005631	ENSHHUT00000026772	ENSEEET00000030891	ENSAMXT00000053473	ENSCHAT00000037412	ENSSFOT00015032397	ENSAMXT00000056966	ENSDCDT00000051155	ENSCHAT00000059377	ENSEEET00000030893	ENSDCDT00000000262	ENSDCDT00000005727	ENSIPUT00000009131	ENSCHAT00000037469	ENSHHUT00000006540	ENSEEET00000030915	ENSEEET00000030917	ENSSFOT00015032343	ENSDCDT00000050807	ENSEEET00000030886	ENSEEET00000030884	ENSCHAT00000037617	ENSELUT00000014767	ENSDCDT00000005721	ENSDCDT00000050876	ENSDCDT00000005620	ENSDCDT00000050871	ENSDCDT00000050870	ENSIPUT00000009170	ENSPKIT00000018758	ENSCHAT00000059402	ENSHHUT00000026753	ENSHHUT00000006508	ENSIPUT00000009238	ENSDCDT00000051148	ENSDCDT00000005740	ENSCHAT00000037555	ENSDCDT00000050895	ENSPNAT00000001776	ENSCHAT00000037574	ENSAMXT00000051381	ENSCHAT00000037534	ENSHHUT00000026821	ENSDART00000100351	ENSPNAT00000001795	ENSEEET00000030907	ENSEEET00000030906	ENSHHUT00000026758	ENSHHUT00000006504	ENSAMXT00000006973
ENSPNAT00000001582	1.0	0.6775771047513198	0.8150341685649203	0.6387673763001847	0.7074566260612772	0.6550277865156758	0.6626531035914469	0.713535422732203	0.6829127447017381	0.7016064066720371	0.6937210839391936	0.7111507700442858	0.8034837906960669	0.7764433206911083	0.6737371042333689	0.6434975506054164	0.6407776821426763	0.6593013602401175	0.6352590181719555	0.8049689440993789	0.4780530204259018	0.6951045965561407	0.8168607316402311	0.6746027841999115	0.7284974882021616	0.8026798668601178	0.8083730123079688	0.6413121522168372	0.6800976800976801	0.7960545262551598	0.7990624138248001	0.7098495875788452	0.6741244217879732	0.6926731855116375	0.6787564766839378	0.6816540267244493	0.6790183537263627	0.6720464816010329	0.8165129108525335	0.6148260869565217	0.6320523738556525	0.7139001349527665	0.7250685845629125	0.8142329894955995	0.6314363143631436	0.6843289820590316	0.7177439326399208	0.6804459567074495	1.0	0.7269819054283715	0.6371278805261597	0.7195764030154361	0.7073046576737083	0.7129052940098919	1.0	0.8115488847196164	0.802513735229924	0.7115126747972671	0.7225074882327771	0.6430858042508528
ENSCHAT00000037487	0.6775771047513198	1.0	0.7411026374324754	0.6451463074779378	0.7141384287579903	0.6933143838455617	0.7028318795555024	0.7145002285042763	0.7304630489584716	0.6794013391098858	0.7302725968436155	0.7154570084129473	0.717286178274991	0.6243321773362077	1.0	0.6717939953284339	0.6433536585365853	0.6561182941638688	0.6511835640911121	0.71974010804497	0.46875	0.7310989867498051	0.6696655259962468	1.0	0.7316521176850954	0.7511135857461024	0.7512535640546653	0.6694468832309043	0.6510726643598616	0.6834285080667517	0.6834285080667517	1.0	0.6652892561983471	0.7295531355613969	0.6666412388435426	0.7290478427162317	0.6468538365441515	0.6472849591542528	0.6696655259962468	0.6530155175171972	0.6456257594167679	0.7145002285042763	0.7360667812423275	0.6675903410054855	0.6210209856165999	0.7260197688987888	1.0	0.6426366691816997	0.6788565685891351	1.0	0.6451463074779378	1.0	0.7158481664164701	0.6435789588681925	0.7752853207398662	0.7301214257735997	0.7180390654921486	0.7174211248285323	0.7373005535656139	0.6481537075953168
ENSEEET00000030897	0.8150341685649203	0.7411026374324754	1.0	0.6732474111599493	0.7276504077550392	0.7031058938615798	0.7095762582224262	0.7276246868594853	0.7095762582224262	0.7326858423608517	0.7213226521220385	0.7232845894263217	1.0	0.7805730258560447	0.737838039186471	0.711690191820485	0.6764938976065937	0.6621414141414141	0.7015155198962639	1.0	0.4821653378094839	0.7211392968402314	0.7861133874692692	0.7380296772219672	0.7275421984355702	1.0	1.0	0.711690191820485	0.6671532846715329	0.9927752122746908	0.9927752122746908	0.733599043443603	0.7192062897791089	0.7211392968402314	0.6716495290762983	0.7071983672187769	0.6641981403768616	0.6646899799424435	0.7861133874692692	0.7143056135952083	0.7015155198962639	0.7276246868594853	0.7035761796697707	0.7847270481043935	0.6626893070215695	0.7064656882189607	0.7296995835812017	0.6598545202632491	0.8136137667304015	0.7155222158107328	0.6732474111599493	0.7391823098950048	0.7320261437908496	0.7236087312821277	0.8134592680047226	0.9917921814181756	1.0	0.7232845894263217	0.7024864695270218	0.6758743423088827
ENSAMXT00000006982	0.6387673763001847	0.6451463074779378	0.6732474111599493	1.0	0.6934227215075195	0.5994717379820391	0.6080644333863439	0.6789314516129032	0.6354587181330531	0.6522507040908874	0.6457105859501456	0.6966394187102634	0.6626957113682778	0.5643062490543199	0.6259188674108358	0.6347853678437061	1.0	0.6925261961873501	0.6924817443175975	0.6625645906989394	0.4844290657439446	0.6574893706001255	0.6183260497814934	0.6342208420302398	0.7154799223764741	0.6606949420881593	0.6712004212004212	0.6319725497096604	0.6973277074542897	0.6186517992904207	0.6177852348993289	0.6744991511035654	0.646383849926201	0.6543284789644013	0.7124991410705697	0.6294827586206897	0.6968648208469055	0.6964739069111424	0.6192494821523195	0.5938393276163659	0.685557125555107	0.6898935850417844	0.7081332751345846	0.613744892433417	0.6837881219903692	0.6410644469668306	0.6610990075042362	0.6974434819353476	0.6303939962476548	0.7104849793834676	1.0	0.654310443001936	0.6965435339708732	0.6141837858545228	0.6961826052735144	0.6658217441940125	0.6726128793486307	0.6922884169642298	0.7058535561927407	1.0
ENSHHUT00000026718	0.7074566260612772	0.7141384287579903	0.7276504077550392	0.6934227215075195	1.0	0.6829523750847144	0.6920379932428126	1.0	0.6875263506595194	0.9255066966931372	0.694154839577588	1.0	0.710900806168945	0.6856526429341964	0.7106684267370695	0.6993907345671916	0.6929253335019283	0.6609962768006162	0.6884570840303693	0.7125253798221662	0.457901285773538	0.6968007248902209	0.6923633731451321	0.7136824856620659	0.9303797468354429	0.7211876769930491	0.7359703113685735	0.6993907345671916	0.6809520385417416	0.7102697943525564	0.7018171160609613	0.7048036129738606	0.8887874916347265	0.6947148817802503	0.6877227307665432	0.6918238993710691	0.6778942982151538	0.6631341446738684	0.6923633731451321	0.6806872698873145	0.689203354297694	1.0	0.9233044733044732	0.6882681564245811	0.6645893057459803	0.6922722485518694	0.7156661184210527	0.67668521060617	0.7136958017894013	0.7600783585936695	0.6908517350157729	0.6988824757460396	1.0	0.6849670834088301	0.6965761511216056	0.7227679225919953	0.7210910196018843	1.0	0.927118281105004	0.6962033462033462
ENSDCDT00000005523	0.6550277865156758	0.6933143838455617	0.7031058938615798	0.5994717379820391	0.6829523750847144	1.0	1.0	0.6898363058881016	1.0	0.6776239907727797	1.0	0.6958304853041695	0.6858748109198299	0.6179118258059553	0.6920941033925686	0.6132998482708104	0.5938790113942863	0.6307151979565773	0.6251997260899338	0.6858766233766234	0.5137693631669535	1.0	0.6395157981124333	0.7000754391637031	0.7183478951548848	0.7013446567586695	0.7166225416036308	0.6107460574201374	0.6384209755383038	0.6644140431844404	0.6593794798279746	0.7344837381053828	0.6418462188424165	1.0	0.6491896384540795	1.0	0.6416878351679368	0.6318881685575365	0.6395157981124333	0.6177930695502579	0.6178916234164853	0.6910563999497551	0.7150804836436466	0.6395157981124333	0.5837135278514589	1.0	0.7322245858312383	0.6387096774193548	0.654302203567681	0.7433354659842184	0.5966046887631367	0.7055123716845666	0.6843111026180011	0.6236953601322724	0.7099884303895102	0.6960455502690898	0.6941090673365206	0.6974332042276636	0.7190126050420168	0.6017010799619495
ENSDCDT00000005522	0.6626531035914469	0.7028318795555024	0.7095762582224262	0.6080644333863439	0.6920379932428126	1.0	1.0	0.6927489674162459	1.0	0.6899048407116259	1.0	0.6983600026558662	0.691445750204974	0.6189755235932375	0.7025501461546215	0.6228828922152587	0.602989855846236	0.6291791377443801	0.6175200168563001	0.6915763718979377	0.5137693631669535	1.0	0.6453179541660343	0.704585303650178	0.7242281527995814	0.7045142464812908	0.7234117234117234	0.6200320352387626	0.6382212370991203	0.6676794726542383	0.6667177678982064	0.7309303123927223	0.6528567701539264	1.0	0.6502223457476376	1.0	0.6413239719157472	0.6357549139606883	0.6453179541660343	0.6291377889788203	0.6159697812286868	0.6935118938421084	0.70930658270484	0.6427052538768736	0.5903740517917866	1.0	0.7250075780539558	0.6384940719683838	0.6563477012967044	0.728929813022644	0.6052025541714645	0.7075321926265655	0.6937644341801386	0.6262931475980744	0.7099884303895102	0.6931957917748326	0.7001602197299153	0.6998212461695608	0.7205504848830576	0.6109620745883962
ENSHHUT00000026722	0.713535422732203	0.7145002285042763	0.7276246868594853	0.6789314516129032	1.0	0.6898363058881016	0.6927489674162459	1.0	0.6931702344546381	0.92376581215717	0.6953059242473293	1.0	0.7110803324099723	0.6880015658641613	0.7121262275184818	0.7012544014084507	0.6778452909558308	0.6704391127206881	0.6843757403458895	0.7126850186747822	0.457901285773538	0.6968007248902209	0.6927687223435837	0.7151274651274652	0.9303797468354429	0.7211876769930491	0.7359703113685735	0.6958667161882528	0.6780311101640741	0.7133273198782275	0.7128800442233278	0.7138434957886401	0.8743741209563994	0.6969390507011867	0.6906469660020084	0.692294013040901	0.6751080914144534	0.6694995278564684	0.6927687223435837	0.6676438821169572	0.6803060159962907	1.0	0.928673431040962	0.6889847569744032	0.6660639290713952	0.6940331422090605	0.7157271877919651	0.6738028973096409	0.7145100678669584	0.75668314334712	0.6762281003091721	0.7113666187589827	1.0	0.6844934759478076	0.6965761511216056	0.7241209909467331	0.7210910196018843	1.0	0.9299204427533724	0.6797975731784461
ENSDCDT00000005525	0.6829127447017381	0.7304630489584716	0.7095762582224262	0.6354587181330531	0.6875263506595194	1.0	1.0	0.6931702344546381	1.0	0.7022853263943885	1.0	0.6983600026558662	0.691445750204974	0.6338429398917482	0.7245998221431748	0.6439773290045672	0.6311778290993072	0.6339342795038998	0.6465485644471595	0.6915763718979377	0.5137693631669535	1.0	0.6680853446827575	0.7281833716339638	0.7242281527995814	0.7045142464812908	0.7234117234117234	0.6433851098018211	0.6382212370991203	0.6833579663020988	0.6760772659732541	0.7272010512483574	0.6752586157627022	1.0	0.6549603174603175	1.0	0.6413239719157472	0.6349732692698112	0.6680853446827575	0.6572557583320335	0.6401135402826428	0.6944598508658408	0.7092696629213483	0.6658223475908123	0.621324354657688	1.0	0.7248793598436261	0.6384940719683838	0.6784659023756057	0.728929813022644	0.6329679023508138	0.6995244755244755	0.6890050401344036	0.6474587795342512	0.7099884303895102	0.7017737543239861	0.7001602197299153	0.7008624018535204	0.7192653673163418	0.6396254023997658
ENSHHUT00000006467	0.7016064066720371	0.6794013391098858	0.7326858423608517	0.6522507040908874	0.9255066966931372	0.6776239907727797	0.6899048407116259	0.92376581215717	0.7022853263943885	1.0	0.7040306354254559	0.9311017224569386	0.7187414687414687	0.6642512077294686	0.6762317271250676	0.6764651335311572	0.6489977728285078	0.6702213404426809	0.6612299465240642	0.7205862304021813	0.4795663052543786	0.7051506045146412	0.675659276546091	0.6792481430953464	1.0	0.7245674161999498	0.7438809649586194	0.672737083501956	0.6859937128885785	0.7024764735017335	0.7005716445410308	0.7152340310235047	0.8541636976865707	0.705488711639854	0.6905247417074497	0.6978768452626007	0.6822814714816064	0.6769682561879458	0.6734423749645457	0.6538830715532287	0.6583114840062926	0.9266722810394609	1.0	0.6695832930484386	0.6345405869576198	0.7006953223767383	0.7138793051268083	0.681279371536789	0.6996123079943073	0.7641861378362458	0.6501677444449847	0.7033132530120482	0.9229590585927924	0.6647220796191721	0.7107438016528925	0.7336355518923003	0.7272862232779097	0.9298355717334004	1.0	0.6578363026077976
