,ENSMVIT00005020352,ENSTGUT00000012915,ENSPVIT00000033182,ENSLCOT00000018989,ENSSPUT00000024205,ENSSPUT00000024223,ENSPMGT00000022167,ENSMVIT00005020348,ENSSMRT00000008074,ENSPMGT00000022162,ENSSPUT00000024212,ENSSMRT00000008068,ENSNSUT00000011575
ENSMVIT00005020352,1.0,0.8983561464405003,0.7335528398657634,0.9854976491623071,0.8,0.732383808095952,0.5347858914895912,1.0,0.7388733468972533,0.5970104633781764,0.8446735395189003,0.7388733468972533,0.7094317128096437
ENSTGUT00000012915,0.8983561464405003,1.0,0.7244250594766058,0.8957625355433803,0.8219251336898395,0.7148100172711571,0.5424639862395184,0.8983561464405003,0.7379725085910653,0.6098654708520179,0.8460481099656357,0.7379725085910653,0.7158620689655173
ENSPVIT00000033182,0.7335528398657634,0.7244250594766058,1.0,0.7264214046822742,0.7590680434207042,0.7495688829277639,0.520840099599437,0.7335528398657634,0.8124485531564617,0.6059790732436472,0.7722298221614227,0.8124485531564617,0.7869576684689437
ENSLCOT00000018989,0.9854976491623071,0.8957625355433803,0.7264214046822742,1.0,0.8056149732620321,0.7380347724164876,0.5311316287878788,0.9854976491623071,0.735505542492442,0.6011958146487294,0.8391752577319588,0.735505542492442,0.712798118911656
ENSSPUT00000024205,0.8,0.8219251336898395,0.7590680434207042,0.8056149732620321,1.0,0.0,0.35025380710659904,0.8,0.8017632914774245,0.6017226017226017,0.0,0.8017632914774245,0.7539640591966174
ENSSPUT00000024223,0.732383808095952,0.7148100172711571,0.7495688829277639,0.7380347724164876,0.0,1.0,0.6045243935677296,0.732383808095952,0.758667441410033,0.0,0.0,0.758667441410033,0.7146718146718146
ENSPMGT00000022167,0.5347858914895912,0.5424639862395184,0.520840099599437,0.5311316287878788,0.35025380710659904,0.6045243935677296,1.0,0.5347858914895912,0.5266406757634828,0.21839080459770122,0.6499215070643642,0.5266406757634828,0.5253922138291691
ENSMVIT00005020348,1.0,0.8983561464405003,0.7335528398657634,0.9854976491623071,0.8,0.732383808095952,0.5347858914895912,1.0,0.7388733468972533,0.5970104633781764,0.8446735395189003,0.7388733468972533,0.7094317128096437
ENSSMRT00000008074,0.7388733468972533,0.7379725085910653,0.8124485531564617,0.735505542492442,0.8017632914774245,0.758667441410033,0.5266406757634828,0.7388733468972533,1.0,0.5943198804185351,0.8130584192439863,1.0,0.7720227844747649
ENSPMGT00000022162,0.5970104633781764,0.6098654708520179,0.6059790732436472,0.6011958146487294,0.6017226017226017,0.0,0.21839080459770122,0.5970104633781764,0.5943198804185351,1.0,0.0,0.5943198804185351,0.6200298953662182
ENSSPUT00000024212,0.8446735395189003,0.8460481099656357,0.7722298221614227,0.8391752577319588,0.0,0.0,0.6499215070643642,0.8446735395189003,0.8130584192439863,0.0,1.0,0.8130584192439863,0.7793814432989691
ENSSMRT00000008068,0.7388733468972533,0.7379725085910653,0.8124485531564617,0.735505542492442,0.8017632914774245,0.758667441410033,0.5266406757634828,0.7388733468972533,1.0,0.5943198804185351,0.8130584192439863,1.0,0.7720227844747649
ENSNSUT00000011575,0.7094317128096437,0.7158620689655173,0.7869576684689437,0.712798118911656,0.7539640591966174,0.7146718146718146,0.5253922138291691,0.7094317128096437,0.7720227844747649,0.6200298953662182,0.7793814432989691,0.7720227844747649,1.0
