,ENSVURT00010014025,ENSLAFT00000004166,F58B3.6.1,ENSPPAT00000063600,ENST00000535603,ENSTGET00000022515,ENST00000005558,ENST00000403825,ENSOANT00000005620,ENSPTET00000029704,ENST00000417662,ENSPCIT00000058566,ENST00000445335,ENSMLET00000040590,ENSMFAT00000002238,ENSMLET00000040592,ENSETET00000019162,ENST00000621379,ENSPTRT00000089084,ENSMLET00000040599,ENSGGOT00000030418,FBtr0077685,ENSPCIT00000063516,ENSNLET00000014451,ENSNLET00000041149,ENSSHAT00000017059,ENSPPYT00000033253,ENSMODT00000020216,ENST00000476927,ENSVURT00010014039,ENSPCAT00000013376,ENSPANT00000054433,ENSGGOT00000000723,ENSMEUT00000014109,ENSLAFT00000029713,ENSTGET00000022507,ENSPCIT00000019958,ENSMMUT00000096258,ENSPTRT00000093690,ENSGGOT00000049977,ENST00000432734,ENST00000443101,ENSSHAT00000017060,ENSCATT00000058979,ENSMNET00000069077,ENST00000429071,ENSMNET00000069071,ENST00000440625,ENSCSAT00000009208,ENSMMUT00000076969
ENSVURT00010014025,1.0,0.8235584640079022,0.31433278418451405,0.8403429971416905,0.8194481294773149,0.8414384961176952,0.8248183875193521,0.8248183875193521,0.76424651751794,0.8231794383626845,0.9545454545454546,0.9768305171530978,0.8490393412625801,0.8211020822752666,0.8402125051082959,0.8354822073233625,0.794640025372661,0.8194481294773149,0.8200132538104705,0.8211020822752666,0.8251756579730857,0.295668549905838,0.976926246394726,0.827195805029198,0.8403429971416905,0.9531325301204819,0.8221690590111643,0.9403614457831325,0.7970634504457262,1.0,0.7855498721227622,0.8442991418062934,0.8212342402123424,0.9407984420642649,0.8237552489502099,0.8238027162258756,0.9766265060240964,0.8265999284948159,0.8360522022838499,0.8335373317013464,0.8554455445544554,0.8369272237196765,0.9531325301204819,0.846751123825092,0.8414384961176952,0.8375510204081633,0.8258641239570917,0.8028948488718604,0.8250923388538067,0.8155902004454343
ENSLAFT00000004166,0.8235584640079022,1.0,0.29258649093904454,0.9044526901669759,0.8916158132130538,0.909809390980939,0.8944965449160909,0.8944965449160909,0.7604474461798227,0.8936590180113496,0.9495412844036697,0.8176052765093861,0.9036295369211514,0.8878741755454084,0.9068467629250117,0.9089026915113871,0.8710106382978723,0.8916158132130538,0.89039098740888,0.8878741755454084,0.8932625863770978,0.30131826741996237,0.8439683278993945,0.8978760187700667,0.9044526901669759,0.824422768242993,0.8908864610703914,0.8205951352018768,0.897745149449397,0.8370473537604457,0.8895811240721103,0.909809390980939,0.8917053749170537,0.8202315661182206,1.0,0.8899037274746976,0.8224472157056427,0.891961970613656,0.8994905048633627,0.896663577386469,0.9495412844036697,0.886058981233244,0.824422768242993,0.9130232558139535,0.9069767441860465,0.9012517385257302,0.8910976663785652,0.8935717326521925,0.8920987654320988,0.8969026548672566
F58B3.6.1,0.31433278418451405,0.29258649093904454,1.0,0.0,0.3080724876441516,0.0,0.3080724876441516,0.3080724876441516,0.2815849301721338,0.30214168039538714,0.0,0.3123558484349258,0.0,0.2971993410214169,0.0,0.0,0.3369876072449952,0.3080724876441516,0.3080724876441516,0.2971993410214169,0.3093904448105437,0.30644355644355636,0.0,0.30533596837944665,0.0,0.3172981878088963,0.29316475701303835,0.30906095551894563,0.0,0.0,0.2965403624382208,0.0,0.3093904448105437,0.2927400468384075,0.29258649093904454,0.300164744645799,0.3123558484349258,0.3028006589785832,0.0,0.0,0.0,0.0,0.3172981878088963,0.0,0.0,0.0,0.3028006589785832,0.0,0.300823723228995,0.27564505978602893
ENSPPAT00000063600,0.8403429971416905,0.9044526901669759,0.0,1.0,0.9956002514142049,0.9778343023255814,0.9949357226334242,0.9949357226334242,0.0,0.9715842740365901,0.9794117647058823,0.8405572755417957,0.9942100909842845,0.9834881320949432,0.9770362396842482,0.981629769194536,0.8529297632906481,0.9956002514142049,0.9930947897049592,0.9834881320949432,0.9933826391592059,0.0,0.8385291766586731,1.0,0.9974563953488372,0.8348734431498593,1.0,0.8272398553635998,0.9956002514142049,0.8116932422171602,0.8729411764705882,0.9806243272335845,0.9955974842767296,0.8391038696537678,0.9046684974499803,0.9789637709388391,0.8427336352408399,0.9816906895208415,0.9960072595281306,0.9938271604938271,0.988391376451078,1.0,0.8348734431498593,0.9781126659490491,0.9778343023255814,0.995335486185863,0.9789637709388391,0.9956002514142049,0.9789637709388391,0.0
ENST00000535603,0.8194481294773149,0.8916158132130538,0.3080724876441516,0.9956002514142049,1.0,0.9842866121935889,1.0,1.0,0.7600253271422541,0.9777188328912467,0.0,0.8181215176439374,1.0,0.9722738126824091,0.9780012570710245,0.9798868636077939,0.8606016140865738,1.0,0.9936381709741551,0.9722738126824091,0.9896524276996551,0.31355932203389836,0.8233815210559396,0.985663082437276,0.9956002514142049,0.8187848235606262,0.9881470367591898,0.8158662775271955,1.0,0.8189817724701446,0.8387281581208823,0.9842866121935889,0.9896524276996551,0.8146414130666099,0.8910666666666667,0.9743963916158133,0.8181215176439374,0.9762536481825418,0.9893283113622097,0.9912005028284098,0.0,1.0,0.8187848235606262,0.9798868636077939,0.9798868636077939,1.0,0.9753250198991775,1.0,0.9765189705492173,0.9720620842572062
ENSTGET00000022515,0.8414384961176952,0.909809390980939,0.0,0.9778343023255814,0.9842866121935889,1.0,0.9738994935722634,0.9738994935722634,0.0,0.985208252238225,0.9794117647058823,0.8396275219865494,0.9561258278145696,0.9963786859803414,0.9941712204007286,0.9967472118959108,0.854093907644548,0.9842866121935889,0.9817953546767106,0.9963786859803414,0.9723627870766836,0.0,0.828526274199921,0.9789637709388391,0.9781126659490491,0.8372935964559001,0.9789637709388391,0.8348771647200967,0.9842866121935889,0.8136810279667422,0.876078431372549,0.9974508375819373,0.9848961611076148,0.8551020408163266,0.9110236220472441,1.0,0.845233182005778,0.9972677595628415,0.9741935483870968,0.9720329867335963,0.9418604651162791,0.9757412398921833,0.8372935964559001,0.995264116575592,0.9953237410071942,0.9731104651162791,0.9949238578680203,0.9842866121935889,0.9949238578680203,0.0
ENST00000005558,0.8248183875193521,0.8944965449160909,0.3080724876441516,0.9949357226334242,1.0,0.9738994935722634,1.0,1.0,0.7600253271422541,0.9733630603144802,1.0,0.8217093583565813,1.0,0.9726096880547807,0.9727308141799766,0.9798865394533265,0.8592119607537767,1.0,0.9936381709741551,0.9726096880547807,0.989078097475044,0.31355932203389836,0.839917695473251,0.986602420966036,0.9949357226334242,0.8217164532954007,0.9887464014655849,0.8169748696064486,1.0,0.8375510204081633,0.8411697970502963,0.9766264121542657,0.9896524276996551,0.8169556840077071,0.8938283282099787,0.9723984026309608,0.82344514742748,0.9748649283533004,0.9906614785992218,0.9883223043985987,1.0,1.0,0.8217164532954007,0.9738994935722634,0.9738994935722634,1.0,0.9740427531125205,1.0,0.9750998355649518,0.9720620842572062
ENST00000403825,0.8248183875193521,0.8944965449160909,0.3080724876441516,0.9949357226334242,1.0,0.9738994935722634,1.0,1.0,0.7600253271422541,0.9733630603144802,1.0,0.8217093583565813,1.0,0.9726096880547807,0.9727308141799766,0.9798865394533265,0.8592119607537767,1.0,0.9936381709741551,0.9726096880547807,0.989078097475044,0.31355932203389836,0.839917695473251,0.986602420966036,0.9949357226334242,0.8217164532954007,0.9887464014655849,0.8169748696064486,1.0,0.8375510204081633,0.8411697970502963,0.9766264121542657,0.9896524276996551,0.8169556840077071,0.8938283282099787,0.9723984026309608,0.82344514742748,0.9748649283533004,0.9906614785992218,0.9883223043985987,1.0,1.0,0.8217164532954007,0.9738994935722634,0.9738994935722634,1.0,0.9740427531125205,1.0,0.9750998355649518,0.9720620842572062
ENSOANT00000005620,0.76424651751794,0.7604474461798227,0.2815849301721338,0.0,0.7600253271422541,0.0,0.7600253271422541,0.7600253271422541,1.0,0.7509497678345294,0.0,0.7615027437737442,0.0,0.7458843393837062,0.0,0.0,0.7657281890858533,0.7600253271422541,0.7583368509919798,0.7458843393837062,0.7555930772477839,0.30320150659133716,0.0,0.7502641031058526,0.0,0.7743773744195863,0.7663624511082138,0.7644575770367243,0.0,0.0,0.7454323995127893,0.0,0.7555930772477839,0.7784957353321271,0.7585106382978724,0.7439848037146475,0.7615027437737442,0.7469396369776277,0.0,0.0,0.0,0.0,0.7743773744195863,0.0,0.0,0.0,0.7469396369776277,0.0,0.7463064584212749,0.7750325097529259
ENSPTET00000029704,0.8231794383626845,0.8936590180113496,0.30214168039538714,0.9715842740365901,0.9777188328912467,0.985208252238225,0.9733630603144802,0.9733630603144802,0.7509497678345294,1.0,0.9794117647058823,0.8185851926977687,0.94467382328654,0.9870689655172413,0.9840404826780849,0.9891472868217054,0.8603021336240461,0.9777188328912467,0.9783962889330683,0.9870689655172413,0.9745364937808026,0.3173258003766478,0.8408062525709584,0.978513561113068,0.9715842740365901,0.8192799621032686,0.975810669456067,0.8189246802463288,0.9758783429470372,0.8384332925336597,0.8473465271650069,0.987933047878552,0.9791777188328913,0.8166955183689171,0.8930639253219899,0.9870922318704529,0.8218034351145038,0.9895564421497302,0.9680933852140078,0.9657454262358894,0.9243421052631579,0.967654986522911,0.8192799621032686,0.985208252238225,0.985208252238225,0.9665239392759829,0.9887350387233044,0.9770310506167589,0.9882656653367754,0.983540925266904
