	ENSLCOT00000018582	ENSPVIT00000003968	ENSNMET00000009081	ENSNMET00000009080	ENSFALT00000013072	ENSAOWT00000005404	ENSJHYT00000025367	ENSMVIT00005008257	ENSARWT00000030511	ENSSMRT00000022901	ENSMUNT00000008808	ENSSMRT00000022902	ENSDNVT00000026878	ENSPMJT00000006728	ENSCPUT00000017849	ENSPMJT00000006725	ENSSPUT00000002150	ENSDNVT00000026875	ENSGALT00000104400	ENSCCET00000019047	ENSGALT00000103409	ENSPVIT00000003988	ENSSPUT00000002148	ENSGALT00000104695	ENSCCET00000019049	ENSCPGT00000025058	ENSPVIT00000003973	ENSJHYT00000025369	ENSCPUT00000017848	ENSCPGT00000025056	ENSCJPT00005013401
ENSLCOT00000018582	1.0	0.6143800127759245	0.8375507480117902	0.8375507480117902	0.7415397936359045	0.794564152791381	0.8022033329605189	0.9862193362193362	0.8075488755791614	0.6297538479966461	0.8247329622386039	0.6297538479966461	0.8180637426316315	0.7692777212614446	0.8342339299786108	0.7692777212614446	0.6746120296176082	0.8268278473638218	0.8259877573734001	0.7798449612403101	0.8259877573734001	0.6359632753601553	0.6795228974403622	0.8259877573734001	0.7754440029194712	0.8379266889485507	0.5961587382345459	0.8022033329605189	0.8342339299786108	0.8379266889485507	0.8007777777777778
ENSPVIT00000003968	0.6143800127759245	1.0	0.6060412224591329	0.6060412224591329	0.6004576659038902	0.4908678524531456	0.5897924763511037	0.615553199010251	0.510154255909444	0.7056270223344645	0.5791257934218119	0.7056270223344645	0.5782847406285498	0.589125600746001	0.5589180877830584	0.589125600746001	0.6173508171797796	0.5784781693106837	0.5917555081734186	0.6047836844867661	0.5917555081734186	1.0	0.6119923594385849	0.5917555081734186	0.6114882506527415	0.5638104556891249	1.0	0.5897924763511037	0.5589180877830584	0.5638104556891249	0.5636815920398011
ENSNMET00000009081	0.8375507480117902	0.6060412224591329	1.0	1.0	0.7247561675272519	0.7083082480433474	0.7123801824691073	0.784813915588519	0.7158549828752819	0.5395636499254103	0.7446584104518236	0.6316410861865407	0.7435763565168749	0.7349813748730105	0.8010803586345158	0.7028803219923275	0.5500599404462663	0.754988475469213	0.9138331633231328	0.7488603688898241	0.923668671108944	0.629028673038453	0.5607698488057848	0.9138331633231328	0.7306577480490524	0.8026187112897968	0.5946489134530838	0.7470130439548394	0.7586743067753174	0.7567229518449029	0.8895389782761797
ENSNMET00000009080	0.8375507480117902	0.6060412224591329	1.0	1.0	0.7247561675272519	0.7078125671090495	0.710174717368962	0.779304372925386	0.7153643986483668	0.5314293522820442	0.7408127208480565	0.6316410861865407	0.7449258764395241	0.7349813748730105	0.8010803586345158	0.7006201162370346	0.5478364037834097	0.7546943325045015	0.9139220805301738	0.7488603688898241	0.923668671108944	0.629028673038453	0.5571455469779703	0.9138331633231328	0.7221769446708322	0.8026187112897968	0.5946489134530838	0.7470130439548394	0.7587425027955678	0.7588762972083323	0.8895389782761797
ENSFALT00000013072	0.7415397936359045	0.6004576659038902	0.7247561675272519	0.7247561675272519	1.0	0.6740510428812022	0.8385621382119631	0.7370600414078675	0.6784088185957344	0.6311696815912253	0.7096272083430617	0.6311696815912253	0.6783956435228821	0.8441327257191683	0.6945449386394268	0.8441327257191683	0.6010756089844985	0.6886399757814273	0.7084050487664946	0.8406078939786805	0.7084050487664946	0.6197519083969466	0.6087504501260352	0.7084050487664946	0.8340352385045122	0.6923458891962829	0.6196849751081368	0.8385621382119631	0.6945449386394268	0.6923458891962829	0.6939185312679289
ENSAOWT00000005404	0.794564152791381	0.4908678524531456	0.7083082480433474	0.7078125671090495	0.6740510428812022	1.0	0.6328261310610671	0.7284575528098844	0.979269178026942	0.4290394503344406	0.6946867565424266	0.5338770388958595	0.905518545192654	0.671520446547749	0.8629011553273428	0.621939736346516	0.5426758380158884	0.909352058729652	0.7184189792523855	0.6881957028216412	0.8022903777807029	0.5100750691426313	0.5534910923159978	0.7189376342200992	0.6510015408320493	0.8629011553273428	0.5113743437878584	0.7032981026359353	0.7885435205496462	0.7897024129795952	0.789995976934424
ENSJHYT00000025367	0.8022033329605189	0.5897924763511037	0.7123801824691073	0.710174717368962	0.8385621382119631	0.6328261310610671	1.0	0.7469100433821724	0.6358012530044524	0.5113184213356274	0.6909009059704012	0.6155472336313119	0.6518170181980076	0.8442735512221917	0.7349249735036537	0.8457876821614722	0.4958137508170189	0.6606931017945935	0.6897893362684618	0.8509587864911277	0.7392305162775403	0.609249790124399	0.5058205143434104	0.6954961678674972	0.8472801566357367	0.7372945913592339	0.5642020870450496	1.0	0.714146075333591	0.7154718509518023	0.7178011618984983
ENSMVIT00005008257	0.9862193362193362	0.615553199010251	0.784813915588519	0.779304372925386	0.7370600414078675	0.7284575528098844	0.7469100433821724	1.0	0.7349346164293198	0.5081449419471822	0.7780805328489252	0.6282743942370661	0.7486933925078104	0.7639907926916991	0.8246599006694019	0.7534727809064092	0.535788129408903	0.7584790393933011	0.7580380530209263	0.774331310406833	0.8206754166052205	0.6341855480710349	0.543454951169328	0.7678358307916722	0.7731187967294828	0.8250197941409343	0.6373150771167768	0.7620108413158091	0.8029802193189569	0.8024555328191406	0.7936286050618011
ENSARWT00000030511	0.8075488755791614	0.510154255909444	0.7158549828752819	0.7153643986483668	0.6784088185957344	0.979269178026942	0.6358012530044524	0.7349346164293198	1.0	0.43857023374565296	0.7082216264521894	0.5438448566610455	0.9130356499819948	0.676126878130217	0.8743653323887117	0.6238563586459286	0.5430633598139896	0.91854041857932	0.7259668508287292	0.6925528148235571	0.8131868131868132	0.526923544426887	0.5534011157099155	0.7264797242670524	0.6526671494086411	0.8690518361081592	0.5274711645789408	0.708629323395831	0.7975314598158646	0.7964861496401721	0.8065985473347286
ENSSMRT00000022901	0.6297538479966461	0.7056270223344645	0.5395636499254103	0.5314293522820442	0.6311696815912253	0.4290394503344406	0.5113184213356274	0.5081449419471822	0.43857023374565296	1.0	0.4830673998617747	1.0	0.4845916328631108	0.6376306620209059	0.5996157079380329	0.5033005720991639	0.484312537855845	0.493467967368361	0.5174811825024545	0.6566025484944404	0.6187393325878406	0.7359390693003013	0.484312537855845	0.5258644707921865	0.5466311731228201	0.5998270893371758	0.6533893781692021	0.6155472336313119	0.4922308972225777	0.4945046653756193	0.5922113065474439
