,ENSPPYT00000003403,ENSMLET00000018777,ENSANAT00000052563,ENSSTOT00000011174,ENSTSYT00000050213,ENSDORT00000032977,ENSNGAT00000027331,ENSSDAT00000005288,ENSCCNT00000039264,ENSFDAT00000017727,ENSJJAT00000016013
ENSPPYT00000003403,1.0,0.9634146341463414,0.9135654261704682,0.8014354066985646,0.8043478260869565,0.7201447527141134,0.7702380952380953,0.775,0.782608695652174,0.7987951807228916,0.8076923076923077
ENSMLET00000018777,0.9634146341463414,1.0,0.9447907390917186,0.8252118644067796,0.8284080076263107,0.7524390243902439,0.7963855421686747,0.7973273942093542,0.7917109458023379,0.8108395324123273,0.8398656215005599
ENSANAT00000052563,0.9135654261704682,0.9447907390917186,1.0,0.8278008298755186,0.8250701590271281,0.7449344457687723,0.7718676122931442,0.8006535947712419,0.775,0.8145833333333333,0.8164835164835165
ENSSTOT00000011174,0.8014354066985646,0.8252118644067796,0.8278008298755186,1.0,0.852017937219731,0.7410926365795725,0.7671394799054374,0.9749455337690632,0.8029045643153527,0.8101659751037344,0.8205689277899344
ENSTSYT00000050213,0.8043478260869565,0.8284080076263107,0.8250701590271281,0.852017937219731,1.0,0.8167664670658683,0.776595744680851,0.8321513002364066,0.8354285714285714,0.8162344983089064,0.8365155131264916
ENSDORT00000032977,0.7201447527141134,0.7524390243902439,0.7449344457687723,0.7410926365795725,0.8167664670658683,1.0,0.7588652482269503,0.7151300236406619,0.7712574850299401,0.7787081339712919,0.733890214797136
ENSNGAT00000027331,0.7702380952380953,0.7963855421686747,0.7718676122931442,0.7671394799054374,0.776595744680851,0.7588652482269503,1.0,0.7446808510638298,0.7624113475177305,0.7411347517730497,0.8014184397163121
ENSSDAT00000005288,0.775,0.7973273942093542,0.8006535947712419,0.9749455337690632,0.8321513002364066,0.7151300236406619,0.7446808510638298,1.0,0.7821350762527233,0.7821350762527233,0.8082788671023965
ENSCCNT00000039264,0.782608695652174,0.7917109458023379,0.775,0.8029045643153527,0.8354285714285714,0.7712574850299401,0.7624113475177305,0.7821350762527233,1.0,0.7625523012552301,0.7978021978021979
ENSFDAT00000017727,0.7987951807228916,0.8108395324123273,0.8145833333333333,0.8101659751037344,0.8162344983089064,0.7787081339712919,0.7411347517730497,0.7821350762527233,0.7625523012552301,1.0,0.7670329670329671
ENSJJAT00000016013,0.8076923076923077,0.8398656215005599,0.8164835164835165,0.8205689277899344,0.8365155131264916,0.733890214797136,0.8014184397163121,0.8082788671023965,0.7978021978021979,0.7670329670329671,1.0
