,ENSDNVT00000027371,ENSNPET00000005632,ENSDNVT00000027376,ENSGALT00000006738,ENSNPET00000005629,ENSAHAT00000024661,ENSAOWT00000025162,ENSAOWT00000025160,ENSMGAT00000013266,ENSAOWT00000025165,ENSCJPT00005034532,ENSNMET00000029018,ENSNMET00000029019,ENSARWT00000024829,ENSACAT00000008165,ENSARWT00000024828,ENSGALT00000023217,ENSGALT00000054374,ENSAHAT00000024652,ENSAOWT00000025171,ENSAHAT00000024656,ENSAHAT00000024659,ENSGALT00000102541,ENSGALT00000093867,ENSMGAT00000020258,ENSNMET00000029020,ENSDNVT00000027384
ENSDNVT00000027371,1.0,0.8872061156786384,1.0,0.8624776078269257,0.8807275756734241,0.9493912278128209,0.9493912278128209,0.9493912278128209,0.8569656883009508,0.9491005438572027,0.8473198291304946,0.8608240319691333,0.8725717599304146,0.9470363849765259,0.43542499565444115,0.9468619246861925,0.8608187134502924,0.8610373269956662,0.9491005438572027,0.9493912278128209,0.9493912278128209,0.9491005438572027,0.8624776078269257,0.8624776078269257,0.8560750403048513,0.8730134238543434,1.0
ENSNPET00000005632,0.8872061156786384,1.0,0.8872061156786384,0.8342708784076157,1.0,0.8991389913899139,0.8991389913899139,0.8991389913899139,0.8235972883311697,0.8996336996336997,0.8243184768498486,0.8381652964084811,0.8374168179068361,0.9005227552275523,0.4343899741983044,0.900952380952381,0.8342708784076157,0.8316483516483516,0.8996336996336997,0.8991389913899139,0.8991389913899139,0.8996336996336997,0.8342708784076157,0.8342708784076157,0.8231636784268364,0.8374168179068361,0.8872061156786384
ENSDNVT00000027376,1.0,0.8872061156786384,1.0,0.8624776078269257,0.8807275756734241,0.9493912278128209,0.9493912278128209,0.9493912278128209,0.8569656883009508,0.9491005438572027,0.8473198291304946,0.8608240319691333,0.8725717599304146,0.9470363849765259,0.43542499565444115,0.9468619246861925,0.8608187134502924,0.8610373269956662,0.9491005438572027,0.9493912278128209,0.9493912278128209,0.9491005438572027,0.8624776078269257,0.8624776078269257,0.8560750403048513,0.8730134238543434,1.0
ENSGALT00000006738,0.8624776078269257,0.8342708784076157,0.8624776078269257,1.0,0.8333796167731186,0.8676837318468534,0.8676837318468534,0.8676837318468534,0.95994455994456,0.8659880072514293,0.9544005544005544,0.9477477477477477,0.9514675966288869,0.8692781690140845,0.4255171215018252,0.8675034867503487,1.0,1.0,0.8659880072514293,0.8676837318468534,0.8676837318468534,0.8659880072514293,1.0,1.0,0.9587217043941412,0.9492708656531182,0.8608187134502924
ENSNPET00000005629,0.8807275756734241,1.0,0.8807275756734241,0.8333796167731186,1.0,0.8948767163738373,0.8948767163738373,0.8948767163738373,0.822688142182727,0.8955455314350155,0.8246320466537073,0.8376839766731463,0.836942304897544,0.8951720064963827,0.4309056144620198,0.8958274598252044,0.8351876576175642,0.8308429658866648,0.8955455314350155,0.8948767163738373,0.8948767163738373,0.8955455314350155,0.8333796167731186,0.8333796167731186,0.823170731707317,0.8389408099688473,0.8866636997478119
ENSAHAT00000024661,0.9493912278128209,0.8991389913899139,0.9493912278128209,0.8676837318468534,0.8948767163738373,1.0,1.0,1.0,0.8691506527798152,1.0,0.8603491271820449,0.8800058676837319,0.8800058676837319,0.9954435808094345,0.4272553450373717,0.9954331766286098,0.8663327594302708,0.8676837318468534,1.0,1.0,1.0,1.0,0.8676837318468534,0.8676837318468534,0.8677414305838159,0.8793238378462983,0.9544529660353733
ENSAOWT00000025162,0.9493912278128209,0.8991389913899139,0.9493912278128209,0.8676837318468534,0.8948767163738373,1.0,1.0,1.0,0.8691506527798152,1.0,0.8603491271820449,0.8800058676837319,0.8800058676837319,0.9954331766286098,0.4204526680984635,0.9954331766286098,0.8663327594302708,0.8676837318468534,1.0,1.0,1.0,1.0,0.8676837318468534,0.8676837318468534,0.8677414305838159,0.8793238378462983,0.9544529660353733
ENSAOWT00000025160,0.9493912278128209,0.8991389913899139,0.9493912278128209,0.8676837318468534,0.8948767163738373,1.0,1.0,1.0,0.8691506527798152,1.0,0.8603491271820449,0.8800058676837319,0.8800058676837319,0.9956100710135571,0.4204526680984635,0.9956100710135571,0.8663327594302708,0.8676837318468534,1.0,1.0,1.0,1.0,0.8676837318468534,0.8676837318468534,0.8677414305838159,0.8793238378462983,0.9544529660353733
ENSMGAT00000013266,0.8569656883009508,0.8235972883311697,0.8569656883009508,0.95994455994456,0.822688142182727,0.8691506527798152,0.8691506527798152,0.8691506527798152,1.0,0.8619439408729606,0.9558782462999162,0.9507081366287142,0.9546643417611159,0.8707453051643192,0.4136972014601077,0.8634588563458856,0.9588252656434475,0.9593358660475587,0.8619439408729606,0.8691506527798152,0.8691506527798152,0.8619439408729606,0.95994455994456,0.95994455994456,1.0,0.9515978901644431,0.8564327485380117
ENSAOWT00000025165,0.9491005438572027,0.8996336996336997,0.9491005438572027,0.8659880072514293,0.8955455314350155,1.0,1.0,1.0,0.8619439408729606,1.0,0.8559475665876447,0.8711476781480965,0.8800058676837319,0.9954331766286098,0.4272553450373717,0.9956404667265034,0.8646003262642741,0.8659880072514293,1.0,1.0,1.0,1.0,0.8659880072514293,0.8659880072514293,0.8601512679816106,0.8793238378462983,0.953878095803055
