	ENSTRUT00000025441	ENSELUT00000005933	ENSHHUT00000034428	ENSIPUT00000005898	ENSBSLT00000018814	ENSGWIT00000057547	ENSCSET00000010104	ENSDCDT00000047624	ENSLCRT00005010571	ENSDART00000020616	ENSSMAT00000030064	ENSMMOT00000012092	ENSLCAT00010010615	ENSCGOT00000034481	ENSSDUT00000010861
ENSTRUT00000025441	1.0	0.5321434212604644	0.5419143876337693	0.4863066687296921	0.64279501304726	0.6157804459691252	0.5858227848101266	0.5809408926417371	0.6534798534798535	0.5167554024428437	0.6339518900343643	0.6501057082452432	0.6910814304179234	0.6525119617224879	0.6650622876557192
ENSELUT00000005933	0.5321434212604644	1.0	0.8269285108787793	0.5524775096387262	0.5428893905191874	0.5127402771569066	0.5144401283566965	0.5835284103000639	0.5946638528791076	0.5730775230073312	0.5424268751810021	0.5337146819206101	0.5795268561226008	0.6270008424599831	0.5912137006701415
ENSHHUT00000034428	0.5419143876337693	0.8269285108787793	1.0	0.5415647921760391	0.5365333333333333	0.5158384190642256	0.5231171377225944	0.5858522250209908	0.5921480016946759	0.5317919075144508	0.5232683982683982	0.5150145301905069	0.5748953974895398	0.5993703266430539	0.5683182135380321
ENSIPUT00000005898	0.4863066687296921	0.5524775096387262	0.5415647921760391	1.0	0.5319903532415946	0.487797619047619	0.4965034965034965	0.6640959725792631	0.5505347190841994	0.6289573046761545	0.5256355631302372	0.5277488727020465	0.5174804543442986	0.5657098223003321	0.5039895546206297
ENSBSLT00000018814	0.64279501304726	0.5428893905191874	0.5365333333333333	0.5319903532415946	1.0	0.6412906830562928	0.5835435056746532	0.6070143884892086	0.6604826154644525	0.4996415770609319	0.7168070597673486	0.6515103838892385	0.7142857142857143	0.7017477203647416	0.7057231245166279
ENSGWIT00000057547	0.6157804459691252	0.5127402771569066	0.5158384190642256	0.487797619047619	0.6412906830562928	1.0	0.5195035460992907	0.58963133640553	0.6504327416752237	0.4736510932829952	0.630527817403709	0.6033442509912084	0.6520733997977171	0.6499434175782723	0.6488061398521887
ENSCSET00000010104	0.5858227848101266	0.5144401283566965	0.5231171377225944	0.4965034965034965	0.5835435056746532	0.5195035460992907	1.0	0.5451412818745692	0.6147471672585828	0.4995560291244894	0.617906683480454	0.5397693961305452	0.5972290945076695	0.6160714285714286	0.6026264591439688
ENSDCDT00000047624	0.5809408926417371	0.5835284103000639	0.5858522250209908	0.6640959725792631	0.6070143884892086	0.58963133640553	0.5451412818745692	1.0	0.6077576313977507	0.5587105038428694	0.6477352734099977	0.6394493235224306	0.5761723132151672	0.6095827602017423	0.5739801543550166
ENSLCRT00005010571	0.6534798534798535	0.5946638528791076	0.5921480016946759	0.5505347190841994	0.6604826154644525	0.6504327416752237	0.6147471672585828	0.6077576313977507	1.0	0.5234909533221833	0.6721376571806751	0.6710191082802548	0.7578071730533206	0.7942787583688375	0.7992351816443595
ENSDART00000020616	0.5167554024428437	0.5730775230073312	0.5317919075144508	0.6289573046761545	0.4996415770609319	0.4736510932829952	0.4995560291244894	0.5587105038428694	0.5234909533221833	1.0	0.498085377960573	0.4947585495789655	0.4975602543250037	0.5299413735343383	0.5095238095238095
ENSSMAT00000030064	0.6339518900343643	0.5424268751810021	0.5232683982683982	0.5256355631302372	0.7168070597673486	0.630527817403709	0.617906683480454	0.6477352734099977	0.6721376571806751	0.498085377960573	1.0	0.6564053230719897	0.7103985692386305	0.7313101406365655	0.7137199795605519
ENSMMOT00000012092	0.6501057082452432	0.5337146819206101	0.5150145301905069	0.5277488727020465	0.6515103838892385	0.6033442509912084	0.5397693961305452	0.6394493235224306	0.6710191082802548	0.4947585495789655	0.6564053230719897	1.0	0.6826107822748361	0.7285686002771729	0.6842769279293487
ENSLCAT00010010615	0.6910814304179234	0.5795268561226008	0.5748953974895398	0.5174804543442986	0.7142857142857143	0.6520733997977171	0.5972290945076695	0.5761723132151672	0.7578071730533206	0.4975602543250037	0.7103985692386305	0.6826107822748361	1.0	0.8292870905587668	0.81540293767368
ENSCGOT00000034481	0.6525119617224879	0.6270008424599831	0.5993703266430539	0.5657098223003321	0.7017477203647416	0.6499434175782723	0.6160714285714286	0.6095827602017423	0.7942787583688375	0.5299413735343383	0.7313101406365655	0.7285686002771729	0.8292870905587668	1.0	0.8686868686868687
ENSSDUT00000010861	0.6650622876557192	0.5912137006701415	0.5683182135380321	0.5039895546206297	0.7057231245166279	0.6488061398521887	0.6026264591439688	0.5739801543550166	0.7992351816443595	0.5095238095238095	0.7137199795605519	0.6842769279293487	0.81540293767368	0.8686868686868687	1.0
