	ENSCSAVT00000013927	ENSCSAVT00000013926	ENSCSAVT00000013925	ENSCSAVT00000013924	Y39D8C.1.1	ENSCSAVT00000013922	ENSCSAVT00000013921	FBtr0332306	FBtr0075195	FBtr0332307	FBtr0332489	FBtr0332488	ENSCSAVT00000013923	FBtr0306679
ENSCSAVT00000013927	1.0	0.9998017151638328	1.0	1.0	0.3911460111528394	1.0	1.0	0.36302715193529744	0.35416666666666674	0.36302715193529744	0.3854156990246168	0.3854156990246168	1.0	0.3854156990246168
ENSCSAVT00000013926	0.9998017151638328	1.0	0.9998065343038862	0.9998026056060008	0.3904946875357021	0.9997986965602276	0.999797770418868	0.3644077647332327	0.35416666666666674	0.3644077647332327	0.3846081029912911	0.3846081029912911	0.9997661570839788	0.3846081029912911
ENSCSAVT00000013925	1.0	0.9998065343038862	1.0	1.0	0.38597757299877866	1.0	1.0	0.35955823750426963	0.35416666666666674	0.35955823750426963	0.38387662757410657	0.3834211255891322	1.0	0.38387662757410657
ENSCSAVT00000013924	1.0	0.9998026056060008	1.0	1.0	0.3896652766820692	1.0	1.0	0.35955823750426963	0.35416666666666674	0.35955823750426963	0.38147779687076055	0.3810299574622138	1.0	0.38147779687076055
Y39D8C.1.1	0.3911460111528394	0.3904946875357021	0.38597757299877866	0.3896652766820692	1.0	0.3910382261231089	0.3896652766820692	0.3623402163225172	0.0	0.3623402163225172	0.3771373679154659	0.3761785645564749	0.40092569427070296	0.3771373679154659
ENSCSAVT00000013922	1.0	0.9997986965602276	1.0	1.0	0.3910382261231089	1.0	1.0	0.3647522000926355	0.34708737864077666	0.3647522000926355	0.3820711258522204	0.3820711258522204	1.0	0.3820711258522204
ENSCSAVT00000013921	1.0	0.999797770418868	1.0	1.0	0.3896652766820692	1.0	1.0	0.35955823750426963	0.35416666666666674	0.35955823750426963	0.38147779687076055	0.3810299574622138	1.0	0.38147779687076055
FBtr0332306	0.36302715193529744	0.3644077647332327	0.35955823750426963	0.35955823750426963	0.3623402163225172	0.3647522000926355	0.35955823750426963	1.0	0.30343082114735664	1.0	0.3894664543723267	0.3894664543723267	0.35955823750426963	0.3894664543723267
FBtr0075195	0.35416666666666674	0.35416666666666674	0.35416666666666674	0.35416666666666674	0.0	0.34708737864077666	0.35416666666666674	0.30343082114735664	1.0	0.30343082114735664	0.4882157746958224	0.4882157746958224	0.35416666666666674	0.4882157746958224
FBtr0332307	0.36302715193529744	0.3644077647332327	0.35955823750426963	0.35955823750426963	0.3623402163225172	0.3647522000926355	0.35955823750426963	1.0	0.30343082114735664	1.0	0.3894664543723267	0.3894664543723267	0.35955823750426963	0.3894664543723267
FBtr0332489	0.3854156990246168	0.3846081029912911	0.38387662757410657	0.38147779687076055	0.3771373679154659	0.3820711258522204	0.38147779687076055	0.3894664543723267	0.4882157746958224	0.3894664543723267	1.0	1.0	0.38147779687076055	1.0
FBtr0332488	0.3854156990246168	0.3846081029912911	0.3834211255891322	0.3810299574622138	0.3761785645564749	0.3820711258522204	0.3810299574622138	0.3894664543723267	0.4882157746958224	0.3894664543723267	1.0	1.0	0.3810299574622138	1.0
ENSCSAVT00000013923	1.0	0.9997661570839788	1.0	1.0	0.40092569427070296	1.0	1.0	0.35955823750426963	0.35416666666666674	0.35955823750426963	0.38147779687076055	0.3810299574622138	1.0	0.38147779687076055
FBtr0306679	0.3854156990246168	0.3846081029912911	0.38387662757410657	0.38147779687076055	0.3771373679154659	0.3820711258522204	0.38147779687076055	0.3894664543723267	0.4882157746958224	0.3894664543723267	1.0	1.0	0.38147779687076055	1.0
