,ENSARWT00000015348,ENSNMET00000001973,ENSAOWT00000008426,ENSAOWT00000009430,ENSAHAT00000013755,ENSGALT00000073907,ENSDNVT00000003682,ENSMGAT00000012187,ENSCJPT00005006432,ENSCJPT00005006434,ENSAHAT00000002360
ENSARWT00000015348,1.0,0.8958023019634394,0.9952894283902527,0.9977653631284916,0.9934941718622933,0.8970350404312668,0.969672131147541,0.9004349599021341,0.8887156895967468,0.8887156895967468,0.9977653631284916
ENSNMET00000001973,0.8958023019634394,1.0,0.8935962341238121,0.8931928225576758,0.8953725908162359,0.9674878836833603,0.9028436018957346,0.9585418639253348,0.9567604201965435,0.9567604201965435,0.8931928225576758
ENSAOWT00000008426,0.9952894283902527,0.8935962341238121,1.0,0.0,0.9965037622558334,0.8946162657502864,0.974277692238022,0.9001064584811923,0.8903271566628247,0.8903271566628247,0.0
ENSAOWT00000009430,0.9977653631284916,0.8931928225576758,0.0,1.0,0.0,0.8943903835145964,0.9460961378160601,0.8783629078420149,0.8692043503148255,0.8692043503148255,1.0
ENSAHAT00000013755,0.9934941718622933,0.8953725908162359,0.9965037622558334,0.0,1.0,0.8963785355537933,0.9727116653112858,0.9008161816891412,0.8921003635074032,0.8921003635074032,0.0
ENSGALT00000073907,0.8970350404312668,0.9674878836833603,0.8946162657502864,0.8943903835145964,0.8963785355537933,1.0,0.9048517520215633,0.9731421647819063,0.9678704016199797,0.9678704016199797,0.8943903835145964
ENSDNVT00000003682,0.969672131147541,0.9028436018957346,0.974277692238022,0.9460961378160601,0.9727116653112858,0.9048517520215633,1.0,0.9066875084953105,0.8957641477465266,0.8957641477465266,0.9460961378160601
ENSMGAT00000012187,0.9004349599021341,0.9585418639253348,0.9001064584811923,0.8783629078420149,0.9008161816891412,0.9731421647819063,0.9066875084953105,1.0,0.9617078956286005,0.9617078956286005,0.8783629078420149
ENSCJPT00005006432,0.8887156895967468,0.9567604201965435,0.8903271566628247,0.8692043503148255,0.8921003635074032,0.9678704016199797,0.8957641477465266,0.9617078956286005,1.0,1.0,0.8692043503148255
ENSCJPT00005006434,0.8887156895967468,0.9567604201965435,0.8903271566628247,0.8692043503148255,0.8921003635074032,0.9678704016199797,0.8957641477465266,0.9617078956286005,1.0,1.0,0.8692043503148255
ENSAHAT00000002360,0.9977653631284916,0.8931928225576758,0.0,1.0,0.0,0.8943903835145964,0.9460961378160601,0.8783629078420149,0.8692043503148255,0.8692043503148255,1.0
