,ENSDORT00000009476,ENSPSMT00000026045,ENSPSMT00000026042,ENSPSMT00000026040,ENSCCNT00000032873,ENSOGAT00000004860,ENSMOCT00000018476,ENSPCOT00000042273,ENSPCOT00000042272,ENSMICT00000052870,ENSMICT00000042176,ENSPSMT00000026051,ENSMICT00000013077,ENSPCOT00000042274
ENSDORT00000009476,1.0,0.883953082106314,0.8787078179416357,0.8801240096451947,0.8991847514065909,0.8568147892984269,0.8586321457211593,0.8832712861774948,0.8836835457572626,0.8877245508982036,0.884164713759625,0.875460328088383,0.8873543893358953,0.8858386340810177
ENSPSMT00000026045,0.883953082106314,1.0,1.0,1.0,0.9141786383510306,0.9249219237976265,0.8961959224266534,0.9676447471836521,0.9668989547038328,0.9734668335419274,0.9716437749224635,1.0,0.9751870815281607,0.946817785527463
ENSPSMT00000026042,0.8787078179416357,1.0,1.0,1.0,0.9108326304374021,0.9172796334257808,0.8853991848477584,0.9689343768813967,0.9689343768813967,0.9726656990807934,0.9739130434782609,1.0,0.9727481008079103,0.9593147751605996
ENSPSMT00000026040,0.8801240096451947,1.0,1.0,1.0,0.9128181504088448,0.9209950477945411,0.8895635238858975,0.9689343768813967,0.9681865165958424,0.9721644721644722,0.9728615596015115,1.0,0.9727481008079103,0.9551433389544688
ENSCCNT00000032873,0.8991847514065909,0.9141786383510306,0.9108326304374021,0.9128181504088448,1.0,0.8760511461813155,0.8871577500286402,0.9070439494280554,0.9065120018376019,0.9118530499075785,0.8928449161246148,0.9020883259157823,0.9116761055548861,0.8816188870151771
ENSOGAT00000004860,0.8568147892984269,0.9249219237976265,0.9172796334257808,0.9209950477945411,0.8760511461813155,1.0,0.8522167487684729,0.9089704996989765,0.9109911565407144,0.9132245748004165,0.9075601374570447,0.9165235314324974,0.9120918984280532,0.8947723440134907
ENSMOCT00000018476,0.8586321457211593,0.8961959224266534,0.8853991848477584,0.8895635238858975,0.8871577500286402,0.8522167487684729,1.0,0.8696955166626709,0.8737541528239202,0.8746553308823529,0.8623481781376519,0.8785425101214575,0.8719731479261568,0.8650927487352446
ENSPCOT00000042273,0.8832712861774948,0.9676447471836521,0.9689343768813967,0.9689343768813967,0.9070439494280554,0.9089704996989765,0.8696955166626709,1.0,1.0,0.9642512077294686,0.9521770164168452,0.9593147751605996,0.964358819987959,1.0
ENSPCOT00000042272,0.8836835457572626,0.9668989547038328,0.9689343768813967,0.9681865165958424,0.9065120018376019,0.9109911565407144,0.8737541528239202,1.0,1.0,0.9649850264915918,0.9548060708263069,0.9551433389544688,0.964358819987959,1.0
ENSMICT00000052870,0.8877245508982036,0.9734668335419274,0.9726656990807934,0.9721644721644722,0.9118530499075785,0.9132245748004165,0.8746553308823529,0.9642512077294686,0.9649850264915918,1.0,1.0,0.9726264726264726,1.0,0.954421768707483
ENSMICT00000042176,0.884164713759625,0.9716437749224635,0.9739130434782609,0.9728615596015115,0.8928449161246148,0.9075601374570447,0.8623481781376519,0.9521770164168452,0.9548060708263069,1.0,1.0,0.9728615596015115,1.0,0.9548060708263069
ENSPSMT00000026051,0.875460328088383,1.0,1.0,1.0,0.9020883259157823,0.9165235314324974,0.8785425101214575,0.9593147751605996,0.9551433389544688,0.9726264726264726,0.9728615596015115,1.0,0.9739130434782609,0.9551433389544688
ENSMICT00000013077,0.8873543893358953,0.9751870815281607,0.9727481008079103,0.9727481008079103,0.9116761055548861,0.9120918984280532,0.8719731479261568,0.964358819987959,0.964358819987959,1.0,1.0,0.9739130434782609,1.0,0.9521770164168452
ENSPCOT00000042274,0.8858386340810177,0.946817785527463,0.9593147751605996,0.9551433389544688,0.8816188870151771,0.8947723440134907,0.8650927487352446,1.0,1.0,0.954421768707483,0.9548060708263069,0.9551433389544688,0.9521770164168452,1.0
